Player,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE,match_id,Team,Opp_Team,Map,Patch
Sacy,4,0,0.0,0.0,0,0.0,0,0.0,0.0,57,1,0,9260,VKS,IMP,ASCENT,2.01
saadhak,1,2,0.0,0.0,0,0.0,0,0.0,0.0,83,5,3,9260,VKS,IMP,ASCENT,2.01
gtnziN,1,1,0.0,0.0,0,0.0,0,0.0,0.0,60,0,0,9260,VKS,IMP,ASCENT,2.01
sutecas,3,3,0.0,0.0,0,0.0,0,0.0,0.0,54,0,0,9260,VKS,IMP,ASCENT,2.01
fooX,2,0,0,0.0,0,0.0,0,0.0,0.0,40,0,0,9425,S5,VKS,ASCENT,2.01
fra,2,0,0,0.0,0,0.0,0,0.0,0.0,38,4,0,9425,S5,VKS,ASCENT,2.01
prozin,1,0,1,0.0,0,0.0,0,0.0,0.0,56,0,0,9425,S5,VKS,ASCENT,2.01
deNaro,2,1,0,0.0,2,0.0,0,0.0,0.0,63,3,1,9425,S5,VKS,ASCENT,2.01
gaabxx,4,1,0,0.0,1,0.0,0,0.0,0.0,83,1,0,9425,S5,VKS,ASCENT,2.01
frz,4,3,0,0.0,1,0.0,0,0.0,0.0,75,0,2,9425,VKS,S5,ASCENT,2.01
Sacy,1,0,0,0.0,1,0.0,0,0.0,0.0,33,0,2,9425,VKS,S5,ASCENT,2.01
saadhak,1,4,1,0.0,1,0.0,1,0.0,0.0,70,3,0,9425,VKS,S5,ASCENT,2.01
gtnziN,2,2,0,0.0,1,0.0,0,0.0,0.0,85,0,0,9425,VKS,S5,ASCENT,2.01
sutecas,1,1,0,0.0,0,0.0,0,0.0,0.0,30,2,0,9425,VKS,S5,ASCENT,2.01
fooX,3,0,0,0,0,0,0.0,0.0,0.0,54,0,0,9425,S5,VKS,BIND,2.01
fra,2,0,0,0,0,0,0.0,0.0,0.0,46,1,0,9425,S5,VKS,BIND,2.01
prozin,2,4,0,0,0,0,0.0,0.0,0.0,58,0,0,9425,S5,VKS,BIND,2.01
deNaro,3,0,0,0,0,1,0.0,0.0,0.0,44,2,0,9425,S5,VKS,BIND,2.01
gaabxx,1,0,0,1,1,0,0.0,0.0,0.0,62,0,2,9425,S5,VKS,BIND,2.01
frz,2,3,0,0,0,0,0.0,0.0,0.0,47,1,0,9425,VKS,S5,BIND,2.01
Sacy,5,0,1,0,1,0,0.0,0.0,0.0,84,1,0,9425,VKS,S5,BIND,2.01
saadhak,1,1,0,0,1,0,0.0,0.0,0.0,37,1,0,9425,VKS,S5,BIND,2.01
gtnziN,4,3,0,0,0,0,0.0,0.0,0.0,75,1,0,9425,VKS,S5,BIND,2.01
sutecas,2,1,0,0,1,0,0.0,0.0,0.0,48,5,0,9425,VKS,S5,BIND,2.01
frz,5,3,0,0.0,2,0,0.0,0.0,0.0,88,1,1,10342,VKS,Vora,BIND,2.02
Sacy,2,0,0,0.0,0,1,0.0,0.0,0.0,50,1,1,10342,VKS,Vora,BIND,2.02
saadhak,5,1,0,0.0,0,0,0.0,0.0,0.0,53,2,0,10342,VKS,Vora,BIND,2.02
gtnziN,3,1,0,0.0,0,0,0.0,0.0,0.0,65,1,0,10342,VKS,Vora,BIND,2.02
sutecas,2,0,0,0.0,0,0,0.0,0.0,0.0,29,2,0,10342,VKS,Vora,BIND,2.02
v1xen,0,3,1,0.0,0,1,0.0,0.0,0.0,48,5,0,10342,Vora,VKS,BIND,2.02
delevingne,6,0,0,0.0,1,0,0.0,0.0,0.0,26,1,2,10342,Vora,VKS,BIND,2.02
krain,0,1,0,0.0,0,0,0.0,0.0,0.0,38,1,2,10342,Vora,VKS,BIND,2.02
fzkk,4,2,0,0.0,0,0,0.0,0.0,0.0,60,0,0,10342,Vora,VKS,BIND,2.02
dragonite,2,1,0,0.0,0,0,0.0,0.0,0.0,45,0,0,10342,Vora,VKS,BIND,2.02
pancada,3,1,0,0.0,0,0,0.0,0.0,0.0,59,0,1,10346,B4,VKS,ICEBOX,2.02
fuzari,3,2,0,0.0,1,1,0.0,0.0,0.0,67,2,2,10346,B4,VKS,ICEBOX,2.02
v1nny,3,0,0,0.0,0,0,0.0,0.0,0.0,36,3,2,10346,B4,VKS,ICEBOX,2.02
Mazin,1,1,0,0.0,1,0,0.0,0.0,0.0,44,0,1,10346,B4,VKS,ICEBOX,2.02
dgzin,6,2,1,0.0,0,0,0.0,0.0,0.0,85,0,0,10346,B4,VKS,ICEBOX,2.02
frz,6,0,0,0.0,0,1,0.0,0.0,0.0,39,6,0,10346,VKS,B4,ICEBOX,2.02
Sacy,2,2,0,0.0,0,0,0.0,0.0,0.0,55,2,0,10346,VKS,B4,ICEBOX,2.02
saadhak,2,3,3,0.0,0,0,0.0,0.0,0.0,59,1,1,10346,VKS,B4,ICEBOX,2.02
gtnziN,5,1,0,0.0,0,0,0.0,0.0,0.0,43,2,0,10346,VKS,B4,ICEBOX,2.02
sutecas,2,1,0,0.0,0,0,0.0,0.0,0.0,43,0,1,10346,VKS,B4,ICEBOX,2.02
pancada,5,2,0,0.0,1,0,0.0,0.0,0.0,58,0,2,10346,B4,VKS,HAVEN,2.02
fuzari,5,0,0,0.0,0,1,0.0,0.0,0.0,44,1,1,10346,B4,VKS,HAVEN,2.02
v1nny,2,0,0,0.0,0,0,0.0,0.0,0.0,48,5,0,10346,B4,VKS,HAVEN,2.02
Mazin,6,1,0,0.0,0,0,0.0,0.0,0.0,49,1,1,10346,B4,VKS,HAVEN,2.02
dgzin,1,2,0,0.0,0,0,0.0,0.0,0.0,59,1,0,10346,B4,VKS,HAVEN,2.02
frz,3,0,0,0.0,0,0,0.0,0.0,0.0,59,0,1,10346,VKS,B4,HAVEN,2.02
Sacy,3,0,1,0.0,0,0,0.0,0.0,0.0,61,2,0,10346,VKS,B4,HAVEN,2.02
saadhak,5,0,0,0.0,0,0,0.0,0.0,0.0,61,1,0,10346,VKS,B4,HAVEN,2.02
gtnziN,2,0,0,0.0,0,0,0.0,0.0,0.0,52,2,1,10346,VKS,B4,HAVEN,2.02
sutecas,2,0,0,0.0,0,0,0.0,0.0,0.0,59,2,0,10346,VKS,B4,HAVEN,2.02
pancada,2,1,0,0.0,0,0.0,0.0,0,0.0,44,1,0,10346,B4,VKS,BIND,2.02
fuzari,4,1,0,0.0,1,0.0,0.0,0,0.0,42,2,0,10346,B4,VKS,BIND,2.02
v1nny,1,1,0,0.0,0,0.0,0.0,0,0.0,48,3,1,10346,B4,VKS,BIND,2.02
Mazin,3,0,1,0.0,1,0.0,0.0,1,0.0,59,2,1,10346,B4,VKS,BIND,2.02
dgzin,4,0,1,0.0,0,0.0,0.0,0,0.0,48,0,0,10346,B4,VKS,BIND,2.02
frz,6,0,0,0.0,0,0.0,0.0,0,0.0,54,0,1,10346,VKS,B4,BIND,2.02
Sacy,8,0,1,0.0,1,0.0,0.0,0,0.0,75,2,0,10346,VKS,B4,BIND,2.02
saadhak,5,0,0,0.0,1,0.0,0.0,0,0.0,42,0,2,10346,VKS,B4,BIND,2.02
gtnziN,4,0,0,0.0,0,0.0,0.0,0,0.0,58,1,0,10346,VKS,B4,BIND,2.02
sutecas,2,1,0,0.0,1,0.0,0.0,0,0.0,50,5,0,10346,VKS,B4,BIND,2.02
DiMAS,3,0,0,0.0,0,0,0.0,0.0,0.0,51,0,1,10348,SLK,VKS,BIND,2.02
bld,2,0,0,0.0,1,0,0.0,0.0,0.0,37,0,1,10348,SLK,VKS,BIND,2.02
ntk,1,1,0,0.0,0,1,0.0,0.0,0.0,41,0,1,10348,SLK,VKS,BIND,2.02
Hastad,1,0,0,0.0,0,0,0.0,0.0,0.0,43,1,0,10348,SLK,VKS,BIND,2.02
DONSA,1,0,0,0.0,0,0,0.0,0.0,0.0,31,0,0,10348,SLK,VKS,BIND,2.02
frz,4,0,0,0.0,0,0,0.0,0.0,0.0,63,0,0,10348,VKS,SLK,BIND,2.02
Sacy,2,1,1,0.0,0,0,0.0,0.0,0.0,90,1,0,10348,VKS,SLK,BIND,2.02
saadhak,5,1,0,0.0,1,1,0.0,0.0,0.0,79,4,0,10348,VKS,SLK,BIND,2.02
gtnziN,3,1,0,0.0,0,0,0.0,0.0,0.0,50,1,0,10348,VKS,SLK,BIND,2.02
sutecas,3,0,0,0.0,0,0,0.0,0.0,0.0,45,5,0,10348,VKS,SLK,BIND,2.02
DiMAS,3,1,0.0,0.0,1,0.0,0.0,0.0,0.0,52,0,1,10348,SLK,VKS,SPLIT,2.02
bld,6,0,0.0,0.0,0,0.0,0.0,0.0,0.0,61,0,0,10348,SLK,VKS,SPLIT,2.02
ntk,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,46,4,0,10348,SLK,VKS,SPLIT,2.02
Hastad,1,1,0.0,0.0,0,0.0,0.0,0.0,0.0,51,0,0,10348,SLK,VKS,SPLIT,2.02
DONSA,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,29,1,0,10348,SLK,VKS,SPLIT,2.02
frz,6,0,0.0,0.0,0,0.0,0.0,0.0,0.0,54,0,1,10348,VKS,SLK,SPLIT,2.02
Sacy,3,0,0.0,0.0,0,0.0,0.0,0.0,0.0,42,0,2,10348,VKS,SLK,SPLIT,2.02
saadhak,6,0,0.0,0.0,0,0.0,0.0,0.0,0.0,65,3,0,10348,VKS,SLK,SPLIT,2.02
gtnziN,4,0,0.0,0.0,0,0.0,0.0,0.0,0.0,65,0,0,10348,VKS,SLK,SPLIT,2.02
sutecas,4,1,0.0,0.0,0,0.0,0.0,0.0,0.0,59,0,1,10348,VKS,SLK,SPLIT,2.02
frz,1,0,0,0.0,0,0,0.0,0.0,0.0,34,1,0,13024,VKS,SHK,HAVEN,2.03
Sacy,5,0,1,0.0,0,0,0.0,0.0,0.0,73,0,0,13024,VKS,SHK,HAVEN,2.03
saadhak,1,1,0,0.0,0,0,0.0,0.0,0.0,55,4,0,13024,VKS,SHK,HAVEN,2.03
gtnziN,0,2,0,0.0,0,0,0.0,0.0,0.0,48,3,0,13024,VKS,SHK,HAVEN,2.03
sutecas,0,0,0,0.0,0,0,0.0,0.0,0.0,29,0,0,13024,VKS,SHK,HAVEN,2.03
fra,2,2,0,0.0,0,1,0.0,0.0,0.0,45,0,0,13024,SHK,VKS,HAVEN,2.03
light,2,0,0,0.0,0,0,0.0,0.0,0.0,31,1,0,13024,SHK,VKS,HAVEN,2.03
prozin,4,0,0,0.0,1,1,0.0,0.0,0.0,66,1,4,13024,SHK,VKS,HAVEN,2.03
deNaro,0,1,1,0.0,1,0,0.0,0.0,0.0,68,0,1,13024,SHK,VKS,HAVEN,2.03
