Player,Agents,ACS,K,D,A,KD_DIFF,ADR,HS%,FK,FD,FK_FD_DIFF,match_id,Team_x,Opp_Team_x,rounds_won,rounds_lost,ct_rounds_won,ct_rounds_lost,t_rounds_won,t_rounds_lost,Map,Patch_x,total_rounds,win_rate,KPR,DPR,APR,FKPR,FKWR,FDPR,ct_wr,t_wr,RESULT,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE,Team_y,Opp_Team_y,Patch_y,total_mult_kill,total_clutch,MKPR,CPR,0,astra,breach,brimstone,cypher,jett,killjoy,omen,phoenix,raze,reyna,sage,skye,sova,viper,yoru
JhoW,omen,175,14,15,7,-1,105.5,11,0,2,-2,17615,GL,HL,13,9,7,3,6,6,ICEBOX,0.0,22,59.09,0.64,0.68,0.32,0.0,0.0,0.09,70.0,50.0,W,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,1,0,GL,HL,0.0,3.0,0.0,0.14,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
heat,jett,299,20,16,6,4,210.4,20,3,3,0,17615,HL,GL,9,13,6,6,3,7,ICEBOX,0.0,22,40.91,0.91,0.73,0.27,0.14,50.0,0.14,50.0,30.0,L,5,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,94,0,0,HL,GL,0.0,7.0,1.0,0.32,0.05,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
liazzi,sage,214,18,15,6,3,150.5,29,0,3,-3,17615,HL,GL,9,13,6,6,3,7,ICEBOX,0.0,22,40.91,0.82,0.68,0.27,0.0,0.0,0.14,50.0,30.0,L,4,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66,3,0,HL,GL,0.0,5.0,0.0,0.23,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Myssen,sova,205,13,18,9,-5,130.7,42,3,0,3,17615,HL,GL,9,13,6,6,3,7,ICEBOX,0.0,22,40.91,0.59,0.82,0.41,0.14,100.0,0.0,50.0,30.0,L,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55,1,1,HL,GL,0.0,3.0,0.0,0.14,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
pleets,viper,186,14,18,5,-4,111.4,12,3,2,1,17615,HL,GL,9,13,6,6,3,7,ICEBOX,0.0,22,40.91,0.64,0.82,0.23,0.14,60.0,0.09,50.0,30.0,L,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50,1,0,HL,GL,0.0,2.0,0.0,0.09,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
shion,reyna,169,12,20,1,-8,108.9,7,4,1,3,17615,HL,GL,9,13,6,6,3,7,ICEBOX,0.0,22,40.91,0.55,0.91,0.05,0.18,80.0,0.05,50.0,30.0,L,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,0,0,HL,GL,0.0,2.0,0.0,0.09,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
mwzera,raze,346,28,16,1,12,189.4,17,7,1,6,17615,GL,HL,13,9,7,3,6,6,HAVEN,0.0,22,59.09,1.27,0.73,0.05,0.32,87.5,0.05,70.0,50.0,W,6,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,69,0,0,GL,HL,0.0,9.0,0.0,0.41,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Nyang,omen,212,18,14,3,4,124.9,26,3,1,2,17615,GL,HL,13,9,7,3,6,6,HAVEN,0.0,22,59.09,0.82,0.64,0.14,0.14,75.0,0.05,70.0,50.0,W,3,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,49,3,0,GL,HL,0.0,4.0,1.0,0.18,0.05,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Jonn,reyna,193,16,13,4,3,132.3,27,0,4,-4,17615,GL,HL,13,9,7,3,6,6,HAVEN,0.0,22,59.09,0.73,0.59,0.18,0.0,0.0,0.18,70.0,50.0,W,5,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,53,3,2,GL,HL,0.0,5.0,2.0,0.23,0.09,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
fznnn,sova,182,11,15,12,-4,124.2,13,0,4,-4,17615,GL,HL,13,9,7,3,6,6,HAVEN,0.0,22,59.09,0.5,0.68,0.55,0.0,0.0,0.18,70.0,50.0,W,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54,2,0,GL,HL,0.0,3.0,0.0,0.14,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
JhoW,cypher,129,9,15,8,-6,83.8,10,1,1,0,17615,GL,HL,13,9,7,3,6,6,HAVEN,0.0,22,59.09,0.41,0.68,0.36,0.05,50.0,0.05,70.0,50.0,W,0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,34,3,0,GL,HL,0.0,1.0,1.0,0.05,0.05,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
liazzi,raze,282,21,18,6,3,163.6,30,5,3,2,17615,HL,GL,9,13,6,6,3,7,HAVEN,0.0,22,40.91,0.95,0.82,0.27,0.23,62.5,0.14,50.0,30.0,L,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63,0,1,HL,GL,0.0,3.0,0.0,0.14,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
heat,jett,252,18,17,3,1,160.1,24,4,2,2,17615,HL,GL,9,13,6,6,3,7,HAVEN,0.0,22,40.91,0.82,0.77,0.14,0.18,66.67,0.09,50.0,30.0,L,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59,1,0,HL,GL,0.0,4.0,0.0,0.18,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
shion,sova,153,11,15,9,-4,102.5,12,0,2,-2,17615,HL,GL,9,13,6,6,3,7,HAVEN,0.0,22,40.91,0.5,0.68,0.41,0.0,0.0,0.09,50.0,30.0,L,0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,38,1,3,HL,GL,0.0,1.0,1.0,0.05,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
pleets,omen,152,12,16,1,-4,89.5,16,2,2,0,17615,HL,GL,9,13,6,6,3,7,HAVEN,0.0,22,40.91,0.55,0.73,0.05,0.09,50.0,0.09,50.0,30.0,L,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37,3,0,HL,GL,0.0,3.0,0.0,0.14,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Myssen,cypher,131,11,16,4,-5,87.5,38,0,2,-2,17615,HL,GL,9,13,6,6,3,7,HAVEN,0.0,22,40.91,0.5,0.73,0.18,0.0,0.0,0.09,50.0,30.0,L,1,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,42,1,1,HL,GL,0.0,2.0,1.0,0.09,0.05,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
mwzera,raze,241,14,16,5,-2,153.8,11,3,1,2,17748,GL,SHK,6,13,1,6,5,7,HAVEN,0.0,19,31.58,0.74,0.84,0.26,0.16,75.0,0.05,14.29,41.67,L,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50,0,1,GL,SHK,0.0,3.0,0.0,0.16,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Jonn,reyna,217,14,14,2,0,197.3,38,2,7,-5,17748,GL,SHK,6,13,1,6,5,7,HAVEN,0.0,19,31.58,0.74,0.74,0.11,0.11,22.22,0.37,14.29,41.67,L,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81,0,0,GL,SHK,0.0,4.0,0.0,0.21,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
fznnn,sova,181,12,14,5,-2,107.1,22,1,2,-1,17748,GL,SHK,6,13,1,6,5,7,HAVEN,0.0,19,31.58,0.63,0.74,0.26,0.05,33.33,0.11,14.29,41.67,L,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49,2,0,GL,SHK,0.0,2.0,0.0,0.11,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
JhoW,cypher,159,8,14,8,-6,107.1,12,2,1,1,17748,GL,SHK,6,13,1,6,5,7,HAVEN,0.0,19,31.58,0.42,0.74,0.42,0.11,66.67,0.05,14.29,41.67,L,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44,5,0,GL,SHK,0.0,1.0,0.0,0.05,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Nyang,omen,144,9,15,8,-6,106.7,31,0,0,0,17748,GL,SHK,6,13,1,6,5,7,HAVEN,0.0,19,31.58,0.47,0.79,0.42,0.0,0.0,0.0,14.29,41.67,L,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46,2,0,GL,SHK,0.0,3.0,0.0,0.16,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
deNaro,sova,278,18,10,7,8,170.2,38,3,0,3,17748,SHK,GL,13,6,7,5,6,1,HAVEN,0.0,19,68.42,0.95,0.53,0.37,0.16,100.0,0.0,58.33,85.71,W,4,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,80,4,2,SHK,GL,0.0,5.0,0.0,0.26,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
fra,cypher,241,18,12,6,6,137.9,22,5,1,4,17748,SHK,GL,13,6,7,5,6,1,HAVEN,0.0,19,68.42,0.95,0.63,0.32,0.26,83.33,0.05,58.33,85.71,W,5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47,1,0,SHK,GL,0.0,6.0,0.0,0.32,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
gaabxx,jett,199,13,10,3,3,113.9,19,3,2,1,17748,SHK,GL,13,6,7,5,6,1,HAVEN,0.0,19,68.42,0.68,0.53,0.16,0.16,60.0,0.11,58.33,85.71,W,2,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,60,0,2,SHK,GL,0.0,3.0,1.0,0.16,0.05,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
light,omen,188,13,11,5,2,145.3,30,0,1,-1,17748,SHK,GL,13,6,7,5,6,1,HAVEN,0.0,19,68.42,0.68,0.58,0.26,0.0,0.0,0.05,58.33,85.71,W,4,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,56,2,0,SHK,GL,0.0,4.0,1.0,0.21,0.05,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
prozin,phoenix,161,11,14,5,-3,77.7,14,0,4,-4,17748,SHK,GL,13,6,7,5,6,1,HAVEN,0.0,19,68.42,0.58,0.74,0.26,0.0,0.0,0.21,58.33,85.71,W,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29,0,0,SHK,GL,0.0,3.0,0.0,0.16,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Jonn,reyna,305,25,20,2,5,185.3,29,3,2,1,17748,GL,SHK,13,11,5,7,8,4,ICEBOX,0.0,24,54.17,1.04,0.83,0.08,0.12,60.0,0.08,41.67,66.67,W,5,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70,0,0,GL,SHK,0.0,7.0,0.0,0.29,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
mwzera,raze,280,23,18,3,5,159.8,11,3,1,2,17748,GL,SHK,13,11,5,7,8,4,ICEBOX,0.0,24,54.17,0.96,0.75,0.12,0.12,75.0,0.04,41.67,66.67,W,4,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,61,1,1,GL,SHK,0.0,6.0,1.0,0.25,0.04,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
fznnn,sova,258,23,16,8,7,206.2,18,2,2,0,17748,GL,SHK,13,11,5,7,8,4,ICEBOX,0.0,24,54.17,0.96,0.67,0.33,0.08,50.0,0.08,41.67,66.67,W,4,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,82,2,0,GL,SHK,0.0,6.0,0.0,0.25,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Nyang,sage,194,16,15,12,1,120.4,28,2,0,2,17748,GL,SHK,13,11,5,7,8,4,ICEBOX,0.0,24,54.17,0.67,0.62,0.5,0.08,100.0,0.0,41.67,66.67,W,2,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,53,3,1,GL,SHK,0.0,3.0,1.0,0.12,0.04,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
JhoW,omen,133,10,20,5,-10,83.3,23,2,7,-5,17748,GL,SHK,13,11,5,7,8,4,ICEBOX,0.0,24,54.17,0.42,0.83,0.21,0.08,22.22,0.29,41.67,66.67,W,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31,1,1,GL,SHK,0.0,1.0,0.0,0.04,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
gaabxx,jett,291,26,17,2,9,157.5,15,6,2,4,17748,SHK,GL,11,13,4,8,7,5,ICEBOX,0.0,24,45.83,1.08,0.71,0.08,0.25,75.0,0.08,33.33,58.33,L,8,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,65,0,1,SHK,GL,0.0,9.0,1.0,0.38,0.04,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
prozin,raze,239,17,21,11,-4,170.0,16,1,2,-1,17748,SHK,GL,11,13,4,8,7,5,ICEBOX,0.0,24,45.83,0.71,0.88,0.46,0.04,33.33,0.08,33.33,58.33,L,4,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,57,0,0,SHK,GL,0.0,5.0,0.0,0.21,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
deNaro,sova,193,15,18,7,-3,136.2,36,1,1,0,17748,SHK,GL,11,13,4,8,7,5,ICEBOX,0.0,24,45.83,0.62,0.75,0.29,0.04,50.0,0.04,33.33,58.33,L,4,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,51,2,0,SHK,GL,0.0,4.0,1.0,0.17,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
light,omen,189,16,22,4,-6,122.0,20,2,2,0,17748,SHK,GL,11,13,4,8,7,5,ICEBOX,0.0,24,45.83,0.67,0.92,0.17,0.08,50.0,0.08,33.33,58.33,L,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47,1,0,SHK,GL,0.0,3.0,0.0,0.12,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
fra,sage,182,15,19,13,-4,95.9,32,2,5,-3,17748,SHK,GL,11,13,4,8,7,5,ICEBOX,0.0,24,45.83,0.62,0.79,0.54,0.08,28.57,0.21,33.33,58.33,L,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37,7,0,SHK,GL,0.0,5.0,0.0,0.21,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
mwzera,raze,409,32,20,10,12,247.4,15,6,2,4,17748,GL,SHK,10,13,9,3,1,10,ASCENT,0.0,23,43.48,1.39,0.87,0.43,0.26,75.0,0.09,75.0,9.09,L,7,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81,0,0,GL,SHK,0.0,11.0,0.0,0.48,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
fznnn,sova,206,14,15,11,-1,140.9,18,2,1,1,17748,GL,SHK,10,13,9,3,1,10,ASCENT,0.0,23,43.48,0.61,0.65,0.48,0.09,66.67,0.04,75.0,9.09,L,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61,3,0,GL,SHK,0.0,3.0,0.0,0.13,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Nyang,astra,171,15,15,5,0,170.1,23,0,1,-1,17748,GL,SHK,10,13,9,3,1,10,ASCENT,0.0,23,43.48,0.65,0.65,0.22,0.0,0.0,0.04,75.0,9.09,L,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67,1,0,GL,SHK,0.0,4.0,0.0,0.17,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jonn,sage,144,13,15,6,-2,83.3,21,2,6,-4,17748,GL,SHK,10,13,9,3,1,10,ASCENT,0.0,23,43.48,0.57,0.65,0.26,0.09,25.0,0.26,75.0,9.09,L,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35,0,0,GL,SHK,0.0,2.0,0.0,0.09,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
JhoW,skye,133,11,14,8,-3,86.6,9,0,3,-3,17748,GL,SHK,10,13,9,3,1,10,ASCENT,0.0,23,43.48,0.48,0.61,0.35,0.0,0.0,0.13,75.0,9.09,L,4,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,41,1,1,GL,SHK,0.0,4.0,1.0,0.17,0.04,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
prozin,raze,253,17,17,7,0,164.7,12,6,3,3,17748,SHK,GL,13,10,10,1,3,9,ASCENT,0.0,23,56.52,0.74,0.74,0.3,0.26,66.67,0.13,90.91,25.0,W,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62,0,1,SHK,GL,0.0,5.0,0.0,0.22,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
fra,killjoy,243,23,14,7,9,171.5,22,1,0,1,17748,SHK,GL,13,10,10,1,3,9,ASCENT,0.0,23,56.52,1.0,0.61,0.3,0.04,100.0,0.0,90.91,25.0,W,2,2,1.0,0.0,1.0,1.0,0.0,0.0,0.0,75,2,1,SHK,GL,0.0,5.0,2.0,0.22,0.09,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
light,omen,191,14,18,7,-4,110.9,20,2,0,2,17748,SHK,GL,13,10,10,1,3,9,ASCENT,0.0,23,56.52,0.61,0.78,0.3,0.09,100.0,0.0,90.91,25.0,W,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44,1,0,SHK,GL,0.0,4.0,0.0,0.17,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
deNaro,sova,165,13,20,6,-7,105.1,17,2,4,-2,17748,SHK,GL,13,10,10,1,3,9,ASCENT,0.0,23,56.52,0.57,0.87,0.26,0.09,33.33,0.17,90.91,25.0,W,2,1,0.0,0.0,0.0,2.0,0.0,0.0,0.0,38,1,1,SHK,GL,0.0,3.0,2.0,0.13,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
gaabxx,jett,133,12,16,5,-4,90.0,14,2,3,-1,17748,SHK,GL,13,10,10,1,3,9,ASCENT,0.0,23,56.52,0.52,0.7,0.22,0.09,40.0,0.13,90.91,25.0,W,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,37,0,1,SHK,GL,0.0,1.0,1.0,0.04,0.04,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
mwzera,jett,282,22,20,3,2,187.8,20,4,2,2,17751,GL,HL,9,13,6,6,3,7,ICEBOX,0.0,22,40.91,1.0,0.91,0.14,0.18,66.67,0.09,50.0,30.0,L,7,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,76,1,1,GL,HL,0.0,7.0,1.0,0.32,0.05,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Jonn,reyna,262,19,17,3,2,158.8,38,2,2,0,17751,GL,HL,9,13,6,6,3,7,ICEBOX,0.0,22,40.91,0.86,0.77,0.14,0.09,50.0,0.09,50.0,30.0,L,5,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,69,0,0,GL,HL,0.0,7.0,0.0,0.32,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Nyang,sage,225,19,16,5,3,178.4,23,1,2,-1,17751,GL,HL,9,13,6,6,3,7,ICEBOX,0.0,22,40.91,0.86,0.73,0.23,0.05,33.33,0.09,50.0,30.0,L,5,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,68,4,0,GL,HL,0.0,6.0,0.0,0.27,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
fznnn,sova,181,11,18,11,-7,96.0,11,0,1,-1,17751,GL,HL,9,13,6,6,3,7,ICEBOX,0.0,22,40.91,0.5,0.82,0.5,0.0,0.0,0.05,50.0,30.0,L,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39,0,0,GL,HL,0.0,2.0,0.0,0.09,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
JhoW,omen,121,8,18,2,-10,66.0,14,2,6,-4,17751,GL,HL,9,13,6,6,3,7,ICEBOX,0.0,22,40.91,0.36,0.82,0.09,0.09,25.0,0.27,50.0,30.0,L,1,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,26,0,1,GL,HL,0.0,2.0,1.0,0.09,0.05,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
shion,reyna,348,26,15,4,11,263.2,16,5,3,2,17751,HL,GL,13,9,7,3,6,6,ICEBOX,0.0,22,59.09,1.18,0.68,0.18,0.23,62.5,0.14,70.0,50.0,W,5,3,1.0,0.0,1.0,0.0,0.0,0.0,0.0,98,1,0,HL,GL,0.0,9.0,1.0,0.41,0.05,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
heat,jett,235,21,13,1,8,139.0,31,5,1,4,17751,HL,GL,13,9,7,3,6,6,ICEBOX,0.0,22,59.09,0.95,0.59,0.05,0.23,83.33,0.05,70.0,50.0,W,2,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,53,1,2,HL,GL,0.0,4.0,1.0,0.18,0.05,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Myssen,sova,192,14,17,8,-3,169.1,56,0,2,-2,17751,HL,GL,13,9,7,3,6,6,ICEBOX,0.0,22,59.09,0.64,0.77,0.36,0.0,0.0,0.09,70.0,50.0,W,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60,2,0,HL,GL,0.0,5.0,0.0,0.23,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
pleets,viper,186,15,16,6,-1,116.2,13,2,2,0,17751,HL,GL,13,9,7,3,6,6,ICEBOX,0.0,22,59.09,0.68,0.73,0.27,0.09,50.0,0.09,70.0,50.0,W,5,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,53,0,0,HL,GL,0.0,5.0,1.0,0.23,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
liazzi,sage,166,13,18,8,-5,96.5,22,1,1,0,17751,HL,GL,13,9,7,3,6,6,ICEBOX,0.0,22,59.09,0.59,0.82,0.36,0.05,50.0,0.05,70.0,50.0,W,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32,4,0,HL,GL,0.0,3.0,0.0,0.14,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
mwzera,raze,300,20,19,6,1,183.0,21,5,7,-2,17751,GL,HL,8,13,5,7,3,6,HAVEN,0.0,21,38.1,0.95,0.9,0.29,0.24,41.67,0.33,41.67,33.33,L,2,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,72,0,1,GL,HL,0.0,5.0,0.0,0.24,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
fznnn,sova,194,13,13,11,0,142.1,18,0,0,0,17751,GL,HL,8,13,5,7,3,6,HAVEN,0.0,21,38.1,0.62,0.62,0.52,0.0,0.0,0.0,41.67,33.33,L,3,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,66,1,1,GL,HL,0.0,3.0,1.0,0.14,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Jonn,phoenix,161,9,18,7,-9,114.9,26,2,3,-1,17751,GL,HL,8,13,5,7,3,6,HAVEN,0.0,21,38.1,0.43,0.86,0.33,0.1,40.0,0.14,41.67,33.33,L,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40,0,0,GL,HL,0.0,3.0,0.0,0.14,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Nyang,omen,143,12,15,3,-3,85.3,30,1,1,0,17751,GL,HL,8,13,5,7,3,6,HAVEN,0.0,21,38.1,0.57,0.71,0.14,0.05,50.0,0.05,41.67,33.33,L,3,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,42,1,0,GL,HL,0.0,4.0,1.0,0.19,0.05,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
JhoW,cypher,105,7,16,4,-9,65.8,29,1,1,0,17751,GL,HL,8,13,5,7,3,6,HAVEN,0.0,21,38.1,0.33,0.76,0.19,0.05,50.0,0.05,41.67,33.33,L,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26,1,0,GL,HL,0.0,1.0,0.0,0.05,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
liazzi,raze,264,19,14,6,5,162.0,26,1,1,0,17751,HL,GL,13,8,6,3,7,5,HAVEN,0.0,21,61.9,0.9,0.67,0.29,0.05,50.0,0.05,66.67,58.33,W,4,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58,1,0,HL,GL,0.0,6.0,0.0,0.29,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
shion,sova,231,16,11,11,5,191.1,32,2,1,1,17751,HL,GL,13,8,6,3,7,5,HAVEN,0.0,21,61.9,0.76,0.52,0.52,0.1,66.67,0.05,66.67,58.33,W,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74,2,0,HL,GL,0.0,3.0,0.0,0.14,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
heat,jett,207,17,13,2,4,114.6,28,6,2,4,17751,HL,GL,13,8,6,3,7,5,HAVEN,0.0,21,61.9,0.81,0.62,0.1,0.29,75.0,0.1,66.67,58.33,W,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44,0,0,HL,GL,0.0,3.0,0.0,0.14,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
pleets,astra,195,14,12,7,2,136.0,13,2,0,2,17751,HL,GL,13,8,6,3,7,5,HAVEN,0.0,21,61.9,0.67,0.57,0.33,0.1,100.0,0.0,66.67,58.33,W,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56,5,0,HL,GL,0.0,3.0,0.0,0.14,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Myssen,cypher,181,15,11,4,4,118.4,54,1,5,-4,17751,HL,GL,13,8,6,3,7,5,HAVEN,0.0,21,61.9,0.71,0.52,0.19,0.05,16.67,0.24,66.67,58.33,W,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49,1,0,HL,GL,0.0,4.0,0.0,0.19,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
mwzera,raze,386,23,9,5,14,219.3,27,5,2,3,21729,GL,SH,13,3,11,1,2,2,HAVEN,0.0,16,81.25,1.44,0.56,0.31,0.31,71.43,0.12,91.67,50.0,W,2,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,97,0,1,GL,SH,0.0,5.0,0.0,0.31,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Jonn,jett,273,16,9,2,7,186.9,45,3,1,2,21729,GL,SH,13,3,11,1,2,2,HAVEN,0.0,16,81.25,1.0,0.56,0.12,0.19,75.0,0.06,91.67,50.0,W,2,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,83,0,2,GL,SH,0.0,5.0,0.0,0.31,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
