Player,Agents,ACS,K,D,A,KD_DIFF,ADR,HS%,FK,FD,FK_FD_DIFF,match_id,Team_x,Opp_Team_x,rounds_won,rounds_lost,ct_rounds_won,ct_rounds_lost,t_rounds_won,t_rounds_lost,Map,Patch_x,total_rounds,win_rate,KPR,DPR,APR,FKPR,FKWR,FDPR,ct_wr,t_wr,RESULT,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE,Team_y,Opp_Team_y,Patch_y,total_mult_kill,total_clutch,MKPR,CPR,0,astra,breach,brimstone,cypher,jett,killjoy,omen,phoenix,raze,reyna,sage,skye,sova,viper,yoru
cad,jett,148,10,16,3,-6,97.2,14,3,6,-3,4620,VKS,Mix,10,13,4,8,6,5,ASCENT,0.0,23,43.48,0.43,0.7,0.13,0.13,33.33,0.26,33.33,54.55,L,3,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,37,0,1,VKS,Mix,1.1,3.0,1.0,0.13,0.04,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
BrinkssJ,breach,135,10,15,8,-5,170.4,17,2,0,2,4620,VKS,Mix,10,13,4,8,6,5,ASCENT,0.0,23,43.48,0.43,0.65,0.35,0.09,100.0,0.0,33.33,54.55,L,1,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,72,1,0,VKS,Mix,1.1,2.0,1.0,0.09,0.04,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
fuzari,cypher,92,8,15,2,-7,65.3,22,0,4,-4,4620,VKS,Mix,10,13,4,8,6,5,ASCENT,0.0,23,43.48,0.35,0.65,0.09,0.0,0.0,0.17,33.33,54.55,L,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26,0,0,VKS,Mix,1.1,1.0,0.0,0.04,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Biscoit1n,jett,223,18,15,2,3,139.5,17,8,1,7,4620,IMP,VKS,13,10,5,6,8,4,ASCENT,0.0,23,56.52,0.78,0.65,0.09,0.35,88.89,0.04,45.45,66.67,W,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54,0,0,IMP,VKS,1.1,3.0,0.0,0.13,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
tuyz,sage,208,15,11,5,4,136.3,24,1,3,-2,4620,IMP,VKS,13,10,5,6,8,4,ASCENT,0.0,23,56.52,0.65,0.48,0.22,0.04,25.0,0.13,45.45,66.67,W,3,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,66,0,0,IMP,VKS,1.1,5.0,1.0,0.22,0.04,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
txddy,cypher,188,17,11,9,6,124.0,39,2,0,2,4620,IMP,VKS,13,10,5,6,8,4,ASCENT,0.0,23,56.52,0.74,0.48,0.39,0.09,100.0,0.0,45.45,66.67,W,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55,0,0,IMP,VKS,1.1,4.0,0.0,0.17,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Evilkyk,sova,171,14,13,7,1,81.5,32,4,1,3,4620,IMP,VKS,13,10,5,6,8,4,ASCENT,0.0,23,56.52,0.61,0.57,0.3,0.17,80.0,0.04,45.45,66.67,W,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,36,0,0,IMP,VKS,1.1,2.0,0.0,0.09,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
rst,omen,116,10,8,11,2,120.3,14,2,1,1,4620,IMP,VKS,13,10,5,6,8,4,ASCENT,0.0,23,56.52,0.43,0.35,0.48,0.09,66.67,0.04,45.45,66.67,W,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69,9,0,IMP,VKS,1.1,1.0,0.0,0.04,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
gtnziN,raze,320,21,11,7,10,197.3,12,1,4,-3,8298,VKS,IMP,13,6,6,1,7,5,HAVEN,0.0,19,68.42,1.11,0.58,0.37,0.05,20.0,0.21,85.71,58.33,W,4,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,89,1,0,VKS,IMP,0.0,6.0,0.0,0.32,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
frz,phoenix,229,16,11,6,5,139.7,20,1,5,-4,8298,VKS,IMP,13,6,6,1,7,5,HAVEN,0.0,19,68.42,0.84,0.58,0.32,0.05,16.67,0.26,85.71,58.33,W,2,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,58,0,0,VKS,IMP,0.0,4.0,0.0,0.21,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Sacy,sova,227,15,10,6,5,147.8,31,2,1,1,8298,VKS,IMP,13,6,6,1,7,5,HAVEN,0.0,19,68.42,0.79,0.53,0.32,0.11,66.67,0.05,85.71,58.33,W,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75,3,1,VKS,IMP,0.0,4.0,0.0,0.21,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
saadhak,cypher,211,13,8,6,5,130.1,16,2,1,1,8298,VKS,IMP,13,6,6,1,7,5,HAVEN,0.0,19,68.42,0.68,0.42,0.32,0.11,66.67,0.05,85.71,58.33,W,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79,2,1,VKS,IMP,0.0,3.0,0.0,0.16,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
sutecas,omen,137,8,11,11,-3,133.6,24,2,0,2,8298,VKS,IMP,13,6,6,1,7,5,HAVEN,0.0,19,68.42,0.42,0.58,0.58,0.11,100.0,0.0,85.71,58.33,W,1,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,60,3,0,VKS,IMP,0.0,2.0,1.0,0.11,0.05,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Evilkyk,reyna,235,15,17,5,-2,152.6,37,4,2,2,8298,IMP,VKS,6,13,5,7,1,6,HAVEN,0.0,19,31.58,0.79,0.89,0.26,0.21,66.67,0.11,41.67,14.29,L,5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55,0,1,IMP,VKS,0.0,6.0,0.0,0.32,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
gustt1nha,sova,217,12,14,4,-2,152.6,20,2,1,1,8298,IMP,VKS,6,13,5,7,1,6,HAVEN,0.0,19,31.58,0.63,0.74,0.21,0.11,66.67,0.05,41.67,14.29,L,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55,2,0,IMP,VKS,0.0,2.0,0.0,0.11,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Biscoit1n,omen,175,12,14,3,-2,109.9,23,3,2,1,8298,IMP,VKS,6,13,5,7,1,6,HAVEN,0.0,19,31.58,0.63,0.74,0.16,0.16,60.0,0.11,41.67,14.29,L,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45,0,0,IMP,VKS,0.0,2.0,0.0,0.11,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
tuyz,jett,109,7,15,2,-8,67.9,32,2,3,-1,8298,IMP,VKS,6,13,5,7,1,6,HAVEN,0.0,19,31.58,0.37,0.79,0.11,0.11,40.0,0.16,41.67,14.29,L,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29,0,1,IMP,VKS,0.0,1.0,0.0,0.05,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
rst,cypher,92,5,13,3,-8,66.2,19,0,0,0,8298,IMP,VKS,6,13,5,7,1,6,HAVEN,0.0,19,31.58,0.26,0.68,0.16,0.0,0.0,0.0,41.67,14.29,L,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26,1,0,IMP,VKS,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
sutecas,omen,306,21,10,5,11,165.7,13,2,0,2,8298,VKS,IMP,13,5,3,3,10,2,BIND,0.0,18,72.22,1.17,0.56,0.28,0.11,100.0,0.0,50.0,83.33,W,5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64,2,0,VKS,IMP,0.0,6.0,0.0,0.33,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
saadhak,cypher,275,18,9,8,9,151.3,20,4,1,3,8298,VKS,IMP,13,5,3,3,10,2,BIND,0.0,18,72.22,1.0,0.5,0.44,0.22,80.0,0.06,50.0,83.33,W,4,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,69,3,0,VKS,IMP,0.0,6.0,1.0,0.33,0.06,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
frz,reyna,222,14,9,6,5,134.2,30,5,3,2,8298,VKS,IMP,13,5,3,3,10,2,BIND,0.0,18,72.22,0.78,0.5,0.33,0.28,62.5,0.17,50.0,83.33,W,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52,1,0,VKS,IMP,0.0,4.0,0.0,0.22,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Sacy,sova,185,12,8,9,4,130.6,23,1,0,1,8298,VKS,IMP,13,5,3,3,10,2,BIND,0.0,18,72.22,0.67,0.44,0.5,0.06,100.0,0.0,50.0,83.33,W,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63,2,0,VKS,IMP,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
gtnziN,raze,161,11,10,3,1,99.6,16,0,2,-2,8298,VKS,IMP,13,5,3,3,10,2,BIND,0.0,18,72.22,0.61,0.56,0.17,0.0,0.0,0.11,50.0,83.33,W,2,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,41,1,0,VKS,IMP,0.0,3.0,1.0,0.17,0.06,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Evilkyk,sova,226,14,15,3,-1,151.1,29,2,0,2,8298,IMP,VKS,5,13,2,10,3,3,BIND,0.0,18,27.78,0.78,0.83,0.17,0.11,100.0,0.0,16.67,50.0,L,2,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,67,1,0,IMP,VKS,0.0,3.0,1.0,0.17,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
gustt1nha,raze,178,11,15,2,-4,110.8,20,1,4,-3,8298,IMP,VKS,5,13,2,10,3,3,BIND,0.0,18,27.78,0.61,0.83,0.11,0.06,20.0,0.22,16.67,50.0,L,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48,0,1,IMP,VKS,0.0,3.0,0.0,0.17,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tuyz,jett,147,8,16,3,-8,102.2,22,2,5,-3,8298,IMP,VKS,5,13,2,10,3,3,BIND,0.0,18,27.78,0.44,0.89,0.17,0.11,28.57,0.28,16.67,50.0,L,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41,0,0,IMP,VKS,0.0,2.0,0.0,0.11,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
rst,cypher,131,6,14,9,-8,144.1,13,1,1,0,8298,IMP,VKS,5,13,2,10,3,3,BIND,0.0,18,27.78,0.33,0.78,0.5,0.06,50.0,0.06,16.67,50.0,L,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64,1,0,IMP,VKS,0.0,1.0,0.0,0.06,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Biscoit1n,omen,120,7,16,6,-9,86.9,33,0,2,-2,8298,IMP,VKS,5,13,2,10,3,3,BIND,0.0,18,27.78,0.39,0.89,0.33,0.0,0.0,0.11,16.67,50.0,L,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37,1,0,IMP,VKS,0.0,1.0,0.0,0.06,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
gtnziN,raze,262,23,18,5,5,152.4,12,8,2,6,8298,VKS,IMP,12,14,5,7,7,5,ICEBOX,0.0,26,46.15,0.88,0.69,0.19,0.31,80.0,0.08,41.67,58.33,L,2,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,57,1,0,VKS,IMP,0.0,4.0,0.0,0.15,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
saadhak,killjoy,248,21,21,15,0,167.1,19,1,6,-5,8298,VKS,IMP,12,14,5,7,7,5,ICEBOX,0.0,26,46.15,0.81,0.81,0.58,0.04,14.29,0.23,41.67,58.33,L,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59,2,0,VKS,IMP,0.0,4.0,0.0,0.15,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
sutecas,omen,210,20,21,2,-1,139.9,25,1,3,-2,8298,VKS,IMP,12,14,5,7,7,5,ICEBOX,0.0,26,46.15,0.77,0.81,0.08,0.04,25.0,0.12,41.67,58.33,L,3,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,52,2,0,VKS,IMP,0.0,5.0,0.0,0.19,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Sacy,sage,206,18,19,9,-1,135.9,28,4,0,4,8298,VKS,IMP,12,14,5,7,7,5,ICEBOX,0.0,26,46.15,0.69,0.73,0.35,0.15,100.0,0.0,41.67,58.33,L,3,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,52,3,1,VKS,IMP,0.0,4.0,1.0,0.15,0.04,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
frz,sova,137,11,20,10,-9,80.7,27,1,0,1,8298,VKS,IMP,12,14,5,7,7,5,ICEBOX,0.0,26,46.15,0.42,0.77,0.38,0.04,100.0,0.0,41.67,58.33,L,2,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,29,0,2,VKS,IMP,0.0,2.0,1.0,0.08,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
gustt1nha,sage,313,28,15,7,13,182.1,19,2,2,0,8298,IMP,VKS,14,12,5,7,7,5,ICEBOX,0.0,26,53.85,1.08,0.58,0.27,0.08,50.0,0.08,41.67,58.33,W,7,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73,7,1,IMP,VKS,0.0,9.0,0.0,0.35,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
rst,omen,258,23,17,4,6,165.8,18,5,2,3,8298,IMP,VKS,14,12,5,7,7,5,ICEBOX,0.0,26,53.85,0.88,0.65,0.15,0.19,71.43,0.08,41.67,58.33,W,0,2,1.0,0.0,1.0,0.0,0.0,0.0,0.0,65,1,0,IMP,VKS,0.0,3.0,1.0,0.12,0.04,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Biscoit1n,killjoy,200,18,17,6,1,130.7,12,0,2,-2,8298,IMP,VKS,14,12,5,7,7,5,ICEBOX,0.0,26,53.85,0.69,0.65,0.23,0.0,0.0,0.08,41.67,58.33,W,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52,1,0,IMP,VKS,0.0,4.0,0.0,0.15,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Evilkyk,sova,196,15,23,8,-8,135.9,26,0,3,-3,8298,IMP,VKS,14,12,5,7,7,5,ICEBOX,0.0,26,53.85,0.58,0.88,0.31,0.0,0.0,0.12,41.67,58.33,W,3,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,42,0,0,IMP,VKS,0.0,4.0,1.0,0.15,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
tuyz,jett,165,15,21,3,-6,123.4,31,4,6,-2,8298,IMP,VKS,14,12,5,7,7,5,ICEBOX,0.0,26,53.85,0.58,0.81,0.12,0.15,40.0,0.23,41.67,58.33,W,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43,1,0,IMP,VKS,0.0,3.0,0.0,0.12,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
frz,reyna,344,19,8,7,11,198.5,33,6,1,5,8298,VKS,IMP,13,3,4,0,7,3,ASCENT,0.0,16,81.25,1.19,0.5,0.44,0.38,85.71,0.06,100.0,70.0,W,3,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,79,0,0,VKS,IMP,0.0,5.0,0.0,0.31,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
gtnziN,raze,311,20,9,5,11,183.6,13,2,2,0,8298,VKS,IMP,13,3,4,0,7,3,ASCENT,0.0,16,81.25,1.25,0.56,0.31,0.12,50.0,0.12,100.0,70.0,W,7,1,0.0,0.0,2.0,0.0,0.0,0.0,0.0,62,0,0,VKS,IMP,0.0,8.0,2.0,0.5,0.12,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
sutecas,omen,285,17,7,3,10,167.8,21,3,1,2,8298,VKS,IMP,13,3,4,0,7,3,ASCENT,0.0,16,81.25,1.06,0.44,0.19,0.19,75.0,0.06,100.0,70.0,W,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92,2,1,VKS,IMP,0.0,6.0,0.0,0.38,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Sacy,sova,159,10,8,6,2,121.4,23,0,0,0,8298,VKS,IMP,13,3,4,0,7,3,ASCENT,0.0,16,81.25,0.62,0.5,0.38,0.0,0.0,0.0,100.0,70.0,W,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58,2,1,VKS,IMP,0.0,2.0,0.0,0.12,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
saadhak,killjoy,111,6,7,2,-1,83.8,15,0,1,-1,8298,VKS,IMP,13,3,4,0,7,3,ASCENT,0.0,16,81.25,0.38,0.44,0.12,0.0,0.0,0.06,100.0,70.0,W,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39,5,0,VKS,IMP,0.0,1.0,0.0,0.06,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
gustt1nha,raze,199,10,15,3,-5,130.7,13,2,2,0,8298,IMP,VKS,3,13,3,7,0,4,ASCENT,0.0,16,18.75,0.62,0.94,0.19,0.12,50.0,0.12,30.0,0.0,L,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53,0,1,IMP,VKS,0.0,2.0,0.0,0.12,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Biscoit1n,killjoy,199,11,13,0,-2,122.7,17,1,2,-1,8298,IMP,VKS,3,13,3,7,0,4,ASCENT,0.0,16,18.75,0.69,0.81,0.0,0.06,33.33,0.12,30.0,0.0,L,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50,0,0,IMP,VKS,0.0,2.0,0.0,0.12,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Evilkyk,sova,157,8,15,3,-7,91.6,17,0,1,-1,8298,IMP,VKS,3,13,3,7,0,4,ASCENT,0.0,16,18.75,0.5,0.94,0.19,0.0,0.0,0.06,30.0,0.0,L,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39,0,0,IMP,VKS,0.0,3.0,0.0,0.19,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
tuyz,jett,127,5,15,3,-10,86.4,25,1,4,-3,8298,IMP,VKS,3,13,3,7,0,4,ASCENT,0.0,16,18.75,0.31,0.94,0.19,0.06,20.0,0.25,30.0,0.0,L,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39,0,0,IMP,VKS,0.0,1.0,0.0,0.06,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
rst,omen,99,5,14,1,-9,59.7,21,1,2,-1,8298,IMP,VKS,3,13,3,7,0,4,ASCENT,0.0,16,18.75,0.31,0.88,0.06,0.06,33.33,0.12,30.0,0.0,L,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,2,0,IMP,VKS,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Evilkyk,sova,269,24,15,10,9,201.7,31,5,2,3,8297,IMP,BD,14,12,6,6,6,6,BIND,0.0,26,53.85,0.92,0.58,0.38,0.19,71.43,0.08,50.0,50.0,W,6,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,85,1,0,IMP,BD,0.0,8.0,1.0,0.31,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
tuyz,jett,236,22,19,2,3,141.6,31,4,3,1,8297,IMP,BD,14,12,6,6,6,6,BIND,0.0,26,53.85,0.85,0.73,0.08,0.15,57.14,0.12,50.0,50.0,W,6,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51,0,0,IMP,BD,0.0,7.0,0.0,0.27,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
gustt1nha,raze,226,19,18,6,1,142.6,19,2,4,-2,8297,IMP,BD,14,12,6,6,6,6,BIND,0.0,26,53.85,0.73,0.69,0.23,0.08,33.33,0.15,50.0,50.0,W,4,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,49,0,1,IMP,BD,0.0,6.0,1.0,0.23,0.04,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Biscoit1n,omen,154,14,14,8,0,111.1,38,1,3,-2,8297,IMP,BD,14,12,6,6,6,6,BIND,0.0,26,53.85,0.54,0.54,0.31,0.04,25.0,0.12,50.0,50.0,W,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53,7,1,IMP,BD,0.0,5.0,0.0,0.19,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
rst,cypher,130,11,16,8,-5,87.8,16,0,2,-2,8297,IMP,BD,14,12,6,6,6,6,BIND,0.0,26,53.85,0.42,0.62,0.31,0.0,0.0,0.08,50.0,50.0,W,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35,1,0,IMP,BD,0.0,2.0,0.0,0.08,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
pollo,jett,249,24,17,2,7,159.9,31,5,1,4,8297,BD,IMP,12,14,6,6,6,6,BIND,0.0,26,46.15,0.92,0.65,0.08,0.19,83.33,0.04,50.0,50.0,L,7,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,66,0,1,BD,IMP,0.0,7.0,1.0,0.27,0.04,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
bezn1,sova,212,17,19,13,-2,150.4,24,1,1,0,8297,BD,IMP,12,14,6,6,6,6,BIND,0.0,26,46.15,0.65,0.73,0.5,0.04,50.0,0.04,50.0,50.0,L,4,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,54,2,0,BD,IMP,0.0,6.0,1.0,0.23,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
LEozin,raze,195,16,18,10,-2,130.7,15,4,4,0,8297,BD,IMP,12,14,6,6,6,6,BIND,0.0,26,46.15,0.62,0.69,0.38,0.15,50.0,0.15,50.0,50.0,L,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45,1,1,BD,IMP,0.0,3.0,0.0,0.12,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
rood,omen,153,13,18,3,-5,108.3,14,3,2,1,8297,BD,IMP,12,14,6,6,6,6,BIND,0.0,26,46.15,0.5,0.69,0.12,0.12,60.0,0.08,50.0,50.0,L,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39,2,0,BD,IMP,0.0,2.0,0.0,0.08,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
wilfps,cypher,122,12,18,10,-6,84.8,21,1,4,-3,8297,BD,IMP,12,14,6,6,6,6,BIND,0.0,26,46.15,0.46,0.69,0.38,0.04,20.0,0.15,50.0,50.0,L,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31,3,0,BD,IMP,0.0,3.0,0.0,0.12,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Biscoit1n,killjoy,267,20,15,4,5,152.9,25,2,3,-1,8297,IMP,BD,13,8,7,5,6,3,ASCENT,0.0,21,61.9,0.95,0.71,0.19,0.1,40.0,0.14,58.33,66.67,W,3,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,53,0,2,IMP,BD,0.0,5.0,1.0,0.24,0.05,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
tuyz,jett,248,20,14,1,6,198.1,31,3,4,-1,8297,IMP,BD,13,8,7,5,6,3,ASCENT,0.0,21,61.9,0.95,0.67,0.05,0.14,42.86,0.19,58.33,66.67,W,4,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,70,1,0,IMP,BD,0.0,5.0,0.0,0.24,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Evilkyk,sova,222,17,15,9,2,161.6,28,1,1,0,8297,IMP,BD,13,8,7,5,6,3,ASCENT,0.0,21,61.9,0.81,0.71,0.43,0.05,50.0,0.05,58.33,66.67,W,4,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,69,1,1,IMP,BD,0.0,5.0,2.0,0.24,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
rst,omen,215,17,13,4,4,119.9,19,0,2,-2,8297,IMP,BD,13,8,7,5,6,3,ASCENT,0.0,21,61.9,0.81,0.62,0.19,0.0,0.0,0.1,58.33,66.67,W,0,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,49,4,1,IMP,BD,0.0,2.0,1.0,0.1,0.05,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
gustt1nha,raze,205,15,18,7,-3,131.5,12,2,3,-1,8297,IMP,BD,13,8,7,5,6,3,ASCENT,0.0,21,61.9,0.71,0.86,0.33,0.1,40.0,0.14,58.33,66.67,W,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46,0,2,IMP,BD,0.0,3.0,0.0,0.14,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
bezn1,sova,232,16,18,9,-2,150.0,23,0,0,0,8297,BD,IMP,8,13,3,6,5,7,ASCENT,0.0,21,38.1,0.76,0.86,0.43,0.0,0.0,0.0,33.33,41.67,L,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51,5,0,BD,IMP,0.0,4.0,0.0,0.19,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
LEozin,raze,232,16,21,5,-5,146.3,17,4,2,2,8297,BD,IMP,8,13,3,6,5,7,ASCENT,0.0,21,38.1,0.76,1.0,0.24,0.19,66.67,0.1,33.33,41.67,L,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48,0,0,BD,IMP,0.0,2.0,0.0,0.1,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
rood,omen,213,16,15,7,1,148.9,13,1,1,0,8297,BD,IMP,8,13,3,6,5,7,ASCENT,0.0,21,38.1,0.76,0.71,0.33,0.05,50.0,0.05,33.33,41.67,L,4,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,60,5,0,BD,IMP,0.0,5.0,1.0,0.24,0.05,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
pollo,jett,196,15,18,3,-3,128.9,23,8,3,5,8297,BD,IMP,8,13,3,6,5,7,ASCENT,0.0,21,38.1,0.71,0.86,0.14,0.38,72.73,0.14,33.33,41.67,L,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48,0,1,BD,IMP,0.0,3.0,0.0,0.14,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
