Team_x,match_id,Map,ACS,K,D,A,KD_DIFF,ADR,HS%,ECON,FK,FD,KPR,DPR,APR,FKPR,FDPR,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,PL,DE,total_mult_kill,MKPR,total_clutch,CPR,jett,raze,phoenix,reyna,yoru,omen,brimstone,viper,cypher,sage,killjoy,breach,sova,skye,Opp_Team_x,rounds_won,rounds_lost,ct_rounds_won,ct_rounds_lost,t_rounds_won,t_rounds_lost,Patch_x,total_rounds,win_rate,ct_wr,t_wr,RESULT,Team,Pistol_W,Pistol_P,Pistol_WR,Eco_0_5_P,Eco_0_5_W,Eco_0_5_WR,Semi_Eco_5_10_P,Semi_Eco_5_10_W,Semi_Eco_5_10_WR,Semi_Buy_10_20_P,Semi_Buy_10_20_W,Semi_Buy_10_20_WR,Full_Buy_20_P,Full_Buy_20_W,Full_Buy_20_WR,Opp_team,Num_maps,Patch
GL,2712,ASCENT,181.0,11.8,16.4,4.2,-4.6,103.88,23.2,41.4,10,9,3.1000000000000005,4.3,1.12,0.53,0.48,9,1,2.0,0.0,1.0,2.0,0.0,0.0,0.0,7,1,12.0,0.6300000000000001,3.0,0.16,0,0,1,0,0,1,0,0,1,1,0,0,1,0,VIMD,6,13,3,4,3,9,1.07,19,31.58,42.86,25.0,L,GL,1,2,50.0,3,1,33.0,2,1,50.0,7,3,43.0,7,1,14.0,VIMDOLOL,1.0,1.07
GL,2737,HAVEN,209.0,16.2,14.2,7.8,2.0,127.34,19.0,56.6,13,9,3.6900000000000004,3.23,1.77,0.61,0.42,9,9,0.0,1.0,1.0,1.0,0.0,0.0,0.0,7,2,19.0,0.8700000000000001,2.0,0.1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,VKS,13,9,5,7,8,2,1.07,22,59.09,41.67,80.0,W,GL,1,2,50.0,3,1,33.0,0,0,0.0,5,3,60.0,14,9,64.0,VKS,1.0,1.07
GL,2744,BIND,148.2,9.4,16.2,4.0,-6.8,94.56,16.6,39.2,10,10,2.35,4.050000000000001,1.0,0.5000000000000001,0.5,8,2,0.0,0.0,1.0,1.0,0.0,1.0,0.0,4,2,10.0,0.5,3.0,0.15000000000000002,1,0,1,0,0,1,0,0,1,1,0,0,0,0,FF,7,13,4,8,3,5,1.08,20,35.0,33.33,37.5,L,GL,1,2,50.0,4,1,25.0,1,0,0.0,5,2,40.0,10,4,40.0,FF,1.0,1.08
GL,2744,HAVEN,199.4,15.8,18.2,6.8,-2.4,126.02,13.2,47.0,11,12,3.4200000000000004,3.97,1.48,0.48,0.5299999999999999,12,7,0.0,0.0,0.0,1.0,3.0,0.0,0.0,8,4,19.0,0.83,4.0,0.17,1,0,1,0,0,1,0,0,0,1,0,0,1,0,FF,10,13,6,6,4,7,1.08,23,43.48,50.0,36.36,L,GL,1,2,50.0,2,1,50.0,2,0,0.0,5,2,40.0,14,7,50.0,FF,1.0,1.08
GL,2744,SPLIT,198.6,16.8,15.8,6.6,1.0,138.42,18.2,51.6,11,12,3.65,3.4299999999999997,1.43,0.4799999999999999,0.53,15,3,2.0,0.0,2.0,0.0,0.0,0.0,0.0,7,2,20.0,0.87,2.0,0.08,1,1,0,0,0,1,0,0,1,1,0,0,0,0,FF,13,10,8,3,5,7,1.08,23,56.52,72.73,41.67,W,GL,2,2,100.0,2,2,100.0,0,0,0.0,7,3,43.0,14,8,57.0,FF,1.0,1.08
GL,2764,ASCENT,203.6,29.2,28.6,13.2,0.6,132.16,18.4,38.4,20,22,3.46,3.41,1.57,0.47000000000000003,0.52,25,7,3.0,0.0,0.0,1.0,0.0,0.0,0.0,12,2,35.0,0.8200000000000001,1.0,0.02,1,0,0,0,0,1,0,0,1,1,0,0,1,0,DG,20,22,7,5,5,7,1.08,42,47.62,58.33,41.67,L,GL,1,2,50.0,3,1,33.0,2,0,0.0,2,1,50.0,35,18,51.0,DG,1.0,1.08
GL,2764,HAVEN,201.0,22.0,22.6,10.2,-0.6,132.58,20.2,45.0,14,18,3.43,3.54,1.59,0.43000000000000005,0.55,22,2,4.0,0.0,1.0,0.0,0.0,0.0,0.0,12,1,28.0,0.88,1.0,0.03,1,0,0,0,0,1,0,0,1,0,0,1,1,0,DG,15,17,6,6,6,6,1.08,32,46.88,50.0,50.0,L,GL,0,2,0.0,4,0,0.0,1,0,0.0,3,2,67.0,24,13,54.0,DG,1.0,1.08
GL,2930,ASCENT,215.4,19.2,17.8,8.8,1.4,137.5,21.0,53.0,12,14,3.69,3.42,1.7000000000000002,0.47,0.54,19,6,0.0,0.0,2.0,0.0,0.0,0.0,0.0,5,3,25.0,0.9600000000000001,2.0,0.08,1,0,0,0,0,1,0,0,1,1,0,0,1,0,Estral,14,12,8,4,4,8,1.08,26,53.85,66.67,33.33,W,GL,0,2,0.0,4,1,25.0,2,0,0.0,1,1,100.0,19,12,63.0,Estral,1.0,1.08
GL,2940,ASCENT,210.6,15.6,13.2,7.0,2.4,129.04,23.0,51.6,12,9,3.7,3.14,1.6600000000000001,0.58,0.43,16,4,1.0,0.0,2.0,0.0,0.0,0.0,0.0,8,3,21.0,0.9999999999999999,2.0,0.1,1,0,0,0,0,1,0,0,1,1,0,0,1,0,VKS,13,8,8,4,5,4,1.08,21,61.9,66.67,55.56,W,GL,1,2,50.0,3,1,33.0,0,0,0.0,3,2,67.0,15,10,67.0,VKS,1.0,1.08
GL,2954,ASCENT,256.0,12.8,4.0,5.0,8.8,148.22,21.0,84.0,9,4,4.91,1.5299999999999998,1.92,0.69,0.31,10,4,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,17.0,1.32,1.0,0.08,1,0,0,0,0,1,0,0,1,1,0,0,1,0,Mind,13,0,12,0,1,0,1.08,13,100.0,100.0,100.0,W,GL,2,2,100.0,2,2,100.0,0,0,0.0,2,2,100.0,9,9,100.0,Mindskill,1.0,1.08
GL,2954,SPLIT,265.0,13.0,3.6,5.2,9.4,161.34,20.4,113.8,9,4,5.0,1.38,2.0,0.69,0.31,15,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,12,0,19.0,1.45,0.0,0.0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,Mind,13,0,1,0,12,0,1.08,13,100.0,100.0,100.0,W,GL,2,2,100.0,2,2,100.0,0,0,0.0,2,2,100.0,9,9,100.0,Mindskill,1.0,1.08
GL,2976,ASCENT,185.6,13.4,12.8,5.4,0.6,114.08,17.2,47.6,11,9,3.35,3.1999999999999997,1.35,0.55,0.44999999999999996,15,2,1.0,0.0,0.0,1.0,1.0,0.0,0.0,7,4,18.0,0.9,2.0,0.1,1,0,0,0,0,1,0,0,1,1,0,0,1,0,QUEM,13,7,6,2,7,5,1.08,20,65.0,75.0,58.33,W,GL,2,2,100.0,2,2,100.0,2,1,50.0,4,3,75.0,12,7,58.0,QUEM TREINA FICA RUIM,1.0,1.08
GL,2976,BIND,228.6,13.0,8.0,4.6,5.0,132.66,25.4,52.8,9,6,4.340000000000001,2.66,1.5300000000000002,0.6000000000000001,0.4,9,6,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3,4,15.0,1.0,2.0,0.14,0,1,1,0,0,1,0,0,1,1,0,0,0,0,QUEM,13,2,10,2,3,0,1.08,15,86.67,83.33,100.0,W,GL,2,2,100.0,2,2,100.0,0,0,0.0,4,3,75.0,9,8,89.0,QUEM TREINA FICA RUIM,1.0,1.08
GL,3050,ASCENT,208.2,14.4,12.4,6.4,2.0,128.44,19.0,54.4,12,8,3.6,3.1,1.6,0.6,0.39999999999999997,12,5,2.0,0.0,3.0,0.0,0.0,0.0,0.0,8,4,19.0,0.9499999999999998,3.0,0.15000000000000002,1,0,0,0,0,1,0,0,1,1,0,0,1,0,FAKE,13,7,6,2,7,5,1.08,20,65.0,75.0,58.33,W,GL,0,2,0.0,4,0,0.0,0,0,0.0,2,2,100.0,14,11,79.0,FAKEZIN,1.0,1.08
GL,3051,ASCENT,219.8,14.0,10.0,6.6,4.0,131.66,18.0,56.4,12,6,3.89,2.79,1.83,0.6699999999999999,0.35000000000000003,13,4,2.0,0.0,0.0,1.0,0.0,0.0,0.0,3,5,19.0,1.06,1.0,0.06,1,0,0,0,0,1,0,0,1,1,0,0,1,0,B4,13,5,9,3,4,2,1.08,18,72.22,75.0,66.67,W,GL,1,2,50.0,3,1,33.0,0,0,0.0,2,1,50.0,13,11,85.0,B4,1.0,1.08
GL,3062,ASCENT,194.8,15.6,17.8,7.2,-2.2,124.4,21.2,48.6,15,8,3.39,3.87,1.56,0.65,0.33999999999999997,18,1,1.0,0.0,3.0,0.0,0.0,0.0,0.0,4,4,20.0,0.87,3.0,0.13,1,0,0,0,0,1,0,0,1,1,0,0,1,0,VIMD,10,13,7,5,3,8,1.08,23,43.48,58.33,27.27,L,GL,1,2,50.0,2,1,50.0,2,0,0.0,7,5,71.0,12,4,33.0,VIMDOLOL,1.0,1.08
GL,3140,HAVEN,213.4,15.6,12.6,8.8,3.0,136.78,19.0,60.2,11,10,3.71,3.01,2.0999999999999996,0.53,0.48,17,7,0.0,0.0,1.0,1.0,0.0,0.0,0.0,11,1,24.0,1.1400000000000001,2.0,0.1,0,1,1,0,0,1,0,0,1,0,0,0,1,0,B4,13,8,3,6,10,2,1.08,21,61.9,33.33,83.33,W,GL,1,2,50.0,3,1,33.0,0,0,0.0,4,3,75.0,14,9,64.0,B4,1.0,1.08
GL,3140,SPLIT,209.2,17.4,15.6,6.6,1.8,125.94,13.2,48.2,11,12,3.7899999999999996,3.3999999999999995,1.44,0.4799999999999999,0.52,15,5,2.0,0.0,2.0,0.0,0.0,0.0,0.0,7,2,22.0,0.9500000000000001,2.0,0.08,1,1,0,0,0,1,0,0,1,1,0,0,0,0,B4,13,10,9,2,4,8,1.08,23,56.52,81.82,33.33,W,GL,1,2,50.0,3,1,33.0,1,0,0.0,4,3,75.0,15,9,60.0,B4,1.0,1.08
GL,3144,ASCENT,216.0,15.4,11.8,6.8,3.6,126.26,17.2,58.2,13,7,3.85,2.95,1.7000000000000002,0.65,0.35,7,5,2.0,0.0,1.0,0.0,0.0,0.0,0.0,4,2,14.0,0.7000000000000001,1.0,0.05,1,0,0,0,0,1,0,0,1,1,0,0,1,0,B4,13,7,7,5,6,2,1.08,20,65.0,58.33,75.0,W,GL,1,2,50.0,3,1,33.0,1,0,0.0,2,1,50.0,14,11,79.0,B4,1.0,1.08
GL,3214,ASCENT,158.2,9.2,15.0,3.0,-5.8,101.18,19.8,40.4,6,12,2.5600000000000005,4.17,0.84,0.34,0.67,6,3,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3,3,10.0,0.5700000000000001,1.0,0.06,1,0,0,0,0,1,0,0,1,1,0,0,1,0,FF,5,13,5,7,0,6,1.08,18,27.78,41.67,0.0,L,GL,1,2,50.0,2,1,50.0,3,0,0.0,5,1,20.0,8,3,38.0,FF,1.0,1.08
GL,3214,BIND,164.4,10.0,14.6,3.2,-4.6,103.04,19.6,47.8,6,14,2.5,3.65,0.8,0.3,0.7,9,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1,11.0,0.5500000000000002,0.0,0.0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,FF,7,13,3,5,4,8,1.08,20,35.0,37.5,33.33,L,GL,0,2,0.0,4,0,0.0,1,0,0.0,6,4,67.0,9,3,33.0,FF,1.0,1.08
GL,3466,BIND,209.6,18.8,18.4,7.4,0.4,135.18,22.2,49.2,13,13,3.61,3.54,1.42,0.51,0.5,16,9,1.0,0.0,1.0,2.0,2.0,0.0,0.0,6,1,26.0,1.01,5.0,0.2,0,1,0,1,0,1,0,0,1,0,0,0,1,0,novi,14,12,6,6,6,6,1.09,26,53.85,50.0,50.0,W,GL,1,2,50.0,3,2,67.0,1,0,0.0,6,4,67.0,16,8,50.0,novidades em breve,1.0,1.09
GL,3472,ASCENT,214.0,18.4,16.2,6.0,2.2,133.84,22.2,53.8,7,17,3.84,3.37,1.25,0.27999999999999997,0.71,18,4,1.0,0.0,1.0,0.0,0.0,0.0,0.0,9,2,23.0,0.95,1.0,0.04,0,1,0,0,0,1,0,0,1,1,0,0,1,0,Estral,13,11,9,3,4,8,1.09,24,54.17,75.0,33.33,W,GL,1,2,50.0,3,1,33.0,0,0,0.0,6,5,83.0,15,7,47.0,Estral,1.0,1.09
GL,3508,HAVEN,170.8,10.4,13.2,2.8,-2.8,108.54,22.8,44.8,11,7,2.8799999999999994,3.6599999999999993,0.79,0.6200000000000001,0.39,10,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4,0,12.0,0.6800000000000002,1.0,0.06,0,1,0,1,0,1,0,0,1,0,0,0,1,0,NOOR,5,13,1,11,4,2,1.09,18,27.78,8.33,66.67,L,GL,1,2,50.0,3,1,33.0,2,0,0.0,7,2,29.0,6,2,33.0,NOORG2.0,1.0,1.09
GL,3510,ASCENT,219.2,15.0,10.6,6.8,4.4,129.52,17.0,53.8,13,6,3.95,2.79,1.7899999999999998,0.6900000000000001,0.32,21,3,1.0,0.0,1.0,0.0,0.0,0.0,0.0,5,2,25.0,1.31,1.0,0.05,0,1,0,0,0,1,0,0,1,1,0,0,1,0,VIMD,13,6,7,5,6,1,1.09,19,68.42,58.33,85.71,W,GL,1,2,50.0,3,1,33.0,0,0,0.0,2,2,100.0,14,10,71.0,VIMDOLOL,1.0,1.09
GL,3510,BIND,234.2,12.2,6.6,3.8,5.6,138.54,28.4,61.6,10,4,4.36,2.37,1.35,0.71,0.28,13,6,0.0,0.0,1.0,0.0,0.0,0.0,0.0,11,1,19.0,1.35,1.0,0.07,0,1,0,1,0,1,0,0,1,0,0,0,1,0,VIMD,13,1,2,0,11,1,1.09,14,92.86,100.0,91.67,W,GL,2,2,100.0,2,2,100.0,0,0,0.0,3,3,100.0,9,8,89.0,VIMDOLOL,1.0,1.09
GL,3511,ASCENT,213.6,17.0,14.6,5.2,2.4,127.08,22.4,49.6,12,11,3.69,3.17,1.12,0.52,0.4799999999999999,16,5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10,0,22.0,0.95,0.0,0.0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,NOOR,13,10,4,7,9,3,1.09,23,56.52,36.36,75.0,W,GL,2,2,100.0,3,2,67.0,1,0,0.0,4,2,50.0,15,9,60.0,NOORG2.0,1.0,1.09
GL,3511,BIND,214.6,16.0,12.4,6.6,3.6,133.28,18.0,54.4,13,8,3.8,2.9499999999999997,1.57,0.64,0.39,17,7,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3,1,24.0,1.1500000000000001,2.0,0.1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,NOOR,13,8,9,3,4,5,1.09,21,61.9,75.0,44.44,W,GL,2,2,100.0,2,2,100.0,1,0,0.0,6,3,50.0,12,8,67.0,NOORG2.0,1.0,1.09
GL,3511,HAVEN,214.4,14.2,9.4,6.2,4.8,130.84,25.2,57.2,13,5,3.94,2.61,1.7200000000000002,0.7300000000000001,0.3,12,2,3.0,0.0,1.0,1.0,0.0,0.0,0.0,10,1,17.0,0.95,2.0,0.12,0,1,0,1,0,1,0,0,1,0,0,0,1,0,NOOR,13,5,3,4,10,2,1.09,18,72.22,42.86,83.33,W,GL,1,2,50.0,3,1,33.0,0,0,0.0,3,2,67.0,12,10,83.0,NOORG2.0,1.0,1.09
GL,3511,SPLIT,157.0,9.8,16.0,5.0,-6.2,103.9,15.4,42.2,4,15,2.5699999999999994,4.2,1.31,0.21000000000000002,0.79,5,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,9.0,0.47,0.0,0.0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,NOOR,6,13,5,7,1,6,1.09,19,31.58,41.67,14.29,L,GL,1,2,50.0,4,1,25.0,2,0,0.0,4,2,50.0,9,3,33.0,NOORG2.0,1.0,1.09
GL,4767,SPLIT,236.4,14.2,8.6,4.0,5.6,162.04,17.6,73.2,8,8,4.4399999999999995,2.69,1.25,0.49,0.5,16,5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,12,0,21.0,1.3199999999999998,1.0,0.06,1,1,0,0,0,1,0,0,1,0,0,1,0,0,ANA,13,3,2,2,11,1,1.1,16,81.25,50.0,91.67,W,GL,1,2,50.0,3,2,67.0,0,0,0.0,3,3,100.0,10,8,80.0,ANA,1.0,1.1
GL,5261,BIND,218.4,16.4,12.6,5.6,3.8,138.24,23.2,58.6,13,8,3.92,3.0,1.33,0.62,0.4,13,6,0.0,1.0,0.0,2.0,0.0,0.0,0.0,8,2,20.0,0.96,2.0,0.1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,Tagl,13,8,8,1,5,7,1.12,21,61.9,88.89,41.67,W,GL,1,2,50.0,3,1,33.0,1,0,0.0,5,4,80.0,12,8,67.0,Tagless,1.0,1.12
GL,5261,HAVEN,251.2,13.4,7.2,4.4,6.2,147.5,25.6,60.8,11,3,4.79,2.57,1.57,0.77,0.21000000000000002,13,5,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2,3,18.0,1.28,3.0,0.21000000000000002,0,1,0,1,0,1,0,0,1,0,0,0,1,0,Tagl,13,1,11,1,2,0,1.12,14,92.86,91.67,100.0,W,GL,2,2,100.0,2,2,100.0,0,0,0.0,3,3,100.0,9,8,89.0,Tagless,1.0,1.12
GL,5261,SPLIT,146.4,7.0,13.4,3.2,-6.4,82.5,17.8,32.2,5,10,2.33,4.48,1.07,0.34,0.67,5,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0,6.0,0.4,0.0,0.0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,Tagl,2,13,0,3,2,10,1.12,15,13.33,0.0,16.67,L,GL,1,2,50.0,2,1,50.0,3,0,0.0,6,1,17.0,4,0,0.0,Tagless,1.0,1.12
GL,5277,ASCENT,212.4,17.4,15.4,6.2,2.0,127.74,21.8,47.2,14,9,3.7899999999999996,3.3499999999999996,1.3399999999999999,0.6000000000000001,0.39,19,4,0.0,1.0,0.0,1.0,0.0,0.0,0.0,8,2,24.0,1.05,1.0,0.04,0,1,0,0,0,1,0,0,1,1,0,0,1,0,Gala,13,10,8,3,5,7,1.12,23,56.52,72.73,41.67,W,GL,2,2,100.0,2,2,100.0,1,0,0.0,7,5,71.0,13,6,46.0,Galaxy Carrots,1.0,1.12
GL,5277,SPLIT,227.0,18.8,17.2,6.8,1.6,139.26,21.4,54.0,12,12,3.9299999999999997,3.58,1.42,0.49,0.48,20,7,0.0,0.0,1.0,1.0,0.0,0.0,0.0,7,1,27.0,1.13,2.0,0.08,1,1,0,0,0,1,0,0,1,0,0,1,0,0,Gala,13,11,5,7,8,4,1.12,24,54.17,41.67,66.67,W,GL,1,2,50.0,3,1,33.0,3,0,0.0,5,3,60.0,13,9,69.0,Galaxy Carrots,1.0,1.12
GL,6052,BIND,251.2,14.2,7.6,5.0,6.6,146.42,22.0,65.4,8,7,4.73,2.53,1.67,0.53,0.47000000000000003,17,5,0.0,0.0,2.0,1.0,0.0,0.0,0.0,3,1,22.0,1.4600000000000002,3.0,0.21000000000000002,0,1,0,1,0,1,0,0,1,0,0,0,1,0,FKL,13,2,10,2,3,0,1.12,15,86.67,83.33,100.0,W,GL,2,2,100.0,2,2,100.0,0,0,0.0,6,6,100.0,7,5,71.0,FKL,1.0,1.12
GL,6052,SPLIT,237.2,15.6,10.6,4.4,5.0,140.84,19.6,60.2,12,6,4.34,2.9399999999999995,1.22,0.66,0.33999999999999997,14,3,3.0,1.0,1.0,1.0,0.0,0.0,0.0,12,0,21.0,1.1700000000000002,2.0,0.11,1,1,0,0,0,1,0,0,1,0,0,1,0,0,FKL,13,5,5,1,8,4,1.12,18,72.22,83.33,66.67,W,GL,1,2,50.0,3,1,33.0,1,0,0.0,3,2,67.0,11,10,91.0,FKL,1.0,1.12
GL,6526,ASCENT,250.4,14.6,6.4,5.8,8.2,147.12,24.8,83.2,12,4,4.57,2.02,1.81,0.75,0.24,7,7,3.0,1.0,0.0,0.0,0.0,0.0,0.0,3,1,18.0,1.12,0.0,0.0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,RED,13,3,11,1,2,2,0.0,16,81.25,91.67,50.0,W,GL,1,2,50.0,3,1,33.0,0,0,0.0,2,2,100.0,11,10,91.0,RED,1.0,0.0
GL,6526,SPLIT,217.8,17.8,16.0,8.4,1.8,124.06,19.0,49.6,12,12,3.7,3.33,1.7399999999999998,0.49,0.5,13,8,2.0,0.0,1.0,0.0,1.0,0.0,0.0,4,4,23.0,0.96,2.0,0.08,1,1,0,0,0,1,0,0,1,0,0,1,0,0,RED,13,11,10,2,3,9,0.0,24,54.17,83.33,25.0,W,GL,1,2,50.0,3,1,33.0,3,1,33.0,3,3,100.0,15,8,53.0,RED,1.0,0.0
GL,6681,BIND,221.2,13.6,9.4,7.0,4.2,132.12,23.4,55.0,7,10,4.0,2.76,2.06,0.42,0.59,15,6,1.0,0.0,2.0,1.0,0.0,0.0,0.0,10,3,22.0,1.3099999999999998,3.0,0.18,0,1,0,1,0,1,0,0,1,0,0,0,1,0,Inga,13,4,5,0,8,4,1.12,17,76.47,100.0,66.67,W,GL,1,2,50.0,3,2,67.0,0,0,0.0,3,3,100.0,11,8,73.0,Ingaming,1.0,1.12
GL,6681,HAVEN,229.8,14.2,10.4,5.8,3.8,145.76,20.0,62.4,10,7,4.180000000000001,3.05,1.7000000000000002,0.5900000000000001,0.42,6,7,1.0,0.0,3.0,0.0,0.0,0.0,0.0,9,0,14.0,0.8300000000000001,3.0,0.18,0,1,0,1,0,1,0,0,1,0,0,0,1,0,Inga,13,4,4,1,9,3,1.12,17,76.47,80.0,75.0,W,GL,0,2,0.0,4,1,25.0,0,0,0.0,1,1,100.0,12,11,92.0,Ingaming,1.0,1.12
GL,6685,ASCENT,231.6,15.4,11.8,6.0,3.6,137.36,19.8,58.6,12,7,4.050000000000001,3.1100000000000003,1.59,0.63,0.38,16,5,1.0,0.0,1.0,1.0,1.0,0.0,0.0,6,1,22.0,1.1600000000000001,3.0,0.16,0,1,0,1,0,1,0,0,1,0,0,0,1,0,B4,13,6,6,6,7,0,1.12,19,68.42,50.0,100.0,W,GL,1,2,50.0,3,1,33.0,1,1,100.0,3,2,67.0,12,9,75.0,B4,1.0,1.12
GL,6685,BIND,223.8,17.4,14.8,10.2,2.6,132.32,16.2,55.2,12,11,3.7800000000000002,3.2199999999999998,2.21,0.52,0.48,9,9,2.0,0.0,0.0,2.0,0.0,0.0,0.0,8,0,20.0,0.87,2.0,0.08,0,1,0,1,0,1,0,0,1,0,0,0,1,0,B4,13,10,6,5,7,5,1.12,23,56.52,54.55,58.33,W,GL,1,2,50.0,3,1,33.0,0,0,0.0,5,3,60.0,15,9,60.0,B4,1.0,1.12
GL,6687,ASCENT,216.2,20.4,19.4,8.6,1.0,156.74,21.2,53.8,11,17,3.6399999999999997,3.4700000000000006,1.53,0.39999999999999997,0.61,16,9,0.0,0.0,1.0,0.0,0.0,0.0,0.0,10,1,25.0,0.8899999999999999,1.0,0.04,0,1,0,1,0,1,0,0,1,0,0,0,1,0,paiN,13,15,8,4,4,8,1.12,28,46.43,66.67,33.33,L,GL,1,2,50.0,2,1,50.0,2,0,0.0,6,3,50.0,18,9,50.0,paiN,1.0,1.12
GL,6687,BIND,233.2,14.8,9.4,5.6,5.4,148.4,17.8,68.0,15,3,4.11,2.61,1.55,0.8400000000000001,0.18,13,4,0.0,1.0,1.0,1.0,0.0,0.0,0.0,4,0,18.0,0.9999999999999999,2.0,0.12,0,1,0,1,0,1,0,0,1,0,0,0,1,0,paiN,13,5,11,1,2,4,1.12,18,72.22,91.67,33.33,W,GL,1,2,50.0,3,1,33.0,1,0,0.0,2,2,100.0,12,10,83.0,paiN,1.0,1.12
GL,6687,ICEBOX,226.2,15.6,11.0,5.2,4.6,143.42,15.2,61.0,12,7,4.109999999999999,2.9000000000000004,1.37,0.6300000000000001,0.38,17,2,1.0,1.0,0.0,1.0,1.0,0.0,0.0,9,2,21.0,1.11,2.0,0.1,1,1,0,0,0,1,0,0,1,0,0,0,1,0,paiN,13,6,6,1,7,5,1.12,19,68.42,85.71,58.33,W,GL,1,2,50.0,3,1,33.0,1,0,0.0,3,2,67.0,12,10,83.0,paiN,1.0,1.12
GL,6687,SPLIT,222.6,16.4,14.2,5.4,2.2,131.22,13.8,52.8,14,7,3.9099999999999997,3.37,1.28,0.68,0.35,13,4,1.0,0.0,3.0,0.0,0.0,0.0,0.0,6,2,18.0,0.86,3.0,0.15000000000000002,1,1,0,0,0,1,0,0,1,0,0,1,0,0,paiN,13,8,9,3,1,5,1.12,21,61.9,75.0,16.67,W,GL,1,2,50.0,3,1,33.0,1,1,100.0,3,2,67.0,14,9,64.0,paiN,1.0,1.12
GL,6797,BIND,215.8,17.0,14.0,6.0,3.0,131.9,21.0,51.0,15,7,3.87,3.19,1.3599999999999999,0.6900000000000001,0.32999999999999996,18,1,1.0,0.0,1.0,1.0,0.0,0.0,0.0,9,4,20.0,0.92,2.0,0.09,0,1,0,1,0,1,0,0,1,0,0,0,1,0,IMP,13,9,5,5,8,4,1.12,22,59.09,50.0,66.67,W,GL,2,2,100.0,2,2,100.0,2,1,50.0,5,3,60.0,13,7,54.0,IMP,1.0,1.12
GL,6797,SPLIT,227.4,13.0,9.6,5.8,3.4,131.94,16.6,57.6,7,9,4.07,2.99,1.81,0.43,0.55,16,3,1.0,0.0,2.0,3.0,0.0,0.0,0.0,3,1,20.0,1.25,5.0,0.3,1,1,0,0,0,1,0,0,1,0,0,1,0,0,IMP,13,3,10,2,3,1,1.12,16,81.25,83.33,75.0,W,GL,2,2,100.0,2,2,100.0,1,1,100.0,4,3,75.0,9,7,78.0,IMP,1.0,1.12
GL,10261,ASCENT,244.4,16.4,10.2,5.0,6.2,150.76,24.2,60.6,13,5,4.5600000000000005,2.84,1.3800000000000001,0.73,0.28,15,6,2.0,0.0,1.0,1.0,0.0,0.0,0.0,9,0,23.0,1.28,2.0,0.12,0,1,0,0,0,1,0,0,0,1,1,0,1,0,Urub,13,5,5,1,8,4,2.02,18,72.22,83.33,66.67,W,GL,1,2,50.0,2,1,50.0,0,0,0.0,7,6,86.0,9,6,67.0,Urubuzada e-Sports,1.0,2.02
GL,10261,HAVEN,218.8,18.2,16.6,6.6,1.6,129.24,19.0,49.2,12,12,3.79,3.46,1.38,0.48999999999999994,0.49,19,6,2.0,0.0,2.0,0.0,1.0,0.0,0.0,12,2,27.0,1.13,3.0,0.12,0,1,0,1,0,1,0,0,1,0,0,0,1,0,Urub,13,11,5,7,8,4,2.02,24,54.17,41.67,66.67,W,GL,1,2,50.0,3,2,67.0,2,0,0.0,3,3,100.0,16,8,50.0,Urubuzada e-Sports,1.0,2.02
GL,10285,HAVEN,236.0,16.8,13.0,6.8,3.8,140.82,17.8,55.6,10,10,4.2,3.25,1.7,0.5,0.5,12,3,4.0,0.0,3.0,0.0,0.0,0.0,0.0,10,4,19.0,0.9500000000000001,3.0,0.15000000000000002,1,1,0,0,0,1,0,0,1,0,0,0,1,0,Vivo,13,7,6,2,7,5,2.02,20,65.0,75.0,58.33,W,GL,1,2,50.0,3,2,67.0,0,0,0.0,5,2,40.0,12,9,75.0,Vivo Keyd,1.0,2.02
GL,10292,ASCENT,211.8,16.0,14.0,7.4,2.0,132.7,19.6,51.6,11,10,3.81,3.32,1.76,0.53,0.48,13,7,1.0,0.0,2.0,1.0,0.0,0.0,0.0,10,0,21.0,1.0,3.0,0.15000000000000002,0,1,0,0,0,1,0,0,0,1,1,0,1,0,Gala,13,8,3,6,10,2,2.02,21,61.9,33.33,83.33,W,GL,1,2,50.0,3,1,33.0,2,0,0.0,2,2,100.0,14,10,71.0,Galaxy Carrots,1.0,2.02
