Team_x,match_id,Map,ACS,K,D,A,KD_DIFF,ADR,HS%,ECON,FK,FD,KPR,DPR,APR,FKPR,FDPR,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,PL,DE,total_mult_kill,MKPR,total_clutch,CPR,jett,raze,phoenix,reyna,yoru,omen,brimstone,viper,cypher,sage,killjoy,breach,sova,skye,Opp_Team_x,rounds_won,rounds_lost,ct_rounds_won,ct_rounds_lost,t_rounds_won,t_rounds_lost,Patch_x,total_rounds,win_rate,ct_wr,t_wr,RESULT,Team,Pistol_W,Pistol_P,Pistol_WR,Eco_0_5_P,Eco_0_5_W,Eco_0_5_WR,Semi_Eco_5_10_P,Semi_Eco_5_10_W,Semi_Eco_5_10_WR,Semi_Buy_10_20_P,Semi_Buy_10_20_W,Semi_Buy_10_20_WR,Full_Buy_20_P,Full_Buy_20_W,Full_Buy_20_WR,Opp_team,Num_maps,Patch
HAVAN,10309,BIND,211.8,21.6,21.4,9.4,0.2,132.12,20.0,44.4,18,12,3.5999999999999996,3.5700000000000003,1.5700000000000003,0.6100000000000001,0.4,28,3,0.0,0.0,3.0,1.0,0.0,0.0,0.0,7,5,31.0,1.03,4.0,0.12,1,1,0,0,0,0,1,0,1,0,0,0,1,0,Vora,16,14,9,3,3,9,2.02,30,53.33,75.0,25.0,W,HAVAN,1,2,50.0,3,1,33.0,0,0,0.0,7,3,43.0,20,12,60.0,Vorax,1.0,2.02
HAVAN,10320,BIND,192.4,17.2,19.4,4.6,-2.2,115.28,23.0,41.4,12,14,3.31,3.73,0.8900000000000001,0.47,0.55,17,2,2.0,1.0,2.0,1.0,0.0,0.0,0.0,6,4,22.0,0.8500000000000001,3.0,0.12,1,1,0,0,0,0,1,0,1,0,0,0,1,0,S5,12,14,9,3,3,9,2.02,26,46.15,75.0,25.0,L,HAVAN,2,2,100.0,2,2,100.0,0,0,0.0,11,5,45.0,13,5,38.0,S5,1.0,2.02
HAVAN,10320,HAVEN,202.0,13.4,17.2,6.0,-3.8,123.64,19.6,50.0,7,13,3.3500000000000005,4.3,1.5,0.35,0.6499999999999999,12,2,1.0,0.0,2.0,0.0,0.0,0.0,0.0,7,3,15.0,0.75,2.0,0.1,0,1,1,0,0,1,0,0,1,0,0,0,1,0,S5,7,13,5,7,2,6,2.02,20,35.0,41.67,25.0,L,HAVAN,1,2,50.0,3,1,33.0,3,1,33.0,7,3,43.0,7,2,29.0,S5,1.0,2.02
IMP,4620,ASCENT,181.2,14.8,11.6,6.8,3.2,120.32,25.2,56.0,17,6,3.21,2.53,1.48,0.74,0.25,11,3,1.0,0.0,1.0,0.0,0.0,0.0,0.0,9,0,15.0,0.65,1.0,0.04,1,0,0,0,0,1,0,0,1,1,0,0,1,0,VKS,13,10,5,6,8,4,1.1,23,56.52,45.45,66.67,W,IMP,1,2,50.0,3,1,33.0,0,0,0.0,3,1,33.0,17,11,65.0,VKS,1.0,1.1
IMP,4629,ASCENT,163.6,9.6,14.8,2.8,-5.2,104.54,23.2,46.0,7,11,2.67,4.11,0.78,0.4,0.61,7,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,5,2,8.0,0.46,1.0,0.06,1,0,0,0,0,1,0,0,1,1,0,0,1,0,paiN,5,13,2,4,3,9,1.1,18,27.78,33.33,25.0,L,IMP,0,2,0.0,4,0,0.0,2,1,50.0,4,2,50.0,8,2,25.0,paiN,1.0,1.1
IMP,4629,BIND,253.6,14.0,7.2,5.6,6.8,153.26,21.2,69.0,12,3,4.67,2.4,1.87,0.8,0.2,16,3,2.0,0.0,3.0,0.0,0.0,0.0,0.0,3,4,21.0,1.4000000000000001,3.0,0.21000000000000002,1,1,0,0,0,1,0,0,1,0,0,0,1,0,paiN,13,2,10,2,3,0,1.1,15,86.67,83.33,100.0,W,IMP,2,2,100.0,3,2,67.0,0,0,0.0,3,3,100.0,9,8,89.0,paiN,1.0,1.1
IMP,4629,SPLIT,233.2,15.6,9.0,4.8,6.6,137.7,18.4,65.8,12,6,4.34,2.5,1.32,0.6800000000000002,0.34,17,4,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3,2,22.0,1.2300000000000002,1.0,0.06,1,1,0,0,0,1,0,0,1,0,1,0,0,0,paiN,13,5,9,3,4,2,1.1,18,72.22,75.0,66.67,W,IMP,1,2,50.0,3,1,33.0,0,0,0.0,2,2,100.0,13,10,77.0,paiN,1.0,1.1
IMP,4700,ASCENT,192.6,15.4,17.2,6.2,-1.8,118.92,20.8,45.8,15,8,3.36,3.7399999999999998,1.3399999999999999,0.6599999999999999,0.35,14,2,1.0,0.0,0.0,1.0,0.0,0.0,0.0,5,4,17.0,0.73,1.0,0.04,1,0,0,0,0,1,0,0,1,1,0,0,1,0,C,10,13,8,4,2,9,1.1,23,43.48,66.67,18.18,L,IMP,1,2,50.0,3,1,33.0,2,1,50.0,7,3,43.0,11,5,45.0,NO CONTRACT,1.0,1.1
IMP,4700,BIND,208.6,16.2,16.2,6.2,0.0,128.7,22.8,49.6,9,14,3.5199999999999996,3.53,1.35,0.4,0.61,18,2,2.0,0.0,2.0,0.0,0.0,0.0,0.0,8,2,22.0,0.9500000000000001,2.0,0.08,1,1,0,0,0,1,0,0,1,0,0,0,1,0,C,13,10,5,7,8,3,1.1,23,56.52,41.67,72.73,W,IMP,1,2,50.0,3,1,33.0,2,1,50.0,3,3,100.0,15,8,53.0,NO CONTRACT,1.0,1.1
IMP,4700,SPLIT,211.4,16.6,15.0,3.4,1.6,130.72,17.8,53.2,15,8,3.61,3.2600000000000002,0.74,0.65,0.34,17,6,0.0,0.0,2.0,0.0,0.0,0.0,0.0,7,2,23.0,0.9900000000000001,2.0,0.09,1,1,0,0,0,1,0,0,1,0,1,0,0,0,C,13,10,7,4,6,6,1.1,23,56.52,63.64,50.0,W,IMP,1,2,50.0,3,1,33.0,1,0,0.0,5,3,60.0,14,9,64.0,NO CONTRACT,1.0,1.1
IMP,4702,BIND,190.0,14.2,16.2,3.4,-2.0,119.64,20.0,46.4,10,12,3.24,3.68,0.78,0.47000000000000003,0.55,12,4,1.0,0.0,1.0,1.0,0.0,0.0,0.0,8,1,17.0,0.78,2.0,0.1,1,1,0,0,0,1,0,0,1,0,0,0,1,0,FF,9,13,4,8,5,5,1.1,22,40.91,33.33,50.0,L,IMP,1,2,50.0,3,1,33.0,1,0,0.0,6,3,50.0,12,5,42.0,FF,1.0,1.1
IMP,4702,HAVEN,190.6,16.0,16.4,4.6,-0.4,118.66,19.6,48.2,11,13,3.3499999999999996,3.42,0.96,0.44999999999999996,0.53,14,3,2.0,0.0,1.0,0.0,0.0,0.0,0.0,9,4,19.0,0.79,1.0,0.04,1,0,0,1,0,1,0,0,1,0,0,0,1,0,FF,11,13,10,2,1,11,1.1,24,45.83,83.33,8.33,L,IMP,1,2,50.0,4,2,50.0,1,0,0.0,3,0,0.0,16,9,56.0,FF,1.0,1.1
IMP,4702,SPLIT,221.2,15.0,10.6,4.0,4.4,135.32,18.0,59.2,10,9,3.9499999999999997,2.7800000000000002,1.05,0.53,0.48,20,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4,3,22.0,1.15,1.0,0.05,1,1,0,0,0,1,0,0,1,0,1,0,0,0,FF,13,6,9,3,4,3,1.1,19,68.42,75.0,57.14,W,IMP,1,2,50.0,3,1,33.0,0,0,0.0,7,6,86.0,9,6,67.0,FF,1.0,1.1
IMP,4906,HAVEN,238.4,15.6,9.2,4.0,6.4,138.08,18.6,58.2,11,7,4.33,2.56,1.12,0.6200000000000001,0.4,15,8,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5,5,23.0,1.28,1.0,0.06,1,0,0,1,0,1,0,0,1,0,0,0,1,0,VKS,13,5,8,4,5,1,1.11,18,72.22,66.67,83.33,W,IMP,2,2,100.0,2,2,100.0,0,0,0.0,5,3,60.0,11,8,73.0,VKS,1.0,1.11
IMP,4943,HAVEN,195.2,14.4,12.6,4.0,1.8,119.84,21.4,56.6,10,11,3.42,3.0,0.96,0.49000000000000005,0.52,13,4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7,3,18.0,0.8600000000000001,0.0,0.0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,BD,13,8,6,6,7,2,1.1,21,61.9,50.0,77.78,W,IMP,1,2,50.0,3,1,33.0,3,1,33.0,1,0,0.0,14,11,79.0,BD,1.0,1.1
IMP,4943,SPLIT,209.6,17.4,16.6,5.8,0.8,134.44,20.2,55.4,11,13,3.6300000000000003,3.46,1.21,0.43999999999999995,0.54,10,8,0.0,1.0,1.0,2.0,0.0,0.0,0.0,9,2,19.0,0.7899999999999999,3.0,0.12,1,1,0,0,0,1,0,0,1,0,1,0,0,0,BD,13,11,6,6,7,5,1.1,24,54.17,50.0,58.33,W,IMP,0,2,0.0,4,0,0.0,1,0,0.0,1,0,0.0,18,13,72.0,BD,1.0,1.1
IMP,4976,ASCENT,204.4,17.8,19.8,6.4,-2.0,135.52,19.2,49.6,14,12,3.42,3.81,1.2299999999999998,0.55,0.47,12,7,2.0,0.0,2.0,1.0,0.0,0.0,0.0,8,3,21.0,0.8,3.0,0.12,1,0,0,0,0,1,0,0,1,1,0,0,1,0,Vivo,12,14,8,4,4,8,1.1,26,46.15,66.67,33.33,L,IMP,1,2,50.0,3,1,33.0,2,0,0.0,6,3,50.0,15,8,53.0,Vivo Keyd,1.0,1.1
IMP,4976,BIND,172.0,11.8,17.2,5.2,-5.4,112.54,16.8,44.4,9,12,2.8100000000000005,4.1,1.2400000000000002,0.44,0.5800000000000001,11,2,0.0,0.0,1.0,1.0,1.0,0.0,0.0,4,3,13.0,0.62,3.0,0.15000000000000002,1,1,0,0,0,1,0,0,1,0,0,0,1,0,Vivo,8,13,6,6,2,7,1.1,21,38.1,50.0,22.22,L,IMP,1,2,50.0,3,1,33.0,3,1,33.0,7,2,29.0,8,4,50.0,Vivo Keyd,1.0,1.1
IMP,4976,HAVEN,204.8,21.4,19.0,6.8,2.4,124.74,19.4,40.8,16,14,3.5599999999999996,3.1599999999999997,1.1300000000000001,0.53,0.47000000000000003,17,6,2.0,0.0,0.0,0.0,0.0,0.0,0.0,13,4,25.0,0.8300000000000001,0.0,0.0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,Vivo,16,14,6,6,6,6,1.1,30,53.33,50.0,50.0,W,IMP,2,2,100.0,2,2,100.0,0,0,0.0,7,4,57.0,21,10,48.0,Vivo Keyd,1.0,1.1
IMP,4976,ICEBOX,206.6,17.0,17.2,5.4,-0.2,136.74,17.4,54.4,15,9,3.55,3.59,1.1099999999999999,0.61,0.37,15,6,0.0,0.0,1.0,1.0,0.0,0.0,0.0,10,5,21.0,0.88,2.0,0.08,1,1,0,0,0,1,0,0,1,0,0,0,1,0,Vivo,13,11,5,2,8,4,1.1,24,54.17,71.43,66.67,W,IMP,1,2,50.0,3,1,33.0,2,0,0.0,5,4,80.0,14,8,57.0,Vivo Keyd,1.0,1.1
IMP,4976,SPLIT,176.2,12.0,14.6,3.2,-2.6,106.98,17.4,46.2,9,11,3.0000000000000004,3.6500000000000004,0.8000000000000002,0.45,0.55,13,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,6,1,16.0,0.8,1.0,0.05,1,1,0,0,0,1,0,0,1,0,1,0,0,0,Vivo,7,13,4,4,3,9,1.1,20,35.0,50.0,25.0,L,IMP,1,2,50.0,3,1,33.0,2,1,50.0,8,3,38.0,7,2,29.0,Vivo Keyd,1.0,1.1
IMP,5024,BIND,218.2,16.4,12.2,6.6,4.2,127.38,18.2,51.4,11,10,3.89,2.9,1.57,0.53,0.48,13,7,2.0,0.0,0.0,0.0,0.0,0.0,0.0,11,1,22.0,1.05,0.0,0.0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,FazT,13,8,4,5,9,3,1.1,21,61.9,44.44,75.0,W,IMP,2,2,100.0,2,2,100.0,2,0,0.0,4,3,75.0,13,8,62.0,FazTeuHype,1.0,1.1
IMP,5173,ASCENT,222.0,16.2,10.8,5.0,5.4,133.34,22.4,59.4,11,9,4.05,2.6999999999999997,1.25,0.55,0.44999999999999996,22,2,1.0,0.0,0.0,1.0,0.0,0.0,0.0,4,2,25.0,1.2499999999999998,1.0,0.05,1,0,0,0,0,1,0,0,1,1,0,0,1,0,Real,13,7,10,2,3,5,1.1,20,65.0,83.33,37.5,W,IMP,2,2,100.0,2,2,100.0,1,0,0.0,6,3,50.0,11,8,73.0,Real Esports,1.0,1.1
IMP,5173,SPLIT,262.2,13.0,5.6,5.0,7.4,157.98,15.4,74.2,10,3,5.0,2.16,1.92,0.76,0.22999999999999998,9,7,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1,3,17.0,1.3,1.0,0.08,1,1,0,0,0,1,0,0,1,0,1,0,0,0,Real,13,0,12,0,1,0,1.1,13,100.0,100.0,100.0,W,IMP,2,2,100.0,2,2,100.0,0,0,0.0,2,2,100.0,9,9,100.0,Real Esports,1.0,1.1
IMP,5276,BIND,201.2,17.4,14.4,5.4,3.0,119.4,21.2,46.4,16,8,3.6399999999999997,2.99,1.12,0.65,0.33,22,0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,12,0,24.0,0.9999999999999999,2.0,0.08,1,1,0,0,0,1,0,0,1,0,0,0,1,0,novi,13,11,3,9,10,2,1.12,24,54.17,25.0,83.33,W,IMP,2,2,100.0,2,2,100.0,3,0,0.0,5,3,60.0,14,8,57.0,novidades em breve,1.0,1.12
IMP,5276,SPLIT,217.8,14.0,9.2,2.2,4.8,124.54,19.8,53.2,11,6,4.12,2.71,0.65,0.6500000000000001,0.36,13,4,1.0,0.0,1.0,1.0,0.0,0.0,0.0,9,1,18.0,1.0699999999999998,2.0,0.12,1,1,0,0,0,1,0,0,1,0,1,0,0,0,novi,13,4,4,1,9,3,1.12,17,76.47,80.0,75.0,W,IMP,2,2,100.0,2,2,100.0,0,0,0.0,2,2,100.0,13,9,69.0,novidades em breve,1.0,1.12
IMP,5284,ASCENT,210.8,17.8,18.0,5.4,-0.2,125.92,22.2,51.4,15,9,3.71,3.75,1.1099999999999999,0.6200000000000001,0.36000000000000004,21,6,0.0,0.0,2.0,1.0,0.0,0.0,0.0,8,2,27.0,1.12,3.0,0.12,1,1,0,0,0,1,0,0,1,0,0,0,1,0,RED,13,11,7,5,6,6,1.12,24,54.17,58.33,50.0,W,IMP,2,2,100.0,2,2,100.0,5,3,60.0,6,3,50.0,11,5,45.0,RED,1.0,1.12
IMP,5284,BIND,171.4,12.4,16.2,3.0,-3.8,111.32,20.8,42.6,14,7,2.95,3.85,0.71,0.6799999999999999,0.34,8,3,1.0,0.0,2.0,0.0,0.0,0.0,0.0,10,2,12.0,0.58,2.0,0.1,1,1,0,0,0,1,0,0,1,0,0,0,1,0,RED,8,13,2,7,6,6,1.12,21,38.1,22.22,50.0,L,IMP,2,2,100.0,4,2,50.0,2,0,0.0,3,1,33.0,12,5,42.0,RED,1.0,1.12
IMP,5284,SPLIT,252.8,13.4,6.4,3.6,7.0,146.26,17.4,68.2,10,4,4.8,2.29,1.2799999999999998,0.72,0.28,16,2,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2,8,18.0,1.29,2.0,0.14,1,1,0,0,0,1,0,0,1,0,1,0,0,0,RED,13,1,11,1,2,0,1.12,14,92.86,91.67,100.0,W,IMP,2,2,100.0,2,2,100.0,0,0,0.0,4,4,100.0,8,7,88.0,RED,1.0,1.12
IMP,6053,HAVEN,208.0,16.4,15.6,5.8,0.8,134.16,22.4,50.6,10,13,3.5599999999999996,3.3999999999999995,1.25,0.42,0.56,16,6,0.0,0.0,1.0,0.0,1.0,0.0,0.0,8,5,22.0,0.9500000000000001,2.0,0.08,1,0,0,1,0,1,0,0,1,0,0,0,1,0,oNe,13,10,8,3,5,7,1.12,23,56.52,72.73,41.67,W,IMP,2,2,100.0,2,2,100.0,2,0,0.0,5,4,80.0,14,7,50.0,oNe,1.0,1.12
IMP,6053,SPLIT,215.2,22.6,21.6,5.6,1.0,135.4,20.4,45.0,16,14,3.76,3.6,0.93,0.53,0.46,19,5,2.0,0.0,3.0,1.0,0.0,0.0,0.0,12,3,26.0,0.8700000000000001,4.0,0.13,1,1,0,0,0,1,0,0,1,0,1,0,0,0,oNe,16,14,6,6,6,6,1.12,30,53.33,50.0,50.0,W,IMP,2,2,100.0,2,2,100.0,2,1,50.0,11,6,55.0,15,7,47.0,oNe,1.0,1.12
IMP,6527,ASCENT,184.8,10.8,15.0,3.8,-4.2,139.92,24.8,55.8,5,13,3.0,4.159999999999999,1.05,0.29,0.72,12,2,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2,3,15.0,0.8400000000000001,1.0,0.06,1,1,0,0,0,1,0,0,1,0,0,0,1,0,paiN,5,13,5,7,0,6,0.0,18,27.78,41.67,0.0,L,IMP,0,2,0.0,4,0,0.0,2,0,0.0,2,0,0.0,10,5,50.0,paiN,1.0,0.0
IMP,6527,HAVEN,227.0,16.6,14.2,6.4,2.4,134.68,18.8,50.8,10,11,3.95,3.37,1.53,0.48,0.54,13,5,2.0,0.0,1.0,1.0,0.0,0.0,0.0,7,7,20.0,0.9500000000000001,2.0,0.1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,paiN,13,8,10,2,3,6,0.0,21,61.9,83.33,33.33,W,IMP,2,2,100.0,2,2,100.0,1,0,0.0,5,2,40.0,13,9,69.0,paiN,1.0,0.0
IMP,6527,SPLIT,196.2,15.4,15.2,3.6,0.2,114.6,15.2,46.8,6,17,3.35,3.3000000000000003,0.78,0.26,0.7300000000000001,16,4,0.0,1.0,3.0,0.0,0.0,0.0,0.0,10,1,21.0,0.91,3.0,0.12,1,1,0,0,0,1,0,0,1,0,1,0,0,0,paiN,13,10,4,7,9,3,0.0,23,56.52,36.36,75.0,W,IMP,1,2,50.0,5,1,20.0,0,0,0.0,3,1,33.0,15,11,73.0,paiN,1.0,0.0
IMP,6684,BIND,185.2,14.2,16.0,4.2,-1.8,118.06,22.0,45.8,12,11,3.08,3.49,0.91,0.53,0.48,11,4,1.0,0.0,0.0,1.0,0.0,0.0,0.0,5,3,16.0,0.7,1.0,0.04,1,1,0,0,0,1,0,0,1,0,0,0,1,0,paiN,10,13,6,6,4,7,1.12,23,43.48,50.0,36.36,L,IMP,2,2,100.0,2,2,100.0,2,0,0.0,6,3,50.0,13,5,38.0,paiN,1.0,1.12
IMP,6684,HAVEN,198.8,15.8,13.2,5.0,2.6,121.48,16.4,51.0,9,14,3.43,2.8600000000000003,1.08,0.39,0.61,19,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9,3,22.0,0.96,1.0,0.04,1,0,0,1,0,1,0,0,1,0,0,0,1,0,paiN,13,10,5,7,8,3,1.12,23,56.52,41.67,72.73,W,IMP,1,2,50.0,3,2,67.0,0,0,0.0,5,4,80.0,15,7,47.0,paiN,1.0,1.12
IMP,6684,SPLIT,193.0,11.0,14.6,3.6,-3.6,112.8,13.6,48.4,6,11,3.23,4.279999999999999,1.0699999999999998,0.36,0.6599999999999999,7,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,1,12.0,0.72,0.0,0.0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,paiN,4,13,2,10,2,3,1.12,17,23.53,16.67,40.0,L,IMP,0,2,0.0,4,0,0.0,2,0,0.0,4,2,50.0,7,2,29.0,paiN,1.0,1.12
IMP,6797,BIND,191.8,13.8,17.0,4.4,-3.2,131.72,21.8,54.4,7,15,3.1399999999999997,3.86,1.01,0.32999999999999996,0.6799999999999999,8,5,2.0,0.0,3.0,0.0,0.0,0.0,0.0,8,2,15.0,0.69,3.0,0.14,1,1,0,0,0,1,0,0,1,0,0,0,1,0,GL,9,13,4,8,5,5,1.12,22,40.91,33.33,50.0,L,IMP,0,2,0.0,4,0,0.0,2,0,0.0,4,2,50.0,12,7,58.0,GL,1.0,1.12
IMP,6797,SPLIT,181.8,9.6,13.0,2.8,-3.4,108.32,21.6,48.6,9,7,3.0,4.07,0.87,0.56,0.42,8,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,11.0,0.68,0.0,0.0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,GL,3,13,1,3,2,10,1.12,16,18.75,25.0,16.67,L,IMP,0,2,0.0,3,0,0.0,2,0,0.0,6,2,33.0,5,1,20.0,GL,1.0,1.12
IMP,8236,ASCENT,214.2,16.4,12.6,5.2,3.8,142.98,24.8,64.6,14,8,3.7199999999999998,2.87,1.19,0.64,0.38,12,8,0.0,0.0,1.0,1.0,0.0,0.0,0.0,8,1,20.0,0.9099999999999999,2.0,0.1,1,1,0,0,0,1,0,0,1,0,0,0,1,0,Bimb,13,9,6,6,7,3,1.14,22,59.09,50.0,70.0,W,IMP,1,2,50.0,3,1,33.0,1,1,100.0,5,3,60.0,13,8,62.0,Bimbonkers,1.0,1.14
IMP,8246,ASCENT,231.4,15.4,9.6,5.0,5.8,134.44,22.6,52.6,10,8,4.2700000000000005,2.6700000000000004,1.3800000000000001,0.5700000000000001,0.44,11,7,1.0,0.0,0.0,2.0,0.0,0.0,0.0,8,2,19.0,1.06,2.0,0.12,1,1,0,0,0,1,0,0,1,0,0,0,1,0,CONC,13,5,6,0,7,5,1.14,18,72.22,100.0,58.33,W,IMP,2,2,100.0,2,2,100.0,0,0,0.0,7,6,86.0,9,5,56.0,CONCENTRA SOVA,1.0,1.14
IMP,8246,BIND,220.6,16.6,12.0,6.6,4.6,150.04,22.2,71.8,16,5,3.96,2.86,1.58,0.7600000000000001,0.25,16,2,2.0,0.0,0.0,1.0,0.0,0.0,0.0,8,4,20.0,0.9500000000000001,1.0,0.05,1,1,0,0,0,1,0,0,1,0,0,0,1,0,CONC,13,8,9,3,4,5,1.14,21,61.9,75.0,44.44,W,IMP,0,2,0.0,4,1,25.0,1,0,0.0,2,1,50.0,14,11,79.0,CONCENTRA SOVA,1.0,1.14
IMP,8297,ASCENT,231.4,17.8,15.0,5.0,2.8,152.8,23.0,57.4,8,13,4.23,3.57,1.19,0.39,0.62,14,4,1.0,1.0,1.0,3.0,0.0,0.0,0.0,6,6,20.0,0.96,4.0,0.2,1,1,0,0,0,1,0,0,0,0,1,0,1,0,BD,13,8,7,5,6,3,0.0,21,61.9,58.33,66.67,W,IMP,1,2,50.0,3,1,33.0,1,0,0.0,3,2,67.0,14,10,71.0,BD,1.0,0.0
IMP,8297,BIND,203.0,18.0,16.4,6.8,1.6,136.96,27.0,54.6,12,14,3.46,3.16,1.31,0.45999999999999996,0.5499999999999999,23,5,0.0,0.0,2.0,0.0,0.0,0.0,0.0,9,2,28.0,1.08,2.0,0.08,1,1,0,0,0,1,0,0,1,0,0,0,1,0,BD,14,12,6,6,6,6,0.0,26,53.85,50.0,50.0,W,IMP,0,2,0.0,4,0,0.0,1,0,0.0,1,1,100.0,20,13,65.0,BD,1.0,0.0
IMP,8298,ASCENT,156.2,7.8,14.4,2.0,-6.6,98.22,18.6,41.2,5,11,2.43,4.51,0.6300000000000001,0.3,0.67,7,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,8.0,0.49,0.0,0.0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,VKS,3,13,3,7,0,4,0.0,16,18.75,30.0,0.0,L,IMP,0,2,0.0,5,0,0.0,1,0,0.0,4,1,25.0,6,2,33.0,VKS,1.0,0.0
IMP,8298,BIND,160.4,9.2,15.2,4.6,-6.0,119.02,23.4,51.4,6,12,2.5500000000000003,4.22,1.28,0.33999999999999997,0.67,7,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3,1,10.0,0.5700000000000001,1.0,0.06,1,1,0,0,0,1,0,0,1,0,0,0,1,0,VKS,5,13,2,10,3,3,0.0,18,27.78,16.67,50.0,L,IMP,0,2,0.0,4,0,0.0,3,0,0.0,1,1,100.0,10,4,40.0,VKS,1.0,0.0
IMP,8298,HAVEN,165.6,10.2,14.6,3.4,-4.4,109.84,26.2,42.0,11,8,2.6799999999999997,3.8400000000000003,0.9,0.59,0.43000000000000005,8,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2,11.0,0.5900000000000001,0.0,0.0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,VKS,6,13,5,7,1,6,0.0,19,31.58,41.67,14.29,L,IMP,2,2,100.0,3,2,67.0,3,0,0.0,5,2,40.0,8,2,25.0,VKS,1.0,0.0
IMP,8298,ICEBOX,226.4,19.8,18.6,5.6,1.2,147.58,21.2,55.0,11,15,3.81,3.57,1.08,0.42000000000000004,0.59,15,7,1.0,0.0,2.0,0.0,0.0,0.0,0.0,10,1,23.0,0.89,2.0,0.08,1,0,0,0,0,1,0,0,0,1,1,0,1,0,VKS,14,12,5,7,7,5,0.0,26,53.85,41.67,58.33,W,IMP,0,2,0.0,4,0,0.0,1,0,0.0,3,2,67.0,18,12,67.0,VKS,1.0,0.0
IMP,9104,ASCENT,209.4,21.8,21.6,8.2,0.2,138.38,20.8,46.4,16,14,3.63,3.6100000000000003,1.36,0.53,0.46,19,4,2.0,0.0,0.0,1.0,1.0,0.0,0.0,10,2,25.0,0.83,2.0,0.06,1,1,0,0,0,1,0,0,0,0,1,0,1,0,fave,16,14,6,6,6,6,2.01,30,53.33,50.0,50.0,W,IMP,2,2,100.0,2,2,100.0,2,0,0.0,9,5,56.0,17,9,53.0,favela aimers,1.0,2.01
IMP,9104,BIND,208.0,17.6,15.2,6.8,2.4,127.96,26.4,54.4,12,12,3.67,3.17,1.4100000000000001,0.49,0.49,20,5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4,2,26.0,1.07,0.0,0.0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,fave,13,11,11,1,2,10,2.01,24,54.17,91.67,16.67,W,IMP,1,2,50.0,3,1,33.0,3,0,0.0,3,3,100.0,15,9,60.0,favela aimers,1.0,2.01
IMP,9260,ASCENT,182.8,11.4,16.0,3.6,-4.6,116.06,24.6,47.6,9,10,3.0,4.21,0.9400000000000001,0.47000000000000003,0.52,11,3,0.0,0.0,1.0,0.0,1.0,0.0,0.0,7,1,14.0,0.74,2.0,0.1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,VKS,6,13,2,5,4,8,2.01,19,31.58,28.57,33.33,L,IMP,0,2,0.0,4,0,0.0,3,0,0.0,2,0,0.0,10,6,60.0,VKS,1.0,2.01
IMP,9426,ASCENT,221.4,18.6,16.2,5.8,2.4,146.6,23.4,65.0,13,11,3.87,3.38,1.2,0.5299999999999999,0.45,16,5,1.0,1.0,1.0,0.0,0.0,0.0,0.0,10,2,23.0,0.96,1.0,0.04,1,1,0,0,0,1,0,0,0,0,1,0,1,0,DLWZK,13,11,5,7,8,4,2.01,24,54.17,41.67,66.67,W,IMP,1,2,50.0,4,1,25.0,2,0,0.0,5,3,60.0,13,9,69.0,DLWZK,1.0,2.01
IMP,9426,BIND,230.2,15.2,10.6,7.8,4.6,135.5,21.8,53.2,14,4,4.22,2.95,2.17,0.79,0.22999999999999998,13,4,2.0,0.0,0.0,3.0,0.0,0.0,0.0,10,4,19.0,1.07,3.0,0.18,1,1,0,0,0,1,0,0,1,0,0,0,1,0,DLWZK,13,5,5,1,8,4,2.01,18,72.22,83.33,66.67,W,IMP,2,2,100.0,2,2,100.0,0,0,0.0,8,8,100.0,8,3,38.0,DLWZK,1.0,2.01
