Player,ACS,K,D,A,KD_DIFF,ADR,HS%,FK,FD,FK_FD_DIFF,match_id,Team,Opp_Team,Map,Num_maps,Patch
bNhardneja,198,13,15,4,-2,117.1,26,2,1,1,2739,HAVAN,Zool,MATCH,1,1.07
Myssen,158,11,17,3,-6,104.1,38,1,3,-2,2739,HAVAN,Zool,MATCH,1,1.07
pleets,151,11,15,3,-4,110.4,12,1,1,0,2739,HAVAN,Zool,MATCH,1,1.07
Tubarão,316,22,15,8,7,193.7,19,3,3,0,2739,Zool,HAVAN,MATCH,1,1.07
Canguru,225,15,12,4,3,151.4,24,3,1,2,2739,Zool,HAVAN,MATCH,1,1.07
Pavão,211,17,13,8,4,123.4,35,3,3,0,2739,Zool,HAVAN,MATCH,1,1.07
Peixe,199,16,15,2,1,99.5,17,2,0,2,2739,Zool,HAVAN,MATCH,1,1.07
Lobo,129,8,15,4,-7,93.0,5,0,2,-2,2739,Zool,HAVAN,MATCH,1,1.07
chase,280,70,41,10,29,180.0,34,10,3,7,2747,N2B,HAVAN,MATCH,3,1.06
bielthemagician,218,47,42,28,5,147.5,25,1,6,-5,2747,N2B,HAVAN,MATCH,3,1.06
gaabxx,213,50,38,12,12,122.5,11,8,5,3,2747,N2B,HAVAN,MATCH,3,1.06
Gabriel,167,36,48,10,-12,134.3,18,3,3,0,2747,N2B,HAVAN,MATCH,3,1.06
MATHR,142,31,49,16,-18,92.8,19,11,15,-4,2747,N2B,HAVAN,MATCH,3,1.06
bNhardneja,216,47,41,16,6,122.3,8,5,4,1,2747,HAVAN,N2B,MATCH,3,1.06
pMdr1,215,47,54,19,-7,143.1,27,11,5,6,2747,HAVAN,N2B,MATCH,3,1.06
shion,212,49,43,27,6,137.0,25,4,5,-1,2747,HAVAN,N2B,MATCH,3,1.06
Myssen,170,36,53,16,-17,109.4,38,7,11,-4,2747,HAVAN,N2B,MATCH,3,1.06
pleets,163,35,43,21,-8,96.3,13,5,8,-3,2747,HAVAN,N2B,MATCH,3,1.06
delevingne,346,24,15,4,9,169.6,18,9,5,4,2443,FF,HAVAN,MATCH,1,1.07
