Player,Agents,ACS,K,D,A,KD_DIFF,ADR,HS%,FK,FD,FK_FD_DIFF,match_id,Team,Opp_Team,rounds_won,rounds_lost,ct_rounds_won,ct_rounds_lost,t_rounds_won,t_rounds_lost,Map,Patch
sant,reyna,225,14,17,6,-3,136.2,25,5,3,2,4902,eRa,HL,6,13,2,5,4,8,HAVEN,
boltiNxd,killjoy,225,15,14,3,1,136.0,15,2,1,1,4902,eRa,HL,6,13,2,5,4,8,HAVEN,
Magic,jett,190,11,17,5,-6,127.2,16,4,2,2,4902,eRa,HL,6,13,2,5,4,8,HAVEN,
bUURST,sova,189,14,15,1,-1,119.2,28,2,0,2,4902,eRa,HL,6,13,2,5,4,8,HAVEN,
Sasaki,omen,147,11,15,3,-4,83.8,13,0,0,0,4902,eRa,HL,6,13,2,5,4,8,HAVEN,
shion,sova,290,20,13,6,7,148.3,32,2,0,2,4902,HL,eRa,13,6,8,4,5,2,HAVEN,
pleets,omen,283,17,15,9,2,180.1,14,1,3,-2,4902,HL,eRa,13,6,8,4,5,2,HAVEN,
pMdr1,reyna,221,15,13,5,2,146.6,29,1,5,-4,4902,HL,eRa,13,6,8,4,5,2,HAVEN,
bNhardneja,jett,210,15,11,3,4,137.8,24,2,2,0,4902,HL,eRa,13,6,8,4,5,2,HAVEN,
Myssen,cypher,164,11,13,2,-2,106.7,42,0,3,-3,4902,HL,eRa,13,6,8,4,5,2,HAVEN,
pMdr1,reyna,306,21,6,5,15,163.0,55,5,0,5,4901,HL,Furn,13,4,4,1,9,3,BIND,
shion,sova,282,18,6,5,12,165.1,63,4,0,4,4901,HL,Furn,13,4,4,1,9,3,BIND,
bNhardneja,raze,279,17,12,5,5,162.3,9,5,0,5,4901,HL,Furn,13,4,4,1,9,3,BIND,
pleets,omen,151,10,8,4,2,79.2,5,1,0,1,4901,HL,Furn,13,4,4,1,9,3,BIND,
Myssen,cypher,142,8,9,9,-1,95.8,23,1,1,0,4901,HL,Furn,13,4,4,1,9,3,BIND,
p9dro,omen,276,16,14,4,2,165.2,31,0,1,-1,4901,Furn,HL,4,13,3,9,1,4,BIND,
pit,cypher,161,9,15,4,-6,95.3,16,0,3,-3,4901,Furn,HL,4,13,3,9,1,4,BIND,
Physicx,sova,151,8,13,4,-5,101.1,30,0,2,-2,4901,Furn,HL,4,13,3,9,1,4,BIND,
Vai,jett,107,6,16,1,-10,70.1,29,1,3,-2,4901,Furn,HL,4,13,3,9,1,4,BIND,
Fedrigues,phoenix,80,2,16,5,-14,66.7,22,0,7,-7,4901,Furn,HL,4,13,3,9,1,4,BIND,
New,reyna,172,8,14,0,-6,110.8,15,0,2,-2,4898,A-fo,HL,1,13,1,1,0,12,BIND,
ãGBã,sova,119,5,14,1,-9,73.9,24,1,3,-2,4898,A-fo,HL,1,13,1,1,0,12,BIND,
WendyJr,raze,103,3,14,3,-11,58.4,8,0,2,-2,4898,A-fo,HL,1,13,1,1,0,12,BIND,
iSaeky,omen,74,3,14,1,-11,43.3,5,0,4,-4,4898,A-fo,HL,1,13,1,1,0,12,BIND,
Asuna,killjoy,54,3,13,1,-10,37.1,31,0,2,-2,4898,A-fo,HL,1,13,1,1,0,12,BIND,
pMdr1,reyna,350,18,4,5,14,210.9,31,6,1,5,4898,HL,A-fo,13,1,12,0,1,1,BIND,
bNhardneja,raze,324,15,7,10,8,221.4,18,2,0,2,4898,HL,A-fo,13,1,12,0,1,1,BIND,
Myssen,cypher,312,18,2,2,16,191.9,61,1,0,1,4898,HL,A-fo,13,1,12,0,1,1,BIND,
pleets,omen,300,15,7,7,8,166.0,16,4,0,4,4898,HL,A-fo,13,1,12,0,1,1,BIND,
shion,sova,57,3,2,10,1,34.5,33,0,0,0,4898,HL,A-fo,13,1,12,0,1,1,BIND,
shion,sova,286,18,15,12,3,197.5,26,1,3,-2,4437,HL,eRa,7,13,2,6,5,7,HAVEN,
Myssen,cypher,220,16,14,6,2,148.7,30,1,0,1,4437,HL,eRa,7,13,2,6,5,7,HAVEN,
pMdr1,phoenix,207,15,18,4,-3,144.2,33,4,3,1,4437,HL,eRa,7,13,2,6,5,7,HAVEN,
bNhardneja,raze,192,11,14,7,-3,135.4,9,1,4,-3,4437,HL,eRa,7,13,2,6,5,7,HAVEN,
pleets,omen,146,11,15,2,-4,106.1,28,2,1,1,4437,HL,eRa,7,13,2,6,5,7,HAVEN,
Magic,jett,312,24,13,5,11,180.6,17,5,2,3,4437,eRa,HL,13,7,7,5,6,2,HAVEN,
boltiNxd,cypher,229,17,16,7,1,141.3,21,0,2,-2,4437,eRa,HL,13,7,7,5,6,2,HAVEN,
Sasaki,omen,193,15,14,5,1,123.8,21,0,0,0,4437,eRa,HL,13,7,7,5,6,2,HAVEN,
bUURST,sova,180,12,12,11,0,122.6,24,1,2,-1,4437,eRa,HL,13,7,7,5,6,2,HAVEN,
sant,phoenix,164,8,16,10,-8,102.6,33,5,3,2,4437,eRa,HL,13,7,7,5,6,2,HAVEN,
pit,cypher,198,11,13,5,-2,119.0,28,0,2,-2,4436,Furn,HL,3,13,1,11,2,2,HAVEN,
Physicx,sova,196,9,14,5,-5,133.3,19,1,1,0,4436,Furn,HL,3,13,1,11,2,2,HAVEN,
p9dro,omen,149,8,15,0,-7,95.8,23,0,4,-4,4436,Furn,HL,3,13,1,11,2,2,HAVEN,
Fedrigues,phoenix,110,5,16,2,-11,63.9,8,0,5,-5,4436,Furn,HL,3,13,1,11,2,2,HAVEN,
Vai,jett,101,5,16,1,-11,72.4,11,1,2,-1,4436,Furn,HL,3,13,1,11,2,2,HAVEN,
pleets,omen,328,20,8,10,12,223.4,18,4,0,4,4436,HL,Furn,13,3,2,2,11,1,HAVEN,
pMdr1,phoenix,301,18,8,1,10,181.8,43,3,0,3,4436,HL,Furn,13,3,2,2,11,1,HAVEN,
bNhardneja,raze,236,13,9,4,4,126.9,20,3,0,3,4436,HL,Furn,13,3,2,2,11,1,HAVEN,
shion,sova,209,13,5,10,8,126.4,28,2,2,0,4436,HL,Furn,13,3,2,2,11,1,HAVEN,
Myssen,cypher,145,10,8,2,2,99.0,35,2,0,2,4436,HL,Furn,13,3,2,2,11,1,HAVEN,
bNhardneja,raze,447,23,5,5,18,266.4,15,5,0,5,4433,HL,A-fo,13,1,11,1,2,0,HAVEN,
pMdr1,phoenix,338,17,6,2,11,198.5,27,3,0,3,4433,HL,A-fo,13,1,11,1,2,0,HAVEN,
Myssen,cypher,225,12,3,3,9,118.2,48,0,1,-1,4433,HL,A-fo,13,1,11,1,2,0,HAVEN,
shion,sova,168,9,3,7,6,118.9,30,3,1,2,4433,HL,A-fo,13,1,11,1,2,0,HAVEN,
pleets,omen,139,7,4,4,3,104.7,12,1,0,1,4433,HL,A-fo,13,1,11,1,2,0,HAVEN,
New,reyna,181,8,13,1,-5,129.9,9,0,2,-2,4433,A-fo,HL,1,13,0,2,1,11,HAVEN,
iLadyTRz,sova,136,6,13,1,-7,73.5,16,0,2,-2,4433,A-fo,HL,1,13,0,2,1,11,HAVEN,
TioK1ll3R,sage,96,3,14,3,-11,65.9,4,1,2,-1,4433,A-fo,HL,1,13,0,2,1,11,HAVEN,
WendyJr,cypher,58,3,14,1,-11,34.6,13,1,2,-1,4433,A-fo,HL,1,13,0,2,1,11,HAVEN,
iSaeky,omen,12,0,14,1,-14,12.6,0,0,4,-4,4433,A-fo,HL,1,13,0,2,1,11,HAVEN,
delevingne,reyna,384,21,9,2,12,224.6,30,5,2,3,3063,FF,HL,13,1,2,0,11,1,HAVEN,
fzkk,raze,254,12,10,5,2,156.9,13,2,2,0,3063,FF,HL,13,1,2,0,11,1,HAVEN,
dragonite,cypher,244,14,4,7,10,151.9,26,1,0,1,3063,FF,HL,13,1,2,0,11,1,HAVEN,
krain,sova,236,11,6,8,5,150.8,15,0,1,-1,3063,FF,HL,13,1,2,0,11,1,HAVEN,
v1xen,omen,108,8,6,4,2,47.4,18,1,0,1,3063,FF,HL,13,1,2,0,11,1,HAVEN,
pMdr1,phoenix,243,10,14,1,-4,159.9,42,2,3,-1,3063,HL,FF,1,13,1,11,0,2,HAVEN,
Myssen,cypher,175,8,13,0,-5,117.5,48,1,4,-3,3063,HL,FF,1,13,1,11,0,2,HAVEN,
shion,sova,163,7,14,3,-7,101.6,30,1,0,1,3063,HL,FF,1,13,1,11,0,2,HAVEN,
pleets,omen,110,6,13,3,-7,65.9,14,1,1,0,3063,HL,FF,1,13,1,11,0,2,HAVEN,
bNhardneja,jett,97,4,12,1,-8,58.0,31,0,1,-1,3063,HL,FF,1,13,1,11,0,2,HAVEN,
gtnziN,omen,264,20,16,2,4,146.4,20,2,5,-3,3059,VKS,HL,9,13,3,9,6,4,ASCENT,
fuzari,killjoy,200,16,16,1,0,131.7,27,2,2,0,3059,VKS,HL,9,13,3,9,6,4,ASCENT,
deNaro,sova,153,11,17,7,-6,103.1,13,1,3,-2,3059,VKS,HL,9,13,3,9,6,4,ASCENT,
BrinkssJ,phoenix,150,8,19,11,-11,107.6,19,4,2,2,3059,VKS,HL,9,13,3,9,6,4,ASCENT,
cad,jett,102,9,15,0,-6,112.2,17,0,1,-1,3059,VKS,HL,9,13,3,9,6,4,ASCENT,
shion,sova,252,21,13,8,8,183.5,21,4,2,2,3059,HL,VKS,13,9,4,6,9,3,ASCENT,
pleets,omen,222,16,13,6,3,147.3,22,2,2,0,3059,HL,VKS,13,9,4,6,9,3,ASCENT,
Myssen,cypher,201,14,15,7,-1,128.2,36,2,2,0,3059,HL,VKS,13,9,4,6,9,3,ASCENT,
bNhardneja,jett,198,15,13,3,2,132.9,18,3,0,3,3059,HL,VKS,13,9,4,6,9,3,ASCENT,
pMdr1,phoenix,194,16,11,6,5,103.3,37,2,3,-1,3059,HL,VKS,13,9,4,6,9,3,ASCENT,
pleets,omen,258,20,15,6,5,161.5,13,6,0,6,3055,HL,Come,13,10,6,6,7,4,HAVEN,
shion,sova,216,19,12,6,7,126.7,24,3,0,3,3055,HL,Come,13,10,6,6,7,4,HAVEN,
bNhardneja,jett,207,15,14,8,1,129.7,13,3,2,1,3055,HL,Come,13,10,6,6,7,4,HAVEN,
Myssen,cypher,195,14,15,5,-1,126.4,45,3,2,1,3055,HL,Come,13,10,6,6,7,4,HAVEN,
pMdr1,phoenix,145,12,17,4,-5,136.0,30,2,2,0,3055,HL,Come,13,10,6,6,7,4,HAVEN,
dabliuZNEY,killjoy,232,18,19,4,-1,141.1,11,1,5,-4,3055,Come,HL,10,13,4,7,6,6,HAVEN,
PxL,phoenix,205,15,17,8,-2,127.0,15,2,5,-3,3055,Come,HL,10,13,4,7,6,6,HAVEN,
PROGRAMMER,omen,178,15,16,6,-1,126.4,24,2,2,0,3055,Come,HL,10,13,4,7,6,6,HAVEN,
why,cypher,153,11,17,4,-6,95.0,17,0,2,-2,3055,Come,HL,10,13,4,7,6,6,HAVEN,
BladeZ,jett,143,13,11,1,2,82.1,25,1,3,-2,3055,Come,HL,10,13,4,7,6,6,HAVEN,
patochovsk,raze,232,19,19,10,0,156.0,13,2,2,0,6631,VK,HL,13,15,4,8,8,4,HAVEN,
NikkoLAN,jett,228,21,20,6,1,144.9,21,6,3,3,6631,VK,HL,13,15,4,8,8,4,HAVEN,
FLG1,omen,182,20,21,5,-1,146.4,25,4,4,0,6631,VK,HL,13,15,4,8,8,4,HAVEN,
NANZIN,sova,169,17,17,7,0,95.6,38,2,2,0,6631,VK,HL,13,15,4,8,8,4,HAVEN,
flainzz,killjoy,165,15,18,5,-3,122.1,13,1,2,-1,6631,VK,HL,13,15,4,8,8,4,HAVEN,
shion,sova,260,25,14,13,11,161.5,16,3,3,0,6631,HL,VK,15,13,4,8,8,4,HAVEN,
pMdr1,reyna,250,26,22,3,4,147.4,32,6,4,2,6631,HL,VK,15,13,4,8,8,4,HAVEN,
Myssen,cypher,163,16,16,5,0,135.3,33,0,0,0,6631,HL,VK,15,13,4,8,8,4,HAVEN,
bNhardneja,jett,158,13,21,5,-8,101.0,9,2,4,-2,6631,HL,VK,15,13,4,8,8,4,HAVEN,
pleets,omen,150,15,19,9,-4,88.3,20,2,4,-2,6631,HL,VK,15,13,4,8,8,4,HAVEN,
NikkoLAN,jett,258,31,20,5,11,169.2,23,4,2,2,6631,VK,HL,15,17,7,5,5,7,ASCENT,
patochovsk,raze,233,27,20,7,7,133.6,9,5,3,2,6631,VK,HL,15,17,7,5,5,7,ASCENT,
FLG1,omen,204,20,23,9,-3,125.6,17,3,1,2,6631,VK,HL,15,17,7,5,5,7,ASCENT,
NANZIN,sova,159,17,22,7,-5,100.6,28,5,5,0,6631,VK,HL,15,17,7,5,5,7,ASCENT,
flainzz,killjoy,146,14,22,4,-8,86.5,7,2,2,0,6631,VK,HL,15,17,7,5,5,7,ASCENT,
shion,sova,230,25,20,12,5,150.3,22,2,1,1,6631,HL,VK,17,15,7,5,5,7,ASCENT,
Myssen,cypher,220,26,21,5,5,150.1,39,1,3,-2,6631,HL,VK,17,15,7,5,5,7,ASCENT,
pMdr1,reyna,197,21,26,6,-5,121.8,24,2,6,-4,6631,HL,VK,17,15,7,5,5,7,ASCENT,
pleets,omen,177,21,19,8,2,111.8,21,2,4,-2,6631,HL,VK,17,15,7,5,5,7,ASCENT,
bNhardneja,jett,160,14,23,9,-9,135.9,8,6,5,1,6631,HL,VK,17,15,7,5,5,7,ASCENT,
shion,sova,341,25,9,16,16,195.2,22,2,1,1,6629,HL,tiob,13,7,6,6,7,1,ASCENT,
pleets,omen,242,18,13,8,5,205.9,12,5,0,5,6629,HL,tiob,13,7,6,6,7,1,ASCENT,
pMdr1,reyna,184,14,14,3,0,116.8,18,1,2,-1,6629,HL,tiob,13,7,6,6,7,1,ASCENT,
bNhardneja,jett,176,13,13,7,0,181.5,29,2,2,0,6629,HL,tiob,13,7,6,6,7,1,ASCENT,
Myssen,cypher,131,8,10,7,-2,82.2,26,2,3,-1,6629,HL,tiob,13,7,6,6,7,1,ASCENT,
Hastad,raze,266,15,17,6,-2,169.6,7,2,5,-3,6629,tiob,HL,7,13,1,7,6,6,ASCENT,
dtt1,jett,189,13,16,1,-3,110.6,21,1,2,-1,6629,tiob,HL,7,13,1,7,6,6,ASCENT,
Rub1ka,omen,183,14,16,5,-2,119.6,22,4,4,0,6629,tiob,HL,7,13,1,7,6,6,ASCENT,
NandeX,sova,178,11,14,10,-3,122.1,9,0,1,-1,6629,tiob,HL,7,13,1,7,6,6,ASCENT,
Igaum,cypher,96,6,15,2,-9,71.0,22,1,0,1,6629,tiob,HL,7,13,1,7,6,6,ASCENT,
pleets,omen,325,21,8,8,13,190.4,20,3,0,3,6629,HL,tiob,13,5,4,2,9,3,HAVEN,
shion,sova,250,15,9,10,6,146.4,29,1,1,0,6629,HL,tiob,13,5,4,2,9,3,HAVEN,
pMdr1,reyna,230,15,11,3,4,138.0,35,6,4,2,6629,HL,tiob,13,5,4,2,9,3,HAVEN,
bNhardneja,jett,185,13,11,1,2,128.5,23,1,0,1,6629,HL,tiob,13,5,4,2,9,3,HAVEN,
