Player,Agents,ACS,K,D,A,KD_DIFF,ADR,HS%,FK,FD,FK_FD_DIFF,match_id,Team,Opp_Team,rounds_won,rounds_lost,ct_rounds_won,ct_rounds_lost,t_rounds_won,t_rounds_lost,Map,Patch
bielthemagician,sova,116,8,17,6,-9,70.4,30,1,3,-2,8607,aim,Rise,8,13,5,7,3,6,HAVEN,
Slag,cypher,322,20,10,4,10,194.9,43,5,1,4,8607,Rise,aim,13,3,11,1,2,2,ASCENT,
leonzhet,sova,305,17,8,10,9,158.5,26,1,1,0,8607,Rise,aim,13,3,11,1,2,2,ASCENT,
GuhRVN,brimstone,233,11,9,10,2,140.8,21,1,1,0,8607,Rise,aim,13,3,11,1,2,2,ASCENT,
glym,jett,203,12,11,2,1,121.9,10,1,1,0,8607,Rise,aim,13,3,11,1,2,2,ASCENT,
DmL,reyna,142,9,9,4,0,81.4,16,2,2,0,8607,Rise,aim,13,3,11,1,2,2,ASCENT,
chase,raze,340,17,14,5,3,207.9,20,2,2,0,8607,aim,Rise,3,13,2,2,1,11,ASCENT,
havoc,jett,230,13,15,1,-2,101.2,27,3,4,-1,8607,aim,Rise,3,13,2,2,1,11,ASCENT,
mtr,omen,126,7,14,3,-7,90.3,25,0,3,-3,8607,aim,Rise,3,13,2,2,1,11,ASCENT,
bielthemagician,sova,104,5,13,3,-8,79.9,38,0,1,-1,8607,aim,Rise,3,13,2,2,1,11,ASCENT,
cqJESUS,cypher,95,5,13,3,-8,62.4,20,1,0,1,8607,aim,Rise,3,13,2,2,1,11,ASCENT,
FLG1,sova,233,15,16,5,-1,139.4,26,3,2,1,10294,RED,Rise,7,13,6,2,1,11,BIND,
pavel,raze,225,15,17,6,-2,144.2,11,2,1,1,10294,RED,Rise,7,13,6,2,1,11,BIND,
Fatal,omen,197,16,16,6,0,117.5,44,0,2,-2,10294,RED,Rise,7,13,6,2,1,11,BIND,
vhz,jett,197,13,15,3,-2,177.4,24,3,4,-1,10294,RED,Rise,7,13,6,2,1,11,BIND,
KHTEX,sage,137,9,16,5,-7,88.4,17,0,3,-3,10294,RED,Rise,7,13,6,2,1,11,BIND,
glym,raze,270,18,12,4,6,165.9,11,3,2,1,10294,Rise,RED,13,7,11,1,2,6,BIND,
DmL,reyna,257,19,15,3,4,171.4,25,4,2,2,10294,Rise,RED,13,7,11,1,2,6,BIND,
Slag,cypher,230,19,13,2,6,121.2,29,1,1,0,10294,Rise,RED,13,7,11,1,2,6,BIND,
leonzhet,sova,192,12,15,8,-3,146.6,24,3,3,0,10294,Rise,RED,13,7,11,1,2,6,BIND,
GuhRVN,brimstone,173,12,13,8,-1,106.1,22,1,0,1,10294,Rise,RED,13,7,11,1,2,6,BIND,
vhz,jett,254,29,27,5,2,158.3,29,6,5,1,10294,RED,Rise,16,18,6,6,6,6,ICEBOX,
KHTEX,sage,249,28,25,6,3,166.4,32,4,4,0,10294,RED,Rise,16,18,6,6,6,6,ICEBOX,
pavel,raze,238,25,28,10,-3,161.3,13,1,4,-3,10294,RED,Rise,16,18,6,6,6,6,ICEBOX,
FLG1,skye,151,19,25,6,-6,91.9,36,1,5,-4,10294,RED,Rise,16,18,6,6,6,6,ICEBOX,
Fatal,omen,128,15,22,6,-7,94.5,25,1,3,-2,10294,RED,Rise,16,18,6,6,6,6,ICEBOX,
glym,jett,338,40,23,5,17,210.9,15,7,3,4,10294,Rise,RED,18,16,6,6,6,6,ICEBOX,
GuhRVN,brimstone,231,29,21,7,8,170.9,22,5,2,3,10294,Rise,RED,18,16,6,6,6,6,ICEBOX,
DmL,reyna,202,25,23,7,2,116.5,29,5,2,3,10294,Rise,RED,18,16,6,6,6,6,ICEBOX,
leonzhet,sova,158,15,22,12,-7,111.1,20,2,2,0,10294,Rise,RED,18,16,6,6,6,6,ICEBOX,
Slag,sage,152,18,27,14,-9,90.0,12,2,4,-2,10294,Rise,RED,18,16,6,6,6,6,ICEBOX,
Magic,raze,245,15,13,3,2,199.8,17,2,4,-2,10266,JAG,Rise,3,13,1,11,2,2,HAVEN,
boltiNxd,sova,198,10,15,5,-5,122.5,36,2,1,1,10266,JAG,Rise,3,13,1,11,2,2,HAVEN,
sant,phoenix,186,10,15,3,-5,107.2,27,1,3,-2,10266,JAG,Rise,3,13,1,11,2,2,HAVEN,
napz,omen,153,7,14,4,-7,90.3,39,0,1,-1,10266,JAG,Rise,3,13,1,11,2,2,HAVEN,
AimGreen,cypher,131,6,14,0,-8,85.6,21,0,2,-2,10266,JAG,Rise,3,13,1,11,2,2,HAVEN,
glym,jett,370,24,8,2,16,219.2,23,4,2,2,10266,Rise,JAG,13,3,2,2,11,1,HAVEN,
leonzhet,sova,308,17,11,5,6,186.4,16,5,1,4,10266,Rise,JAG,13,3,2,2,11,1,HAVEN,
DmL,reyna,184,12,11,2,1,106.5,25,1,0,1,10266,Rise,JAG,13,3,2,2,11,1,HAVEN,
Slag,cypher,165,10,10,5,0,114.3,36,0,1,-1,10266,Rise,JAG,13,3,2,2,11,1,HAVEN,
GuhRVN,omen,165,8,8,6,0,78.6,17,1,1,0,10266,Rise,JAG,13,3,2,2,11,1,HAVEN,
Magic,raze,353,26,20,10,6,217.0,9,4,1,3,10266,JAG,Rise,13,10,6,5,7,5,ASCENT,
boltiNxd,sova,232,21,12,11,9,184.2,18,1,3,-2,10266,JAG,Rise,13,10,6,5,7,5,ASCENT,
sant,jett,222,18,14,6,4,213.4,18,4,2,2,10266,JAG,Rise,13,10,6,5,7,5,ASCENT,
AimGreen,cypher,179,14,14,9,0,147.3,15,2,3,-1,10266,JAG,Rise,13,10,6,5,7,5,ASCENT,
napz,omen,142,14,14,6,0,122.8,14,1,2,-1,10266,JAG,Rise,13,10,6,5,7,5,ASCENT,
glym,raze,303,24,19,6,5,228.4,17,6,2,4,10266,Rise,JAG,10,13,5,7,5,6,ASCENT,
leonzhet,sova,229,17,20,7,-3,152.7,26,3,1,2,10266,Rise,JAG,10,13,5,7,5,6,ASCENT,
GuhRVN,omen,193,14,17,7,-3,166.0,16,0,2,-2,10266,Rise,JAG,10,13,5,7,5,6,ASCENT,
Slag,cypher,178,14,19,4,-5,108.1,28,2,2,0,10266,Rise,JAG,10,13,5,7,5,6,ASCENT,
DmL,reyna,73,5,18,9,-13,57.8,3,0,5,-5,10266,Rise,JAG,10,13,5,7,5,6,ASCENT,
AimGreen,cypher,228,18,18,6,0,148.3,27,3,1,2,10266,JAG,Rise,8,13,3,9,5,4,BIND,
Magic,raze,221,16,18,1,-2,142.0,31,3,1,2,10266,JAG,Rise,8,13,3,9,5,4,BIND,
napz,brimstone,189,13,16,3,-3,129.4,18,1,2,-1,10266,JAG,Rise,8,13,3,9,5,4,BIND,
sant,jett,171,11,17,5,-6,99.0,24,0,7,-7,10266,JAG,Rise,8,13,3,9,5,4,BIND,
boltiNxd,sova,123,7,17,7,-10,76.6,19,1,2,-1,10266,JAG,Rise,8,13,3,9,5,4,BIND,
GuhRVN,brimstone,250,19,10,7,9,147.6,17,1,0,1,10266,Rise,JAG,13,8,4,5,9,3,BIND,
Slag,cypher,243,18,16,3,2,134.7,30,5,3,2,10266,Rise,JAG,13,8,4,5,9,3,BIND,
leonzhet,sova,240,18,13,8,5,145.9,11,1,2,-1,10266,Rise,JAG,13,8,4,5,9,3,BIND,
glym,raze,239,17,13,6,4,135.5,19,2,1,1,10266,Rise,JAG,13,8,4,5,9,3,BIND,
DmL,reyna,181,14,14,7,0,96.9,13,4,2,2,10266,Rise,JAG,13,8,4,5,9,3,BIND,
FLG1,sova,233,15,16,5,-1,139.4,26,3,2,1,10294,RED,Rise,7,13,6,2,1,11,BIND,
pavel,raze,225,15,17,6,-2,144.2,11,2,1,1,10294,RED,Rise,7,13,6,2,1,11,BIND,
Fatal,omen,197,16,16,6,0,117.5,44,0,2,-2,10294,RED,Rise,7,13,6,2,1,11,BIND,
vhz,jett,197,13,15,3,-2,177.4,24,3,4,-1,10294,RED,Rise,7,13,6,2,1,11,BIND,
KHTEX,sage,137,9,16,5,-7,88.4,17,0,3,-3,10294,RED,Rise,7,13,6,2,1,11,BIND,
glym,raze,270,18,12,4,6,165.9,11,3,2,1,10294,Rise,RED,13,7,11,1,2,6,BIND,
DmL,reyna,257,19,15,3,4,171.4,25,4,2,2,10294,Rise,RED,13,7,11,1,2,6,BIND,
Slag,cypher,230,19,13,2,6,121.2,29,1,1,0,10294,Rise,RED,13,7,11,1,2,6,BIND,
leonzhet,sova,192,12,15,8,-3,146.6,24,3,3,0,10294,Rise,RED,13,7,11,1,2,6,BIND,
GuhRVN,brimstone,173,12,13,8,-1,106.1,22,1,0,1,10294,Rise,RED,13,7,11,1,2,6,BIND,
vhz,jett,254,29,27,5,2,158.3,29,6,5,1,10294,RED,Rise,16,18,6,6,6,6,ICEBOX,
KHTEX,sage,249,28,25,6,3,166.4,32,4,4,0,10294,RED,Rise,16,18,6,6,6,6,ICEBOX,
pavel,raze,238,25,28,10,-3,161.3,13,1,4,-3,10294,RED,Rise,16,18,6,6,6,6,ICEBOX,
