Player,Agents,ACS,K,D,A,KD_DIFF,ADR,HS%,FK,FD,FK_FD_DIFF,match_id,Team_x,Opp_Team_x,rounds_won,rounds_lost,Map,Patch_x,total_rounds,win_rate,KPR,DPR,APR,FKPR,FDPR,RESULT,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE,Team_y,Opp_Team_y,Patch_y,Team,Pistol_W,Pistol_P,Pistol_WR,Eco_0_5_P,Eco_0_5_W,Eco_0_5_WR,Semi_Eco_5_10_P,Semi_Eco_5_10_W,Semi_Eco_5_10_WR,Semi_Buy_10_20_P,Semi_Buy_10_20_W,Semi_Buy_10_20_WR,Full_Buy_20_P,Full_Buy_20_W,Full_Buy_20_WR,Opp_team,Num_maps,Patch
dragonite,cypher,128,10,11,3,-1,132.3,24,0,0,0,2781,VORA,Onfi,13,6,SPLIT,1.08,19,68.42,0.53,0.58,0.16,0.0,0.0,W,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66,0,0,VORA,Onfi,1.08,VORA,1,2,50.0,3,1,33.0,1,0,0.0,5,5,100.0,10,7,70.0,Onfire Team,1.0,1.08
dragonite,cypher,354,23,7,4,16,208.4,46,2,0,2,2781,VORA,Onfi,13,3,HAVEN,1.08,16,81.25,1.44,0.44,0.25,0.12,0.0,W,3,5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,92,1,0,VORA,Onfi,1.08,VORA,1,2,50.0,3,2,67.0,0,0,,2,1,50.0,11,10,91.0,Onfire Team,1.0,1.08
v1xen,omen,264,16,5,2,11,155.6,33,4,0,4,2781,VORA,Onfi,13,3,HAVEN,1.08,16,81.25,1.0,0.31,0.12,0.25,0.0,W,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85,10,1,VORA,Onfi,1.08,VORA,1,2,50.0,3,2,67.0,0,0,,2,1,50.0,11,10,91.0,Onfire Team,1.0,1.08
krain,sova,232,13,6,6,7,200.9,30,2,0,2,2781,VORA,Onfi,13,3,HAVEN,1.08,16,81.25,0.81,0.38,0.38,0.12,0.0,W,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119,1,0,VORA,Onfi,1.08,VORA,1,2,50.0,3,2,67.0,0,0,,2,1,50.0,11,10,91.0,Onfire Team,1.0,1.08
delevingne,reyna,222,11,11,8,0,138.4,20,3,1,2,2781,VORA,Onfi,13,3,HAVEN,1.08,16,81.25,0.69,0.69,0.5,0.19,0.06,W,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49,0,0,VORA,Onfi,1.08,VORA,1,2,50.0,3,2,67.0,0,0,,2,1,50.0,11,10,91.0,Onfire Team,1.0,1.08
fzkk,raze,182,11,9,2,2,132.6,20,1,3,-2,2781,VORA,Onfi,13,3,HAVEN,1.08,16,81.25,0.69,0.56,0.12,0.06,0.19,W,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62,0,0,VORA,Onfi,1.08,VORA,1,2,50.0,3,2,67.0,0,0,,2,1,50.0,11,10,91.0,Onfire Team,1.0,1.08
fzkk,raze,270,25,20,7,5,160.5,19,4,1,3,2836,VORA,DG,14,12,HAVEN,1.08,26,53.85,0.96,0.77,0.27,0.15,0.04,W,6,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59,0,1,VORA,DG,1.08,VORA,1,2,50.0,3,2,67.0,4,1,25.0,4,2,50.0,15,9,60.0,DG,1.0,1.08
delevingne,reyna,215,20,22,6,-2,130.1,16,6,3,3,2836,VORA,DG,14,12,HAVEN,1.08,26,53.85,0.77,0.85,0.23,0.23,0.12,W,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47,2,0,VORA,DG,1.08,VORA,1,2,50.0,3,2,67.0,4,1,25.0,4,2,50.0,15,9,60.0,DG,1.0,1.08
krain,sova,207,21,13,7,8,146.7,16,0,3,-3,2836,VORA,DG,14,12,HAVEN,1.08,26,53.85,0.81,0.5,0.27,0.0,0.12,W,4,2,0.0,0.0,1.0,1.0,1.0,0.0,0.0,68,0,2,VORA,DG,1.08,VORA,1,2,50.0,3,2,67.0,4,1,25.0,4,2,50.0,15,9,60.0,DG,1.0,1.08
v1xen,omen,193,18,19,6,-1,132.0,23,5,2,3,2836,VORA,DG,14,12,HAVEN,1.08,26,53.85,0.69,0.73,0.23,0.19,0.08,W,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56,8,1,VORA,DG,1.08,VORA,1,2,50.0,3,2,67.0,4,1,25.0,4,2,50.0,15,9,60.0,DG,1.0,1.08
dragonite,cypher,172,14,21,9,-7,102.7,10,2,0,2,2836,VORA,DG,14,12,HAVEN,1.08,26,53.85,0.54,0.81,0.35,0.08,0.0,W,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34,3,0,VORA,DG,1.08,VORA,1,2,50.0,3,2,67.0,4,1,25.0,4,2,50.0,15,9,60.0,DG,1.0,1.08
fzkk,raze,265,18,14,6,4,158.4,5,3,4,-1,2836,VORA,DG,13,8,SPLIT,1.08,21,61.9,0.86,0.67,0.29,0.14,0.19,W,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70,0,0,VORA,DG,1.08,VORA,1,2,50.0,3,1,33.0,2,0,0.0,3,3,100.0,13,9,69.0,DG,1.0,1.08
delevingne,reyna,242,17,17,7,0,151.3,16,5,4,1,2836,VORA,DG,13,8,SPLIT,1.08,21,61.9,0.81,0.81,0.33,0.24,0.19,W,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52,0,0,VORA,DG,1.08,VORA,1,2,50.0,3,1,33.0,2,0,0.0,3,3,100.0,13,9,69.0,DG,1.0,1.08
dragonite,cypher,225,17,11,7,6,149.6,29,0,0,0,2836,VORA,DG,13,8,SPLIT,1.08,21,61.9,0.81,0.52,0.33,0.0,0.0,W,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73,1,0,VORA,DG,1.08,VORA,1,2,50.0,3,1,33.0,2,0,0.0,3,3,100.0,13,9,69.0,DG,1.0,1.08
v1xen,omen,187,14,13,7,1,134.0,29,1,3,-2,2836,VORA,DG,13,8,SPLIT,1.08,21,61.9,0.67,0.62,0.33,0.05,0.14,W,0,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,58,8,1,VORA,DG,1.08,VORA,1,2,50.0,3,1,33.0,2,0,0.0,3,3,100.0,13,9,69.0,DG,1.0,1.08
krain,breach,150,15,10,3,5,82.8,23,0,1,-1,2836,VORA,DG,13,8,SPLIT,1.08,21,61.9,0.71,0.48,0.14,0.0,0.05,W,4,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,49,0,0,VORA,DG,1.08,VORA,1,2,50.0,3,1,33.0,2,0,0.0,3,3,100.0,13,9,69.0,DG,1.0,1.08
fzkk,raze,305,26,17,8,9,164.2,28,6,2,4,2838,VORA,oNe,13,11,BIND,1.08,24,54.17,1.08,0.71,0.33,0.25,0.08,W,6,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61,1,0,VORA,oNe,1.08,VORA,2,2,100.0,2,2,100.0,2,0,0.0,5,3,60.0,15,8,53.0,oNe,1.0,1.08
krain,sova,214,17,12,12,5,123.8,19,3,0,3,2838,VORA,oNe,13,11,BIND,1.08,24,54.17,0.71,0.5,0.5,0.12,0.0,W,4,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,51,0,1,VORA,oNe,1.08,VORA,2,2,100.0,2,2,100.0,2,0,0.0,5,3,60.0,15,8,53.0,oNe,1.0,1.08
v1xen,omen,187,18,13,2,5,112.7,26,2,0,2,2838,VORA,oNe,13,11,BIND,1.08,24,54.17,0.75,0.54,0.08,0.08,0.0,W,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44,8,0,VORA,oNe,1.08,VORA,2,2,100.0,2,2,100.0,2,0,0.0,5,3,60.0,15,8,53.0,oNe,1.0,1.08
delevingne,reyna,183,15,17,6,-2,117.8,17,0,6,-6,2838,VORA,oNe,13,11,BIND,1.08,24,54.17,0.62,0.71,0.25,0.0,0.25,W,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44,0,0,VORA,oNe,1.08,VORA,2,2,100.0,2,2,100.0,2,0,0.0,5,3,60.0,15,8,53.0,oNe,1.0,1.08
dragonite,cypher,148,12,17,4,-5,93.6,13,2,3,-1,2838,VORA,oNe,13,11,BIND,1.08,24,54.17,0.5,0.71,0.17,0.08,0.12,W,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34,0,0,VORA,oNe,1.08,VORA,2,2,100.0,2,2,100.0,2,0,0.0,5,3,60.0,15,8,53.0,oNe,1.0,1.08
krain,breach,400,22,5,6,17,211.0,27,0,1,-1,2838,VORA,oNe,13,2,SPLIT,1.08,15,86.67,1.47,0.33,0.4,0.0,0.07,W,4,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,98,4,1,VORA,oNe,1.08,VORA,2,2,100.0,2,2,100.0,0,0,,3,3,100.0,10,8,80.0,oNe,1.0,1.08
fzkk,raze,385,21,8,2,13,218.5,20,4,2,2,2838,VORA,oNe,13,2,SPLIT,1.08,15,86.67,1.4,0.53,0.13,0.27,0.13,W,2,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109,0,1,VORA,oNe,1.08,VORA,2,2,100.0,2,2,100.0,0,0,,3,3,100.0,10,8,80.0,oNe,1.0,1.08
dragonite,cypher,171,10,9,0,1,97.9,40,3,4,-1,2838,VORA,oNe,13,2,SPLIT,1.08,15,86.67,0.67,0.6,0.0,0.2,0.27,W,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40,0,0,VORA,oNe,1.08,VORA,2,2,100.0,2,2,100.0,0,0,,3,3,100.0,10,8,80.0,oNe,1.0,1.08
delevingne,jett,164,9,9,2,0,106.2,7,0,1,-1,2838,VORA,oNe,13,2,SPLIT,1.08,15,86.67,0.6,0.6,0.13,0.0,0.07,W,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61,1,0,VORA,oNe,1.08,VORA,2,2,100.0,2,2,100.0,0,0,,3,3,100.0,10,8,80.0,oNe,1.0,1.08
v1xen,omen,138,9,6,3,3,98.1,26,0,0,0,2838,VORA,oNe,13,2,SPLIT,1.08,15,86.67,0.6,0.4,0.2,0.0,0.0,W,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50,6,0,VORA,oNe,1.08,VORA,2,2,100.0,2,2,100.0,0,0,,3,3,100.0,10,8,80.0,oNe,1.0,1.08
shion,sova,324,27,15,12,12,179.0,25,2,1,1,5279,HAVAN,DELI,10,13,ASCENT,1.12,23,43.48,1.17,0.65,0.52,0.09,0.04,L,2,4,1.0,0.0,0.0,0.0,1.0,0.0,0.0,79,3,2,HAVAN,DELI,1.12,HAVAN,1,2,50.0,3,1,33.0,2,0,0.0,6,2,33.0,12,7,58.0,DELIRAWOW,1.0,1.12
bNhardneja,jett,216,16,17,3,-1,130.5,14,4,2,2,5279,HAVAN,DELI,10,13,ASCENT,1.12,23,43.48,0.7,0.74,0.13,0.17,0.09,L,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55,1,0,HAVAN,DELI,1.12,HAVAN,1,2,50.0,3,1,33.0,2,0,0.0,6,2,33.0,12,7,58.0,DELIRAWOW,1.0,1.12
pMdr1,reyna,194,15,18,5,-3,134.0,31,0,7,-7,5279,HAVAN,DELI,10,13,ASCENT,1.12,23,43.48,0.65,0.78,0.22,0.0,0.3,L,1,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,48,0,1,HAVAN,DELI,1.12,HAVAN,1,2,50.0,3,1,33.0,2,0,0.0,6,2,33.0,12,7,58.0,DELIRAWOW,1.0,1.12
Myssen,cypher,144,12,17,6,-5,98.0,26,1,4,-3,5279,HAVAN,DELI,10,13,ASCENT,1.12,23,43.48,0.52,0.74,0.26,0.04,0.17,L,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,0,1,HAVAN,DELI,1.12,HAVAN,1,2,50.0,3,1,33.0,2,0,0.0,6,2,33.0,12,7,58.0,DELIRAWOW,1.0,1.12
pleets,omen,125,9,19,8,-10,80.6,13,1,1,0,5279,HAVAN,DELI,10,13,ASCENT,1.12,23,43.48,0.39,0.83,0.35,0.04,0.04,L,0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,31,1,2,HAVAN,DELI,1.12,HAVAN,1,2,50.0,3,1,33.0,2,0,0.0,6,2,33.0,12,7,58.0,DELIRAWOW,1.0,1.12
shion,raze,281,21,11,4,10,232.5,19,4,0,4,5279,HAVAN,DELI,13,8,SPLIT,1.12,21,61.9,1.0,0.52,0.19,0.19,0.0,W,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110,0,0,HAVAN,DELI,1.12,HAVAN,1,2,50.0,4,1,25.0,0,0,,1,0,0.0,16,12,75.0,DELIRAWOW,1.0,1.12
bNhardneja,jett,239,18,15,3,3,146.8,15,4,3,1,5279,HAVAN,DELI,13,8,SPLIT,1.12,21,61.9,0.86,0.71,0.14,0.19,0.14,W,4,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,54,2,0,HAVAN,DELI,1.12,HAVAN,1,2,50.0,4,1,25.0,0,0,,1,0,0.0,16,12,75.0,DELIRAWOW,1.0,1.12
Myssen,breach,234,19,11,8,8,128.0,38,2,2,0,5279,HAVAN,DELI,13,8,SPLIT,1.12,21,61.9,0.9,0.52,0.38,0.1,0.1,W,5,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61,1,0,HAVAN,DELI,1.12,HAVAN,1,2,50.0,4,1,25.0,0,0,,1,0,0.0,16,12,75.0,DELIRAWOW,1.0,1.12
pleets,cypher,186,12,15,7,-3,108.9,19,3,2,1,5279,HAVAN,DELI,13,8,SPLIT,1.12,21,61.9,0.57,0.71,0.33,0.14,0.1,W,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39,0,0,HAVAN,DELI,1.12,HAVAN,1,2,50.0,4,1,25.0,0,0,,1,0,0.0,16,12,75.0,DELIRAWOW,1.0,1.12
pMdr1,omen,175,13,12,4,1,110.0,33,1,0,1,5279,HAVAN,DELI,13,8,SPLIT,1.12,21,61.9,0.62,0.57,0.19,0.05,0.0,W,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54,4,1,HAVAN,DELI,1.12,HAVAN,1,2,50.0,4,1,25.0,0,0,,1,0,0.0,16,12,75.0,DELIRAWOW,1.0,1.12
pMdr1,reyna,407,26,8,4,18,215.3,34,6,1,5,5279,HAVAN,DELI,13,5,HAVEN,1.12,18,72.22,1.44,0.44,0.22,0.33,0.06,W,6,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,138,0,2,HAVAN,DELI,1.12,HAVAN,1,2,50.0,2,1,50.0,2,0,0.0,3,2,67.0,11,10,91.0,DELIRAWOW,1.0,1.12
shion,sova,293,20,6,9,14,176.1,28,2,0,2,5279,HAVAN,DELI,13,5,HAVEN,1.12,18,72.22,1.11,0.33,0.5,0.11,0.0,W,3,2,0.0,0.0,2.0,0.0,0.0,0.0,0.0,102,1,1,HAVAN,DELI,1.12,HAVAN,1,2,50.0,2,1,50.0,2,0,0.0,3,2,67.0,11,10,91.0,DELIRAWOW,1.0,1.12
pleets,omen,256,17,8,3,9,147.4,11,2,1,1,5279,HAVAN,DELI,13,5,HAVEN,1.12,18,72.22,0.94,0.44,0.17,0.11,0.06,W,4,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85,0,0,HAVAN,DELI,1.12,HAVAN,1,2,50.0,2,1,50.0,2,0,0.0,3,2,67.0,11,10,91.0,DELIRAWOW,1.0,1.12
Myssen,cypher,199,16,12,2,4,138.4,61,1,2,-1,5279,HAVAN,DELI,13,5,HAVEN,1.12,18,72.22,0.89,0.67,0.11,0.06,0.11,W,2,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,62,1,0,HAVAN,DELI,1.12,HAVAN,1,2,50.0,2,1,50.0,2,0,0.0,3,2,67.0,11,10,91.0,DELIRAWOW,1.0,1.12
bNhardneja,jett,63,1,11,7,-10,45.4,0,1,2,-1,5279,HAVAN,DELI,13,5,HAVEN,1.12,18,72.22,0.06,0.61,0.39,0.06,0.11,W,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,2,1,HAVAN,DELI,1.12,HAVAN,1,2,50.0,2,1,50.0,2,0,0.0,3,2,67.0,11,10,91.0,DELIRAWOW,1.0,1.12
pMdr1,reyna,351,21,8,1,13,251.6,20,4,1,3,5264,HAVAN,DKS,13,2,ASCENT,1.12,15,86.67,1.4,0.53,0.07,0.27,0.07,W,4,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,94,0,2,HAVAN,DKS,1.12,HAVAN,2,2,100.0,2,2,100.0,0,0,,4,4,100.0,9,7,78.0,DKS esports,1.0,1.12
shion,sova,285,17,4,8,13,166.5,21,1,0,1,5264,HAVAN,DKS,13,2,ASCENT,1.12,15,86.67,1.13,0.27,0.53,0.07,0.0,W,4,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,96,2,1,HAVAN,DKS,1.12,HAVAN,2,2,100.0,2,2,100.0,0,0,,4,4,100.0,9,7,78.0,DKS esports,1.0,1.12
pleets,omen,249,15,6,9,9,148.1,18,1,2,-1,5264,HAVAN,DKS,13,2,ASCENT,1.12,15,86.67,1.0,0.4,0.6,0.07,0.13,W,4,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76,1,0,HAVAN,DKS,1.12,HAVAN,2,2,100.0,2,2,100.0,0,0,,4,4,100.0,9,7,78.0,DKS esports,1.0,1.12
bNhardneja,jett,233,11,8,6,3,148.7,13,1,1,0,5264,HAVAN,DKS,13,2,ASCENT,1.12,15,86.67,0.73,0.53,0.4,0.07,0.07,W,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69,0,1,HAVAN,DKS,1.12,HAVAN,2,2,100.0,2,2,100.0,0,0,,4,4,100.0,9,7,78.0,DKS esports,1.0,1.12
Myssen,cypher,153,6,8,7,-2,83.5,35,2,2,0,5264,HAVAN,DKS,13,2,ASCENT,1.12,15,86.67,0.4,0.53,0.47,0.13,0.13,W,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39,0,0,HAVAN,DKS,1.12,HAVAN,2,2,100.0,2,2,100.0,0,0,,4,4,100.0,9,7,78.0,DKS esports,1.0,1.12
shion,raze,325,24,13,3,11,246.6,24,2,2,0,5264,HAVAN,DKS,13,7,SPLIT,1.12,20,65.0,1.2,0.65,0.15,0.1,0.1,W,6,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,96,0,1,HAVAN,DKS,1.12,HAVAN,2,2,100.0,3,2,67.0,0,0,,4,2,50.0,13,9,69.0,DKS esports,1.0,1.12
pMdr1,omen,273,20,9,5,11,211.2,41,2,1,1,5264,HAVAN,DKS,13,7,SPLIT,1.12,20,65.0,1.0,0.45,0.25,0.1,0.05,W,4,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,105,3,1,HAVAN,DKS,1.12,HAVAN,2,2,100.0,3,2,67.0,0,0,,4,2,50.0,13,9,69.0,DKS esports,1.0,1.12
pleets,cypher,272,21,12,6,9,128.8,20,7,2,5,5264,HAVAN,DKS,13,7,SPLIT,1.12,20,65.0,1.05,0.6,0.3,0.35,0.1,W,3,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,50,1,0,HAVAN,DKS,1.12,HAVAN,2,2,100.0,3,2,67.0,0,0,,4,2,50.0,13,9,69.0,DKS esports,1.0,1.12
Myssen,breach,159,11,12,13,-1,105.8,13,0,0,0,5264,HAVAN,DKS,13,7,SPLIT,1.12,20,65.0,0.55,0.6,0.65,0.0,0.0,W,0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,48,3,0,HAVAN,DKS,1.12,HAVAN,2,2,100.0,3,2,67.0,0,0,,4,2,50.0,13,9,69.0,DKS esports,1.0,1.12
bNhardneja,jett,152,10,11,8,-1,99.6,18,3,1,2,5264,HAVAN,DKS,13,7,SPLIT,1.12,20,65.0,0.5,0.55,0.4,0.15,0.05,W,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,47,0,0,HAVAN,DKS,1.12,HAVAN,2,2,100.0,3,2,67.0,0,0,,4,2,50.0,13,9,69.0,DKS esports,1.0,1.12
shion,sova,275,24,17,9,7,181.6,37,2,1,1,4944,HAVAN,Vivo,12,14,BIND,1.1,26,46.15,0.92,0.65,0.35,0.08,0.04,L,7,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70,6,3,HAVAN,Vivo,1.1,HAVAN,1,2,50.0,3,1,33.0,4,1,25.0,3,1,33.0,16,9,56.0,Vivo Keyd,1.0,1.1
pMdr1,reyna,250,23,20,2,3,161.3,46,5,3,2,4944,HAVAN,Vivo,12,14,BIND,1.1,26,46.15,0.88,0.77,0.08,0.19,0.12,L,3,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,67,0,0,HAVAN,Vivo,1.1,HAVAN,1,2,50.0,3,1,33.0,4,1,25.0,3,1,33.0,16,9,56.0,Vivo Keyd,1.0,1.1
pleets,omen,170,15,17,3,-2,116.9,20,1,0,1,4944,HAVAN,Vivo,12,14,BIND,1.1,26,46.15,0.58,0.65,0.12,0.04,0.0,L,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50,1,1,HAVAN,Vivo,1.1,HAVAN,1,2,50.0,3,1,33.0,4,1,25.0,3,1,33.0,16,9,56.0,Vivo Keyd,1.0,1.1
Myssen,cypher,167,16,18,6,-2,110.5,42,1,3,-2,4944,HAVAN,Vivo,12,14,BIND,1.1,26,46.15,0.62,0.69,0.23,0.04,0.12,L,4,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,41,3,0,HAVAN,Vivo,1.1,HAVAN,1,2,50.0,3,1,33.0,4,1,25.0,3,1,33.0,16,9,56.0,Vivo Keyd,1.0,1.1
bNhardneja,raze,137,11,23,3,-12,91.6,20,3,7,-4,4944,HAVAN,Vivo,12,14,BIND,1.1,26,46.15,0.42,0.88,0.12,0.12,0.27,L,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30,0,0,HAVAN,Vivo,1.1,HAVAN,1,2,50.0,3,1,33.0,4,1,25.0,3,1,33.0,16,9,56.0,Vivo Keyd,1.0,1.1
shion,sova,295,18,13,8,5,206.0,27,1,1,0,4944,HAVAN,Vivo,7,13,HAVEN,1.1,20,35.0,0.9,0.65,0.4,0.05,0.05,L,4,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89,4,0,HAVAN,Vivo,1.1,HAVAN,1,2,50.0,3,1,33.0,2,0,0.0,3,2,67.0,12,4,33.0,Vivo Keyd,1.0,1.1
bNhardneja,jett,181,14,13,2,1,124.5,32,2,1,1,4944,HAVAN,Vivo,7,13,HAVEN,1.1,20,35.0,0.7,0.65,0.1,0.1,0.05,L,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46,1,1,HAVAN,Vivo,1.1,HAVAN,1,2,50.0,3,1,33.0,2,0,0.0,3,2,67.0,12,4,33.0,Vivo Keyd,1.0,1.1
pMdr1,reyna,166,11,14,2,-3,111.8,29,2,1,1,4944,HAVAN,Vivo,7,13,HAVEN,1.1,20,35.0,0.55,0.7,0.1,0.1,0.05,L,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43,2,0,HAVAN,Vivo,1.1,HAVAN,1,2,50.0,3,1,33.0,2,0,0.0,3,2,67.0,12,4,33.0,Vivo Keyd,1.0,1.1
Myssen,cypher,165,13,14,4,-1,107.0,48,1,5,-4,4944,HAVAN,Vivo,7,13,HAVEN,1.1,20,35.0,0.65,0.7,0.2,0.05,0.25,L,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45,4,0,HAVAN,Vivo,1.1,HAVAN,1,2,50.0,3,1,33.0,2,0,0.0,3,2,67.0,12,4,33.0,Vivo Keyd,1.0,1.1
pleets,omen,138,10,13,6,-3,90.4,14,2,4,-2,4944,HAVAN,Vivo,7,13,HAVEN,1.1,20,35.0,0.5,0.65,0.3,0.1,0.2,L,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35,0,0,HAVAN,Vivo,1.1,HAVAN,1,2,50.0,3,1,33.0,2,0,0.0,3,2,67.0,12,4,33.0,Vivo Keyd,1.0,1.1
Myssen,cypher,260,22,12,3,10,161.6,47,1,1,0,4908,HAVAN,tiob,13,9,HAVEN,1.11,22,59.09,1.0,0.55,0.14,0.05,0.05,W,6,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79,2,0,HAVAN,tiob,1.11,HAVAN,1,2,50.0,4,1,25.0,1,0,0.0,2,0,0.0,15,12,80.0,tiobaṛo,1.0,1.11
shion,sova,226,16,9,7,7,182.8,18,2,1,1,4908,HAVAN,tiob,13,9,HAVEN,1.11,22,59.09,0.73,0.41,0.32,0.09,0.05,W,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121,3,2,HAVAN,tiob,1.11,HAVAN,1,2,50.0,4,1,25.0,1,0,0.0,2,0,0.0,15,12,80.0,tiobaṛo,1.0,1.11
pMdr1,reyna,212,14,17,4,-3,119.0,15,7,3,4,4908,HAVAN,tiob,13,9,HAVEN,1.11,22,59.09,0.64,0.77,0.18,0.32,0.14,W,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46,0,0,HAVAN,tiob,1.11,HAVAN,1,2,50.0,4,1,25.0,1,0,0.0,2,0,0.0,15,12,80.0,tiobaṛo,1.0,1.11
pleets,omen,209,17,13,4,4,184.3,15,3,2,1,4908,HAVAN,tiob,13,9,HAVEN,1.11,22,59.09,0.77,0.59,0.18,0.14,0.09,W,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,98,1,0,HAVAN,tiob,1.11,HAVAN,1,2,50.0,4,1,25.0,1,0,0.0,2,0,0.0,15,12,80.0,tiobaṛo,1.0,1.11
bNhardneja,jett,147,11,10,2,1,107.8,21,2,0,2,4908,HAVAN,tiob,13,9,HAVEN,1.11,22,59.09,0.5,0.45,0.09,0.09,0.0,W,2,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,62,2,2,HAVAN,tiob,1.11,HAVAN,1,2,50.0,4,1,25.0,1,0,0.0,2,0,0.0,15,12,80.0,tiobaṛo,1.0,1.11
shion,sova,290,20,13,6,7,148.3,32,2,0,2,4902,HAVAN,eRa,13,6,HAVEN,1.1,19,68.42,1.05,0.68,0.32,0.11,0.0,W,4,2,0.0,0.0,2.0,0.0,0.0,0.0,0.0,61,3,0,HAVAN,eRa,1.1,HAVAN,1,2,50.0,3,1,33.0,2,1,50.0,1,1,100.0,13,10,77.0,eRa Eternity,1.0,1.1
pleets,omen,283,17,15,9,2,180.1,14,1,3,-2,4902,HAVAN,eRa,13,6,HAVEN,1.1,19,68.42,0.89,0.79,0.47,0.05,0.16,W,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74,0,0,HAVAN,eRa,1.1,HAVAN,1,2,50.0,3,1,33.0,2,1,50.0,1,1,100.0,13,10,77.0,eRa Eternity,1.0,1.1
pMdr1,reyna,221,15,13,5,2,146.6,29,1,5,-4,4902,HAVAN,eRa,13,6,HAVEN,1.1,19,68.42,0.79,0.68,0.26,0.05,0.26,W,1,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,66,0,1,HAVAN,eRa,1.1,HAVAN,1,2,50.0,3,1,33.0,2,1,50.0,1,1,100.0,13,10,77.0,eRa Eternity,1.0,1.1
