Player,Agents,ACS,K,D,A,KD_DIFF,ADR,HS%,FK,FD,FK_FD_DIFF,match_id,Team_x,Opp_Team_x,rounds_won,rounds_lost,Map,Patch_x,total_rounds,win_rate,KPR,DPR,APR,FKPR,FDPR,RESULT,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE,Team_y,Opp_Team_y,Patch_y,Team,Pistol_W,Pistol_P,Pistol_WR,Eco_0_5_P,Eco_0_5_W,Eco_0_5_WR,Semi_Eco_5_10_P,Semi_Eco_5_10_W,Semi_Eco_5_10_WR,Semi_Buy_10_20_P,Semi_Buy_10_20_W,Semi_Buy_10_20_WR,Full_Buy_20_P,Full_Buy_20_W,Full_Buy_20_WR,Opp_team,Num_maps,Patch
fzkk,raze,210,15,16,7,-1,127.7,9,4,5,-1,4624,VORA,novi,13,10,BIND,1.1,23,56.52,0.65,0.7,0.3,0.17,0.22,W,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,48,2,0,VORA,novi,1.1,VORA,1,2,50.0,3,1,33.0,2,0,0.0,6,3,50.0,12,9,75.0,novidades em breve,1.0,1.1
dragonite,cypher,149,12,17,5,-5,104.4,18,2,1,1,4624,VORA,novi,13,10,BIND,1.1,23,56.52,0.52,0.74,0.22,0.09,0.04,W,0,1,0.0,0.0,2.0,0.0,0.0,0.0,0.0,40,1,0,VORA,novi,1.1,VORA,1,2,50.0,3,1,33.0,2,0,0.0,6,3,50.0,12,9,75.0,novidades em breve,1.0,1.1
krain,sova,223,18,16,6,2,156.2,17,2,2,0,3066,VORA,FAKE,11,13,HAVEN,1.08,24,45.83,0.75,0.67,0.25,0.08,0.08,L,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61,0,3,VORA,FAKE,1.08,VORA,2,2,100.0,3,2,67.0,2,0,0.0,3,2,67.0,16,7,44.0,FAKEZIN,1.0,1.08
fzkk,raze,220,17,18,6,-1,136.5,11,3,3,0,3066,VORA,FAKE,11,13,HAVEN,1.08,24,45.83,0.71,0.75,0.25,0.12,0.12,L,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50,0,1,VORA,FAKE,1.08,VORA,2,2,100.0,3,2,67.0,2,0,0.0,3,2,67.0,16,7,44.0,FAKEZIN,1.0,1.08
dragonite,cypher,196,18,17,3,1,133.7,29,3,0,3,3066,VORA,FAKE,11,13,HAVEN,1.08,24,45.83,0.75,0.71,0.12,0.12,0.0,L,3,1,0.0,0.0,1.0,2.0,0.0,0.0,0.0,45,1,1,VORA,FAKE,1.08,VORA,2,2,100.0,3,2,67.0,2,0,0.0,3,2,67.0,16,7,44.0,FAKEZIN,1.0,1.08
delevingne,reyna,182,15,18,5,-3,116.6,16,4,4,0,3066,VORA,FAKE,11,13,HAVEN,1.08,24,45.83,0.62,0.75,0.21,0.17,0.17,L,4,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46,0,0,VORA,FAKE,1.08,VORA,2,2,100.0,3,2,67.0,2,0,0.0,3,2,67.0,16,7,44.0,FAKEZIN,1.0,1.08
v1xen,omen,128,11,16,2,-5,73.0,25,1,2,-1,3066,VORA,FAKE,11,13,HAVEN,1.08,24,45.83,0.46,0.67,0.08,0.04,0.08,L,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33,5,0,VORA,FAKE,1.08,VORA,2,2,100.0,3,2,67.0,2,0,0.0,3,2,67.0,16,7,44.0,FAKEZIN,1.0,1.08
fzkk,raze,219,24,23,1,1,138.6,17,5,5,0,2939,VORA,B4,15,17,BIND,1.08,32,46.88,0.75,0.72,0.03,0.16,0.16,L,7,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44,0,3,VORA,B4,1.08,VORA,1,2,50.0,3,1,33.0,0,0,,4,3,75.0,25,11,44.0,B4,1.0,1.08
v1xen,omen,214,27,19,5,8,124.8,29,3,1,2,2939,VORA,B4,15,17,BIND,1.08,32,46.88,0.84,0.59,0.16,0.09,0.03,L,3,3,0.0,0.0,1.0,1.0,0.0,0.0,0.0,42,13,0,VORA,B4,1.08,VORA,1,2,50.0,3,1,33.0,0,0,,4,3,75.0,25,11,44.0,B4,1.0,1.08
delevingne,reyna,203,20,24,9,-4,118.3,10,6,5,1,2939,VORA,B4,15,17,BIND,1.08,32,46.88,0.62,0.75,0.28,0.19,0.16,L,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39,0,0,VORA,B4,1.08,VORA,1,2,50.0,3,1,33.0,0,0,,4,3,75.0,25,11,44.0,B4,1.0,1.08
krain,sova,181,19,22,9,-3,129.2,20,2,1,1,2939,VORA,B4,15,17,BIND,1.08,32,46.88,0.59,0.69,0.28,0.06,0.03,L,3,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,43,0,1,VORA,B4,1.08,VORA,1,2,50.0,3,1,33.0,0,0,,4,3,75.0,25,11,44.0,B4,1.0,1.08
dragonite,cypher,133,12,21,10,-9,93.6,20,2,2,0,2939,VORA,B4,15,17,BIND,1.08,32,46.88,0.38,0.66,0.31,0.06,0.06,L,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32,0,0,VORA,B4,1.08,VORA,1,2,50.0,3,1,33.0,0,0,,4,3,75.0,25,11,44.0,B4,1.0,1.08
delevingne,reyna,384,21,9,2,12,224.6,30,5,2,3,3063,VORA,HAVAN,13,1,HAVEN,1.08,14,92.86,1.5,0.64,0.14,0.36,0.14,W,0,4,1.0,0.0,0.0,0.0,2.0,0.0,0.0,87,1,0,VORA,HAVA,1.08,VORA,2,2,100.0,2,2,100.0,0,0,,2,2,100.0,10,9,90.0,HAVAN,1.0,1.08
fzkk,raze,254,12,10,5,2,156.9,13,2,2,0,3063,VORA,HAVAN,13,1,HAVEN,1.08,14,92.86,0.86,0.71,0.36,0.14,0.14,W,2,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,53,0,0,VORA,HAVA,1.08,VORA,2,2,100.0,2,2,100.0,0,0,,2,2,100.0,10,9,90.0,HAVAN,1.0,1.08
dragonite,cypher,244,14,4,7,10,151.9,26,1,0,1,3063,VORA,HAVAN,13,1,HAVEN,1.08,14,92.86,1.0,0.29,0.5,0.07,0.0,W,3,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,85,0,0,VORA,HAVA,1.08,VORA,2,2,100.0,2,2,100.0,0,0,,2,2,100.0,10,9,90.0,HAVAN,1.0,1.08
krain,sova,236,11,6,8,5,150.8,15,0,1,-1,3063,VORA,HAVAN,13,1,HAVEN,1.08,14,92.86,0.79,0.43,0.57,0.0,0.07,W,1,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,54,1,0,VORA,HAVA,1.08,VORA,2,2,100.0,2,2,100.0,0,0,,2,2,100.0,10,9,90.0,HAVAN,1.0,1.08
v1xen,omen,108,8,6,4,2,47.4,18,1,0,1,3063,VORA,HAVAN,13,1,HAVEN,1.08,14,92.86,0.57,0.43,0.29,0.07,0.0,W,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,9,1,VORA,HAVA,1.08,VORA,2,2,100.0,2,2,100.0,0,0,,2,2,100.0,10,9,90.0,HAVAN,1.0,1.08
pMdr1,phoenix,243,10,14,1,-4,159.9,42,2,3,-1,3063,HAVAN,FF,1,13,HAVEN,1.08,14,7.14,0.71,1.0,0.07,0.14,0.21,L,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63,0,0,HAVAN,FF,1.08,HAVAN,0,2,0.0,3,0,0.0,4,0,0.0,2,0,0.0,5,1,20.0,FF,1.0,1.08
Myssen,cypher,175,8,13,0,-5,117.5,48,1,4,-3,3063,HAVAN,FF,1,13,HAVEN,1.08,14,7.14,0.57,0.93,0.0,0.07,0.29,L,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48,0,0,HAVAN,FF,1.08,HAVAN,0,2,0.0,3,0,0.0,4,0,0.0,2,0,0.0,5,1,20.0,FF,1.0,1.08
shion,sova,163,7,14,3,-7,101.6,30,1,0,1,3063,HAVAN,FF,1,13,HAVEN,1.08,14,7.14,0.5,1.0,0.21,0.07,0.0,L,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39,1,0,HAVAN,FF,1.08,HAVAN,0,2,0.0,3,0,0.0,4,0,0.0,2,0,0.0,5,1,20.0,FF,1.0,1.08
pleets,omen,110,6,13,3,-7,65.9,14,1,1,0,3063,HAVAN,FF,1,13,HAVEN,1.08,14,7.14,0.43,0.93,0.21,0.07,0.07,L,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27,0,0,HAVAN,FF,1.08,HAVAN,0,2,0.0,3,0,0.0,4,0,0.0,2,0,0.0,5,1,20.0,FF,1.0,1.08
bNhardneja,jett,97,4,12,1,-8,58.0,31,0,1,-1,3063,HAVAN,FF,1,13,HAVEN,1.08,14,7.14,0.29,0.86,0.07,0.0,0.07,L,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27,0,0,HAVAN,FF,1.08,HAVAN,0,2,0.0,3,0,0.0,4,0,0.0,2,0,0.0,5,1,20.0,FF,1.0,1.08
krain,breach,241,18,13,6,5,137.5,21,1,0,1,3058,VORA,QSM,13,9,SPLIT,1.08,22,59.09,0.82,0.59,0.27,0.05,0.0,W,3,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,58,0,2,VORA,QSM,1.08,VORA,1,2,50.0,3,1,33.0,2,0,0.0,3,3,100.0,14,9,64.0,QSM,1.0,1.08
fzkk,raze,209,15,13,2,2,130.0,7,4,3,1,3058,VORA,QSM,13,9,SPLIT,1.08,22,59.09,0.68,0.59,0.09,0.18,0.14,W,2,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,64,1,0,VORA,QSM,1.08,VORA,1,2,50.0,3,1,33.0,2,0,0.0,3,3,100.0,14,9,64.0,QSM,1.0,1.08
v1xen,omen,191,15,16,5,-1,111.4,19,1,2,-1,3058,VORA,QSM,13,9,SPLIT,1.08,22,59.09,0.68,0.73,0.23,0.05,0.09,W,2,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,50,4,0,VORA,QSM,1.08,VORA,1,2,50.0,3,1,33.0,2,0,0.0,3,3,100.0,14,9,64.0,QSM,1.0,1.08
dragonite,cypher,175,14,11,3,3,119.8,29,3,2,1,3058,VORA,QSM,13,9,SPLIT,1.08,22,59.09,0.64,0.5,0.14,0.14,0.09,W,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58,0,0,VORA,QSM,1.08,VORA,1,2,50.0,3,1,33.0,2,0,0.0,3,3,100.0,14,9,64.0,QSM,1.0,1.08
delevingne,jett,163,13,15,2,-2,90.6,26,3,3,0,3058,VORA,QSM,13,9,SPLIT,1.08,22,59.09,0.59,0.68,0.09,0.14,0.14,W,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40,0,0,VORA,QSM,1.08,VORA,1,2,50.0,3,1,33.0,2,0,0.0,3,3,100.0,14,9,64.0,QSM,1.0,1.08
fzkk,raze,245,18,13,3,5,143.8,14,5,3,2,2928,VORA,ANA,13,9,SPLIT,1.08,22,59.09,0.82,0.59,0.14,0.23,0.14,W,5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83,0,0,VORA,ANA,1.08,VORA,2,2,100.0,3,2,67.0,2,0,0.0,3,0,0.0,14,11,79.0,ANA,1.0,1.08
delevingne,jett,204,16,13,2,3,125.5,19,6,2,4,2928,VORA,ANA,13,9,SPLIT,1.08,22,59.09,0.73,0.59,0.09,0.27,0.09,W,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64,0,0,VORA,ANA,1.08,VORA,2,2,100.0,3,2,67.0,2,0,0.0,3,0,0.0,14,11,79.0,ANA,1.0,1.08
dragonite,cypher,169,13,13,3,0,99.3,20,3,2,1,2928,VORA,ANA,13,9,SPLIT,1.08,22,59.09,0.59,0.59,0.14,0.14,0.09,W,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54,0,0,VORA,ANA,1.08,VORA,2,2,100.0,3,2,67.0,2,0,0.0,3,0,0.0,14,11,79.0,ANA,1.0,1.08
v1xen,omen,159,11,12,6,-1,101.7,31,1,0,1,2928,VORA,ANA,13,9,SPLIT,1.08,22,59.09,0.5,0.55,0.27,0.05,0.0,W,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63,8,0,VORA,ANA,1.08,VORA,2,2,100.0,3,2,67.0,2,0,0.0,3,0,0.0,14,11,79.0,ANA,1.0,1.08
krain,breach,123,10,10,5,0,84.8,23,0,0,0,2928,VORA,ANA,13,9,SPLIT,1.08,22,59.09,0.45,0.45,0.23,0.0,0.0,W,2,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,40,0,2,VORA,ANA,1.08,VORA,2,2,100.0,3,2,67.0,2,0,0.0,3,0,0.0,14,11,79.0,ANA,1.0,1.08
v1xen,omen,388,24,6,8,18,231.1,17,4,1,3,5281,VORA,NEW,13,3,ASCENT,1.12,16,81.25,1.5,0.38,0.5,0.25,0.06,W,4,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,97,2,1,VORA,NEW,1.12,VORA,2,2,100.0,2,2,100.0,1,1,100.0,2,2,100.0,11,8,73.0,NEW,1.0,1.12
fzkk,raze,344,19,10,7,9,181.5,21,3,2,1,5281,VORA,NEW,13,3,ASCENT,1.12,16,81.25,1.19,0.62,0.44,0.19,0.12,W,3,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,85,0,1,VORA,NEW,1.12,VORA,2,2,100.0,2,2,100.0,1,1,100.0,2,2,100.0,11,8,73.0,NEW,1.0,1.12
dragonite,killjoy,202,14,6,5,8,125.4,14,0,0,0,5281,VORA,NEW,13,3,ASCENT,1.12,16,81.25,0.88,0.38,0.31,0.0,0.0,W,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64,0,0,VORA,NEW,1.12,VORA,2,2,100.0,2,2,100.0,1,1,100.0,2,2,100.0,11,8,73.0,NEW,1.0,1.12
krain,sova,163,10,7,6,3,87.6,7,2,0,2,5281,VORA,NEW,13,3,ASCENT,1.12,16,81.25,0.62,0.44,0.38,0.12,0.0,W,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37,0,0,VORA,NEW,1.12,VORA,2,2,100.0,2,2,100.0,1,1,100.0,2,2,100.0,11,8,73.0,NEW,1.0,1.12
delevingne,breach,148,8,9,9,-1,79.4,21,2,2,0,5281,VORA,NEW,13,3,ASCENT,1.12,16,81.25,0.5,0.56,0.56,0.12,0.12,W,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26,2,0,VORA,NEW,1.12,VORA,2,2,100.0,2,2,100.0,1,1,100.0,2,2,100.0,11,8,73.0,NEW,1.0,1.12
fzkk,raze,317,20,16,5,4,208.3,18,1,4,-3,5281,VORA,NEW,13,6,SPLIT,1.12,19,68.42,1.05,0.84,0.26,0.05,0.21,W,6,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,76,0,0,VORA,NEW,1.12,VORA,1,2,50.0,3,1,33.0,0,0,,2,2,100.0,14,10,71.0,NEW,1.0,1.12
dragonite,cypher,271,21,12,1,9,157.5,26,4,1,3,5281,VORA,NEW,13,6,SPLIT,1.12,19,68.42,1.11,0.63,0.05,0.21,0.05,W,5,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,55,1,0,VORA,NEW,1.12,VORA,1,2,50.0,3,1,33.0,0,0,,2,2,100.0,14,10,71.0,NEW,1.0,1.12
v1xen,omen,234,17,10,6,7,137.9,23,0,3,-3,5281,VORA,NEW,13,6,SPLIT,1.12,19,68.42,0.89,0.53,0.32,0.0,0.16,W,2,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,65,7,0,VORA,NEW,1.12,VORA,1,2,50.0,3,1,33.0,0,0,,2,2,100.0,14,10,71.0,NEW,1.0,1.12
krain,breach,181,14,9,7,5,167.8,23,1,0,1,5281,VORA,NEW,13,6,SPLIT,1.12,19,68.42,0.74,0.47,0.37,0.05,0.0,W,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79,2,0,VORA,NEW,1.12,VORA,1,2,50.0,3,1,33.0,0,0,,2,2,100.0,14,10,71.0,NEW,1.0,1.12
delevingne,reyna,117,6,14,7,-8,62.8,12,1,4,-3,5281,VORA,NEW,13,6,SPLIT,1.12,19,68.42,0.32,0.74,0.37,0.05,0.21,W,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27,0,0,VORA,NEW,1.12,VORA,1,2,50.0,3,1,33.0,0,0,,2,2,100.0,14,10,71.0,NEW,1.0,1.12
fzkk,raze,278,16,12,7,4,171.8,9,4,1,3,5269,VORA,ATHZ,13,5,SPLIT,1.12,18,72.22,0.89,0.67,0.39,0.22,0.06,W,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64,0,0,VORA,ATHZ,1.12,VORA,2,2,100.0,2,2,100.0,1,0,0.0,2,2,100.0,13,9,69.0,ATHZ,1.0,1.12
delevingne,reyna,253,17,11,4,6,153.6,25,3,2,1,5269,VORA,ATHZ,13,5,SPLIT,1.12,18,72.22,0.94,0.61,0.22,0.17,0.11,W,1,2,1.0,0.0,0.0,1.0,0.0,0.0,0.0,58,2,0,VORA,ATHZ,1.12,VORA,2,2,100.0,2,2,100.0,1,0,0.0,2,2,100.0,13,9,69.0,ATHZ,1.0,1.12
dragonite,cypher,213,15,13,5,2,115.6,15,0,4,-4,5269,VORA,ATHZ,13,5,SPLIT,1.12,18,72.22,0.83,0.72,0.28,0.0,0.22,W,4,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44,0,0,VORA,ATHZ,1.12,VORA,2,2,100.0,2,2,100.0,1,0,0.0,2,2,100.0,13,9,69.0,ATHZ,1.0,1.12
krain,breach,178,11,10,9,1,115.3,20,0,0,0,5269,VORA,ATHZ,13,5,SPLIT,1.12,18,72.22,0.61,0.56,0.5,0.0,0.0,W,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47,1,1,VORA,ATHZ,1.12,VORA,2,2,100.0,2,2,100.0,1,0,0.0,2,2,100.0,13,9,69.0,ATHZ,1.0,1.12
v1xen,omen,152,10,6,9,4,137.8,11,2,2,0,5269,VORA,ATHZ,13,5,SPLIT,1.12,18,72.22,0.56,0.33,0.5,0.11,0.11,W,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72,6,0,VORA,ATHZ,1.12,VORA,2,2,100.0,2,2,100.0,1,0,0.0,2,2,100.0,13,9,69.0,ATHZ,1.0,1.12
fzkk,raze,259,20,18,8,2,167.3,11,5,6,-1,5269,VORA,ATHZ,13,11,ASCENT,1.12,24,54.17,0.83,0.75,0.33,0.21,0.25,W,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66,0,2,VORA,ATHZ,1.12,VORA,0,2,0.0,4,1,25.0,3,1,33.0,1,1,100.0,16,10,62.0,ATHZ,1.0,1.12
v1xen,omen,225,17,20,8,-3,154.0,15,3,1,2,5269,VORA,ATHZ,13,11,ASCENT,1.12,24,54.17,0.71,0.83,0.33,0.12,0.04,W,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59,2,1,VORA,ATHZ,1.12,VORA,0,2,0.0,4,1,25.0,3,1,33.0,1,1,100.0,16,10,62.0,ATHZ,1.0,1.12
krain,sova,222,20,12,8,8,126.9,26,0,0,0,5269,VORA,ATHZ,13,11,ASCENT,1.12,24,54.17,0.83,0.5,0.33,0.0,0.0,W,3,1,1.0,0.0,1.0,2.0,0.0,0.0,0.0,76,1,2,VORA,ATHZ,1.12,VORA,0,2,0.0,4,1,25.0,3,1,33.0,1,1,100.0,16,10,62.0,ATHZ,1.0,1.12
delevingne,breach,199,18,18,14,0,116.7,12,1,1,0,5269,VORA,ATHZ,13,11,ASCENT,1.12,24,54.17,0.75,0.75,0.58,0.04,0.04,W,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44,4,0,VORA,ATHZ,1.12,VORA,0,2,0.0,4,1,25.0,3,1,33.0,1,1,100.0,16,10,62.0,ATHZ,1.0,1.12
dragonite,cypher,119,10,21,8,-11,73.3,17,2,5,-3,5269,VORA,ATHZ,13,11,ASCENT,1.12,24,54.17,0.42,0.88,0.33,0.08,0.21,W,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,0,0,VORA,ATHZ,1.12,VORA,0,2,0.0,4,1,25.0,3,1,33.0,1,1,100.0,16,10,62.0,ATHZ,1.0,1.12
fzkk,raze,236,13,15,3,-2,144.1,9,0,6,-6,2700,VORA,DG,6,13,HAVEN,1.07,19,31.58,0.68,0.79,0.16,0.0,0.32,L,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53,1,0,VORA,DG,1.07,VORA,0,2,0.0,4,0,0.0,1,0,0.0,3,2,67.0,11,4,36.0,DG,1.0,1.07
krain,sova,201,12,13,7,-1,134.0,45,1,0,1,2700,VORA,DG,6,13,HAVEN,1.07,19,31.58,0.63,0.68,0.37,0.05,0.0,L,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70,1,0,VORA,DG,1.07,VORA,0,2,0.0,4,0,0.0,1,0,0.0,3,2,67.0,11,4,36.0,DG,1.0,1.07
delevingne,jett,158,10,16,2,-6,100.2,16,3,6,-3,2700,VORA,DG,6,13,HAVEN,1.07,19,31.58,0.53,0.84,0.11,0.16,0.32,L,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42,0,0,VORA,DG,1.07,VORA,0,2,0.0,4,0,0.0,1,0,0.0,3,2,67.0,11,4,36.0,DG,1.0,1.07
dragonite,cypher,143,11,14,2,-3,101.9,23,0,2,-2,2700,VORA,DG,6,13,HAVEN,1.07,19,31.58,0.58,0.74,0.11,0.0,0.11,L,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46,1,0,VORA,DG,1.07,VORA,0,2,0.0,4,0,0.0,1,0,0.0,3,2,67.0,11,4,36.0,DG,1.0,1.07
v1xen,omen,104,6,16,2,-10,63.9,17,0,1,-1,2700,VORA,DG,6,13,HAVEN,1.07,19,31.58,0.32,0.84,0.11,0.0,0.05,L,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,5,0,VORA,DG,1.07,VORA,0,2,0.0,4,0,0.0,1,0,0.0,3,2,67.0,11,4,36.0,DG,1.0,1.07
delevingne,jett,290,18,12,2,6,165.8,12,7,3,4,2717,VORA,ANA,13,4,SPLIT,1.07,17,76.47,1.06,0.71,0.12,0.41,0.18,W,4,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,70,1,0,VORA,ANA,1.07,VORA,1,2,50.0,3,1,33.0,0,0,,3,3,100.0,11,9,82.0,ANA,1.0,1.07
v1xen,omen,247,14,11,6,3,214.2,23,1,0,1,2717,VORA,ANA,13,4,SPLIT,1.07,17,76.47,0.82,0.65,0.35,0.06,0.0,W,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101,7,0,VORA,ANA,1.07,VORA,1,2,50.0,3,1,33.0,0,0,,3,3,100.0,11,9,82.0,ANA,1.0,1.07
fzkk,raze,243,17,9,5,8,139.5,26,1,1,0,2717,VORA,ANA,13,4,SPLIT,1.07,17,76.47,1.0,0.53,0.29,0.06,0.06,W,2,2,0.0,0.0,0.0,1.0,1.0,0.0,0.0,62,1,1,VORA,ANA,1.07,VORA,1,2,50.0,3,1,33.0,0,0,,3,3,100.0,11,9,82.0,ANA,1.0,1.07
krain,breach,238,15,11,8,4,144.1,28,1,2,-1,2717,VORA,ANA,13,4,SPLIT,1.07,17,76.47,0.88,0.65,0.47,0.06,0.12,W,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,54,0,0,VORA,ANA,1.07,VORA,1,2,50.0,3,1,33.0,0,0,,3,3,100.0,11,9,82.0,ANA,1.0,1.07
dragonite,cypher,125,9,8,4,1,71.7,26,0,1,-1,2717,VORA,ANA,13,4,SPLIT,1.07,17,76.47,0.53,0.47,0.24,0.0,0.06,W,2,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,40,3,0,VORA,ANA,1.07,VORA,1,2,50.0,3,1,33.0,0,0,,3,3,100.0,11,9,82.0,ANA,1.0,1.07
delevingne,reyna,311,20,14,3,6,176.0,20,3,3,0,2738,VORA,FKL,13,5,HAVEN,1.07,18,72.22,1.11,0.78,0.17,0.17,0.17,W,5,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70,1,0,VORA,FKL,1.07,VORA,2,2,100.0,3,2,67.0,0,0,,2,1,50.0,13,10,77.0,FKL,1.0,1.07
v1xen,omen,307,21,9,4,12,196.9,30,1,0,1,2738,VORA,FKL,13,5,HAVEN,1.07,18,72.22,1.17,0.5,0.22,0.06,0.0,W,3,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101,10,1,VORA,FKL,1.07,VORA,2,2,100.0,3,2,67.0,0,0,,2,1,50.0,13,10,77.0,FKL,1.0,1.07
fzkk,raze,236,15,9,6,6,145.8,18,2,2,0,2738,VORA,FKL,13,5,HAVEN,1.07,18,72.22,0.83,0.5,0.33,0.11,0.11,W,4,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59,0,0,VORA,FKL,1.07,VORA,2,2,100.0,3,2,67.0,0,0,,2,1,50.0,13,10,77.0,FKL,1.0,1.07
krain,sova,208,14,6,7,8,152.2,9,3,1,2,2738,VORA,FKL,13,5,HAVEN,1.07,18,72.22,0.78,0.33,0.39,0.17,0.06,W,2,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,83,0,1,VORA,FKL,1.07,VORA,2,2,100.0,3,2,67.0,0,0,,2,1,50.0,13,10,77.0,FKL,1.0,1.07
dragonite,cypher,118,7,11,5,-4,68.4,22,1,2,-1,2738,VORA,FKL,13,5,HAVEN,1.07,18,72.22,0.39,0.61,0.28,0.06,0.11,W,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28,0,0,VORA,FKL,1.07,VORA,2,2,100.0,3,2,67.0,0,0,,2,1,50.0,13,10,77.0,FKL,1.0,1.07
krain,breach,263,19,9,6,10,167.1,26,0,1,-1,2781,VORA,Onfi,13,6,SPLIT,1.08,19,68.42,1.0,0.47,0.32,0.0,0.05,W,4,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,83,4,1,VORA,Onfi,1.08,VORA,1,2,50.0,3,1,33.0,1,0,0.0,5,5,100.0,10,7,70.0,Onfire Team,1.0,1.08
fzkk,raze,258,16,14,4,2,164.3,16,3,4,-1,2781,VORA,Onfi,13,6,SPLIT,1.08,19,68.42,0.84,0.74,0.21,0.16,0.21,W,5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65,0,0,VORA,Onfi,1.08,VORA,1,2,50.0,3,1,33.0,1,0,0.0,5,5,100.0,10,7,70.0,Onfire Team,1.0,1.08
delevingne,jett,229,13,13,6,0,139.1,15,5,2,3,2781,VORA,Onfi,13,6,SPLIT,1.08,19,68.42,0.68,0.68,0.32,0.26,0.11,W,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66,2,1,VORA,Onfi,1.08,VORA,1,2,50.0,3,1,33.0,1,0,0.0,5,5,100.0,10,7,70.0,Onfire Team,1.0,1.08
v1xen,omen,206,16,12,5,4,120.2,33,3,1,2,2781,VORA,Onfi,13,6,SPLIT,1.08,19,68.42,0.84,0.63,0.26,0.16,0.05,W,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54,3,0,VORA,Onfi,1.08,VORA,1,2,50.0,3,1,33.0,1,0,0.0,5,5,100.0,10,7,70.0,Onfire Team,1.0,1.08
