Player,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE,match_id,Team,Opp_Team,Patch,Map,Num_maps
Veroneze,7.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,60.0,1.0,0.0,5273,paiN,dogz,1.12,MATCH,2
Otsuka,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,3.0,0.0,5273,dogz,paiN,1.12,MATCH,2
PedroGOD,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,1.0,1.0,5273,dogz,paiN,1.12,MATCH,2
magicwow1,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,0.0,0.0,5273,dogz,paiN,1.12,MATCH,2
toezin,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,1.0,0.0,5273,dogz,paiN,1.12,MATCH,2
dan,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,48.0,5.0,2.0,5273,dogz,paiN,1.12,MATCH,2
murizzz,7.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,71.0,0.0,1.0,5174,paiN,1tap,1.1,MATCH,2
Txozin,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,4.0,2.0,5174,paiN,1tap,1.1,MATCH,2
matheuzin,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,6.0,1.0,5174,paiN,1tap,1.1,MATCH,2
kon4n,8.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,66.0,2.0,0.0,5174,paiN,1tap,1.1,MATCH,2
Veroneze,6.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,68.0,5.0,2.0,5174,paiN,1tap,1.1,MATCH,2
ArtBaue,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,3.0,1.0,5174,1tap,paiN,1.1,MATCH,2
ttv,7.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,61.0,0.0,0.0,5174,1tap,paiN,1.1,MATCH,2
Random,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,1.0,2.0,5174,1tap,paiN,1.1,MATCH,2
ttv,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,4.0,2.0,5174,1tap,paiN,1.1,MATCH,2
fpX,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,2.0,0.0,5174,1tap,paiN,1.1,MATCH,2
pit,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,2.0,0.0,5025,Furn,paiN,1.1,MATCH,1
p9dro,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,5025,Furn,paiN,1.1,MATCH,1
Vai,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,5025,Furn,paiN,1.1,MATCH,1
Fedrigues,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,5025,Furn,paiN,1.1,MATCH,1
Physicx,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,2.0,0.0,5025,Furn,paiN,1.1,MATCH,1
